0,1,2,3,4,5,6,7,8,9,10,11
0.29021835,0.38076228,0.50341284,0.5960814,0.58100706,0.4320961,0.37906763,0.55548155,0.4693222,0.38391274,0.3249451,0.29358324
0.12932132,0.13409868,0.19707207,0.21274434,0.18871504,0.3032591,0.6357168,0.9932422,0.78305525,0.5707405,0.45715794,0.31455788
0.23928969,0.20685968,0.21567152,0.20478255,0.17166273,0.28013876,0.5858214,0.93810093,0.78823274,0.6399792,0.5793432,0.42508626
0.1592606,0.14730404,0.17211221,0.1780714,0.16805196,0.27772343,0.61751634,0.99779713,0.783992,0.5444908,0.35854688,0.24802285
0.13903739,0.14206772,0.22475046,0.23010103,0.20002533,0.31999093,0.60993373,0.9366822,0.7426377,0.57087797,0.5009835,0.3477862
0.22088233,0.26473978,0.3717573,0.38766268,0.24054118,0.32237902,0.6050618,0.9358311,0.7876305,0.635775,0.5789958,0.42947096
0.28871575,0.3532787,0.5635467,0.5774129,0.36994675,0.42563456,0.5947338,0.81610125,0.69237465,0.6123717,0.7445127,0.57901245
0.1440263,0.17098631,0.2724036,0.29827586,0.22957766,0.3014618,0.5526171,0.8373036,0.67605025,0.5445193,0.5313061,0.35035637
0.08205779,0.089783356,0.14711319,0.18332307,0.18667553,0.29003832,0.6110376,0.9691231,0.76702666,0.5471238,0.3594153,0.19650136
0.10299534,0.11229176,0.19184989,0.20641623,0.18095647,0.31792778,0.612251,0.95032215,0.74833024,0.57697535,0.5537098,0.33127937
0.14278856,0.193359,0.2925195,0.3031582,0.2184885,0.33061635,0.648619,0.99069124,0.7673376,0.54406524,0.4507904,0.31502074
0.17693886,0.14671324,0.18105043,0.16570367,0.18153553,0.40808767,0.69686395,0.9917976,0.8000704,0.59759575,0.5033281,0.36809635
0.077910006,0.091604926,0.14856862,0.1603486,0.16456015,0.32307613,0.62386566,0.93375057,0.7145794,0.49362627,0.3619118,0.20944445
0.24873547,0.3193701,0.4968962,0.5001872,0.35635525,0.498114,0.6793314,0.89827704,0.7373423,0.5824352,0.5400179,0.42485866
0.30771735,0.28092465,0.51331866,0.43110627,0.20164084,0.5881721,0.6540854,0.6534693,0.6000073,0.5200344,0.7615618,0.7370719
0.20177329,0.24521813,0.4390098,0.4230742,0.31169757,0.43921334,0.7010917,0.99826264,0.7867297,0.5577279,0.4185032,0.29966393
0.19215184,0.18774864,0.3627607,0.33281097,0.26095197,0.5524437,0.73659456,0.8976813,0.7823756,0.64380914,0.6687009,0.46538836
