Second,Count,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,191,-447.36526,31.335602,15.86746,7.072602,4.5710363,2.903066,1.9819049,2.3197365,2.1604698,1.2478067,0.7952141,0.8636724,0.6701012
0.5,337,-384.1364,109.16403,69.29972,41.85822,32.35375,27.176746,20.123075,14.405927,11.69275,10.718512,10.066978,8.823294,7.633708
1.0,337,-341.47598,145.88512,66.918045,26.904406,25.477358,25.318335,17.373615,11.04327,8.095199,6.446767,6.518238,7.998329,8.959787
1.5,335,-317.6342,165.86957,66.044846,21.155693,23.230116,23.676586,15.062124,8.920042,6.5607576,5.2988315,4.911543,6.030548,7.6151795
2.0,406,-310.8054,161.78758,54.207047,18.969604,20.285213,21.030897,17.976778,11.313354,10.412171,10.279395,6.3581786,5.1164517,3.6125793
2.5,420,-315.08954,158.67216,53.736534,19.302095,22.079268,20.858397,15.667111,8.327746,4.50387,3.2071323,1.0672837,1.298017,2.2081227
3.0,410,-306.21143,162.4443,48.0037,14.792175,20.040468,19.004974,12.848812,8.474777,8.85252,5.8623157,2.6559443,3.1858978,0.7046782
3.5,413,-284.46307,156.29814,29.08665,23.505203,18.340248,14.212071,14.645154,7.952574,13.207549,9.036059,5.4231997,5.7129087,-1.0070071
4.0,438,-263.45792,154.05702,20.731863,31.129637,13.393063,16.579708,16.07847,6.3369427,14.28633,5.367136,4.7866287,2.1121535,-5.529097
4.5,485,-227.47136,153.93367,12.027102,41.110947,5.7475343,18.940811,11.163832,4.7016754,13.589205,1.8086123,6.422863,0.7677754,-1.3518554
5.0,511,-227.98097,166.53714,16.162575,37.648777,10.089673,18.022377,13.65886,3.2180512,15.107222,5.224245,6.699922,2.45315,-3.1433208
5.5,529,-231.76587,153.39569,16.422977,42.753532,6.285201,21.475077,13.10389,4.587614,14.152242,2.879814,6.520277,2.553623,2.310061
6.0,705,-222.33612,147.42102,22.201979,53.81086,-0.2778363,22.480198,12.407611,5.9506435,10.551733,1.5900309,8.734051,2.62865,3.314869
6.5,851,-217.92159,136.94797,23.449867,56.37044,-5.446258,27.689972,11.296723,8.022165,8.068333,3.761185,9.4387455,-1.0142889,1.8296617
7.0,909,-216.19563,132.67404,19.360725,54.0852,-7.147221,25.141655,5.231898,6.792697,9.032911,2.0683205,6.897215,2.4326632,4.5577936
7.5,872,-198.79642,131.14717,18.425648,55.420246,-9.801696,26.36859,1.8094813,11.016544,9.368348,3.612415,3.5675993,0.7101322,3.963565
8.0,916,-180.52577,130.74123,6.471244,52.4159,-9.5504265,26.301277,0.09145453,10.703764,5.4980803,3.9376543,4.3876286,3.151799,3.6904202
