Second,Count,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,645,-346.82513,45.946384,8.918211,16.888266,-3.9257596,14.579547,-0.44366553,9.198717,-1.7110709,6.270847,-0.4527115,4.1494026,0.885129
0.5,1460,-265.6349,184.04271,46.109867,24.633347,25.752243,29.940126,15.181534,14.38566,9.440095,9.809981,6.655823,4.554987,2.3711379
1.0,1233,-316.0612,142.88452,51.285183,21.9263,18.108276,33.257675,17.51613,14.236355,7.266622,10.268163,5.926775,6.045047,5.1109805
1.5,1191,-241.0879,129.67433,22.407269,20.626904,0.60443443,24.849934,2.6028454,2.6460087,-5.8954067,3.5010595,-0.29945952,3.3589811,-3.6917493
2.0,1057,-227.76926,158.12056,-8.890286,4.483293,-6.147728,10.627666,-7.3411922,-10.126338,-7.438574,-7.971188,-5.3861585,-5.9809465,-11.065433
2.5,1152,-310.03967,123.97805,21.858162,-1.9512911,-1.0938572,16.583212,-6.4187713,-8.530575,-14.188453,-9.133963,-11.480454,-7.6861997,-10.677534
3.0,1156,-241.06137,138.09264,23.324566,18.905514,8.859172,26.28745,5.076609,10.476461,-2.890694,4.4166284,-2.6177537,0.7001213,-3.3206327
3.5,1144,-261.09293,169.787,37.546394,21.681292,19.308985,27.934238,9.787796,11.181952,6.12449,9.18912,5.0764275,5.520133,3.3334482
4.0,1161,-309.1992,140.476,46.344162,18.34883,14.283874,30.548061,12.246265,11.0321455,6.140349,10.967367,6.587087,7.132039,4.5649805
4.5,1223,-244.62598,130.64879,25.1673,20.241413,-2.1521785,20.350847,0.99108124,2.2711844,-6.16436,2.1837926,-1.0291965,3.918085,-2.0891838
5.0,1169,-197.77711,161.32532,-3.5491006,12.221798,-9.850844,10.759841,-11.661714,-11.193152,-10.700373,-9.200278,-8.038296,-4.230037,-8.135918
5.5,1273,-273.25543,124.879005,17.59451,-2.873578,-7.943115,14.116052,-9.788739,-5.929641,-14.793015,-8.469378,-14.107399,-6.8749714,-9.400814
6.0,1312,-264.88492,123.512665,30.995348,18.457468,2.375676,24.451921,3.2697217,5.741679,-6.281465,2.6298983,-2.7296076,2.0817258,-1.8577223
6.5,1479,-270.13065,176.1386,39.661793,19.724031,21.67204,27.715553,16.03428,16.240562,8.735671,9.797255,8.6416235,7.5553894,4.0633817
7.0,1375,-305.3792,148.07277,45.53266,16.211023,17.797382,32.685764,13.884871,11.321363,5.5276785,8.641581,5.583667,6.184657,3.6510875
7.5,1512,-240.27213,139.23912,29.74518,23.746866,3.3182862,25.814135,3.2570357,3.1880484,-5.087412,4.267229,-0.26025984,4.1876464,-1.1057401
8.0,1519,-204.897,173.10927,-7.7192183,7.183915,-4.3023353,11.103035,-10.544841,-11.787237,-7.445779,-7.5977263,-4.741348,-4.2243214,-7.6271405
8.5,1672,-285.88943,139.17299,13.269657,-12.391162,-2.980295,13.31028,-11.044433,-8.081723,-10.453616,-6.620845,-10.504021,-7.630858,-11.230666
9.0,1812,-246.4249,138.87936,27.159227,16.088476,4.595845,23.517443,3.759024,11.33746,-0.6188712,4.7685175,-0.9351769,2.6813562,-3.1430178
9.5,1921,-264.10284,167.43538,44.899525,29.129225,20.36032,31.529192,15.793873,16.016489,6.8713493,9.142289,5.003281,5.624565,4.152127
10.0,2117,-307.51453,142.14792,50.503723,23.607851,16.357235,31.567701,14.523661,13.028485,5.5824494,10.523119,7.6010237,7.771175,4.0606112
10.5,2200,-226.35611,148.1314,24.585802,18.700182,5.658916,27.390362,3.379385,7.085438,2.3776119,9.531037,1.88863,5.028523,-0.7106591
11.0,2327,-216.35306,183.37518,16.60646,32.059814,8.324401,17.757257,10.486696,5.6103635,13.652149,7.850877,6.3921943,3.1100087,0.90100366
11.5,2785,-287.14847,184.72166,42.613598,8.639736,20.947178,24.714043,13.36965,6.9782743,12.311649,11.129588,5.3461666,2.2951171,2.1311123
12.0,2678,-236.44814,159.37836,41.919945,18.508257,10.972031,31.406513,7.542087,11.936823,4.586413,12.826285,2.217254,3.706758,1.5722926
12.5,2749,-249.60379,190.24376,42.5474,24.31478,24.718298,29.90858,14.123465,14.495344,9.571682,9.464782,6.1376734,4.2888393,2.238434
13.0,2765,-303.9282,146.60973,49.78639,23.396942,18.453306,34.48878,14.933834,14.131049,7.571529,10.01215,6.6104603,5.479624,4.3745914
13.5,2836,-182.4487,91.91809,-2.3197935,48.31535,3.598874,24.260124,-11.585583,12.926014,-0.18104099,2.3392625,-5.7615294,5.8248143,-2.8074908
14.0,2665,-121.59658,129.43135,-34.81625,29.972866,-15.91709,15.492504,-32.522404,4.4503584,2.8057966,-28.467665,-18.015814,6.229209,-26.005785
14.5,2736,-192.27107,101.599915,-16.685822,24.079327,5.295587,12.827,-45.849476,3.682613,-2.8961983,-21.693567,-25.872908,-8.001384,-23.428545
15.0,2739,-178.06026,127.26519,10.876727,33.857006,5.54441,26.100096,-13.1650095,7.1853633,-1.6667031,-5.953228,-8.56006,2.6671565,-11.324634
15.5,2868,-182.27847,151.86192,30.87857,40.817104,-0.11383088,30.39266,-5.971097,22.832817,0.80154604,-6.864445,1.9972167,11.746104,6.3805175
16.0,2855,-186.18922,129.43335,18.661453,38.085354,0.24701346,25.75536,-14.327924,21.97366,8.390842,-2.2294633,2.8819478,16.983246,4.338577
16.5,3055,-164.49438,86.58717,14.780102,53.93479,-19.386322,29.326391,-9.263437,8.955077,-7.130339,5.2258377,-3.1945035,8.829,-2.3185222
17.0,3219,-126.22754,121.863075,-5.0645633,30.805635,-13.909034,13.434754,-28.588825,-10.251894,-11.372719,-6.429977,-6.516693,5.940752,-12.8904915
17.5,3280,-262.34146,120.12359,8.286753,8.830081,-6.668158,1.8367738,-10.412886,-6.665937,-17.535719,-2.8466341,-5.251563,-4.621016,-6.7296185
18.0,3471,-212.03143,126.40541,10.789297,31.568016,-1.1582435,17.581135,-13.234008,9.809433,-1.7843603,-8.558101,-5.2943764,3.5735424,-4.895879
18.5,3549,-206.27138,159.2636,23.800068,41.099857,7.8050656,33.734577,-5.18414,23.921412,11.735675,-19.340057,11.900048,22.116447,-0.058762707
19.0,3728,-265.51984,139.8643,27.51615,31.451736,7.7053747,27.486118,4.5272264,12.7545805,5.5442414,-8.344956,8.959976,16.555815,5.2475677
19.5,3940,-207.29477,116.18187,21.972244,31.630064,-9.54372,27.665335,0.39983413,7.1201897,-6.9677515,1.6224103,-1.012239,7.8154936,0.5911613
20.0,3753,-55.10449,83.81491,-12.183839,23.635834,-42.14234,28.132715,-32.847626,-0.6378573,-9.7396555,3.1182106,-25.818521,-0.6363992,-13.8588295
20.5,3498,-147.51582,115.84758,-23.823282,20.37593,-12.155293,14.662348,-41.061962,1.2626462,0.91550624,-15.433221,-27.286268,-8.219747,-18.470457
21.0,3232,-178.18974,146.29668,22.319754,20.02423,-10.782559,12.376874,-21.81004,18.909653,3.2449808,-1.6275235,-8.288773,1.4818037,5.244637
21.5,4007,-115.816666,139.18819,11.789831,38.22833,3.9304156,29.412167,-19.030497,27.483347,3.2956312,-2.8363862,-8.155965,22.010191,12.473126
22.0,4256,-168.46365,126.8941,14.717492,46.848206,14.306503,33.11183,-28.492908,16.764585,9.220465,-7.554233,-9.339382,9.896736,3.1480951
22.5,4272,-178.67877,153.96484,22.700068,26.742327,-6.9644732,13.874948,-19.08178,17.838987,4.325899,-1.4142362,-4.1117754,5.955318,8.841663
23.0,4863,-110.142204,139.56378,3.0541766,41.03326,-5.1280146,27.80309,-18.453533,21.791094,3.4638796,-1.2084308,-6.844439,19.708553,9.521709
23.5,4933,-157.71948,126.03546,16.44942,44.71615,13.321379,29.782396,-23.251757,21.497667,8.460669,-1.1046761,-13.169434,7.8447566,7.300685
24.0,5061,-126.18081,129.045,5.2572,44.7704,-6.7509966,17.55908,-17.447886,24.719315,-0.091488905,-3.4638484,-1.5704935,16.209265,8.9446
24.5,4769,-174.32808,156.93748,21.757812,40.575844,12.247802,40.815804,-8.068377,17.753298,19.358307,-6.294222,2.7173684,11.199142,-6.996878
25.0,4743,-216.38873,138.03006,26.965784,45.42791,12.629464,39.241665,-7.142665,20.625977,17.493296,-19.665747,-1.6938252,3.127749,-4.323228
25.5,4757,-237.45526,144.31061,22.754128,19.898405,10.463014,24.629286,-0.5420313,6.3473225,-2.0279243,-0.97620225,-3.4264405,4.3348904,-2.4193153
26.0,4634,-156.2266,152.97432,-3.1199124,25.90607,-9.320721,23.558296,-12.365899,5.899503,-3.7919266,-6.3606434,-2.339631,-1.1298171,-11.141122
26.5,4704,-195.03905,156.00558,11.594624,5.574457,-0.5404667,15.563383,-13.963602,14.224159,-7.1616154,-13.600464,-5.031489,9.832838,-1.609105
27.0,4371,-131.46638,124.42792,17.807556,35.016014,-11.095268,28.96113,-19.994795,24.71645,-4.5963173,-14.866052,-4.068563,11.283105,0.24494648
27.5,4594,-129.1829,136.52277,33.00923,39.1331,-7.501334,39.801476,-21.442991,26.243507,10.217575,-18.912094,-7.446648,7.7868886,-9.419152
28.0,4939,-106.69955,104.88865,8.264353,55.791668,-15.876233,28.579247,-30.498693,35.985165,14.291349,-34.651997,-20.935955,3.5690663,-9.881757
28.5,5185,-148.98396,106.19968,-0.6553813,50.115883,-20.962866,21.140715,-7.9832616,20.206285,-4.3628664,-8.965888,-12.743275,0.82752067,-1.9844362
29.0,5307,-182.6379,164.3819,-7.9265647,13.870489,-12.798288,12.006848,-9.782368,-6.68111,-6.174399,-5.009172,-6.5237875,-7.38586,-11.929057
29.5,5477,-213.43198,119.34273,-8.052722,9.881004,-4.6835275,6.3112535,-20.160204,-3.0438907,-2.9530067,-3.5613062,-7.7000127,-4.651614,-10.415338
30.0,5567,-118.603165,88.89292,-28.689379,24.345448,-12.885877,8.108497,-31.31252,-9.166797,-5.247997,11.857989,-13.1265545,2.478971,-1.7600999
30.5,5841,-164.13861,139.42372,4.43742,35.045357,18.193922,21.629562,-23.73,3.4670074,9.2181425,17.366688,-2.5633812,15.0522375,7.340281
31.0,5669,-271.0834,147.78423,21.49394,26.060183,24.66538,20.659754,-8.506083,2.4692414,10.901763,9.954221,3.467624,10.846055,11.699363
31.5,5718,-229.26247,138.2562,25.034452,27.649235,8.999752,24.112072,-11.686478,2.525809,-2.5890083,-1.4193062,-1.9826926,7.414526,6.0740952
32.0,5509,-84.66849,104.539925,-15.182585,32.962612,-36.333973,25.33285,-23.606752,6.8559356,-18.128437,-7.0843625,-17.837326,4.4281926,3.7573504
32.5,5125,-128.05032,70.68119,-12.442565,44.634354,-35.982403,27.204409,-28.120234,6.7792435,-22.546276,-13.314632,-16.555822,3.9057152,-2.037971
33.0,4239,-122.250854,89.101166,-9.60085,59.30285,2.5055552,31.692715,-32.097294,14.285592,-5.0306983,-2.6130176,-16.48143,5.2039456,-4.2949796
33.5,4183,-153.05582,125.029305,18.29493,59.633118,3.9202516,50.41225,-16.833471,16.265135,14.927677,-5.400898,-7.026767,10.394707,-0.18415584
