Second,Count,Spectral Centroid
0.0,293,11968.641800710822
0.5,491,1084.2345062941415
1.0,494,1686.7800240119368
1.5,524,2367.406476002804
2.0,580,1880.6672329846892
2.5,621,1064.9076539055434
3.0,580,627.1955549914775
3.5,561,2571.9347108232205
4.0,521,1207.7881122932915
4.5,613,1484.8006051762773
5.0,618,2646.1298710032625
5.5,672,1077.8227670343188
6.0,725,649.8961061576364
6.5,808,2144.3866467044318
7.0,829,2182.8393189386466
7.5,920,3119.584452522756
8.0,1081,1344.609690945245
8.5,1132,1145.4797005210874
9.0,1264,1495.8559197517504
9.5,1387,1186.526830663578
10.0,1566,1772.6504780907756
10.5,1689,3089.6772210582417
11.0,1806,1031.2162919010946
11.5,1875,933.4978405097016
12.0,2018,1095.0426562657603
12.5,2255,2382.340758198562
13.0,2326,1893.8061901800916
13.5,2367,1573.088681976746
14.0,2423,2992.509995467265
14.5,2641,890.8806480677109
15.0,2644,2211.463578873479
15.5,2841,1684.4433872585555
16.0,2858,3045.364300194908
16.5,2885,1432.4164025907314
17.0,2948,1682.395178469114
17.5,3084,1151.9554781084364
18.0,3068,1776.7468530861645
18.5,2979,3514.985295771836
19.0,3100,2530.282275541594
19.5,2969,1509.4899133983822
20.0,2920,1911.607236456992
20.5,3020,1534.824776013613
21.0,2999,2459.059604483422
21.5,2887,1258.640526996423
22.0,2890,2065.8291356842483
22.5,3029,2384.8091532099265
23.0,2817,2333.4742991512862
23.5,2927,1432.4043623228686
24.0,2943,1793.2415609666946
24.5,2857,3408.702399122023
25.0,2754,1791.1116352585273
25.5,2870,1318.635507085857
26.0,2762,3118.7032410617285
26.5,2758,2710.707500615545
27.0,2726,832.0542461189987
27.5,2608,1651.258557365057
28.0,2636,2154.3420510375795
28.5,2629,2221.2862143729785
29.0,2472,1882.4245168744228
29.5,2448,2460.539857714642
30.0,2401,1616.434010063817
30.5,2476,1679.5000803966889
31.0,2330,1530.702850032144
31.5,2343,1277.6268247941734
32.0,2340,1296.4481318587475
32.5,2277,969.324739269684
33.0,2279,1107.7318144846995
33.5,2212,1832.7334622945
34.0,2300,1572.2134378307717
34.5,2232,2402.5620379221327
35.0,2104,1903.8129708534325
35.5,2137,819.4757275955108
36.0,2203,1120.9238914182931
36.5,2219,991.5263263582306
37.0,2269,966.3739650789792
37.5,2192,1486.0471563606925
38.0,2145,1354.286329513662
38.5,2092,1254.531683853516
39.0,2152,1494.1560153364146
39.5,2232,2658.883334204551
40.0,2151,1202.382139064689
40.5,2196,949.8193955553568
41.0,2081,1429.6279018617124
41.5,2134,1340.4239162204883
42.0,2053,845.2981249766078
42.5,2038,1291.9614091087362
43.0,2175,2289.0984969606416
43.5,2163,1521.08729305619
44.0,2080,1249.4775143785191
44.5,1990,646.1746685671027
45.0,1995,1450.703940996072
45.5,2121,1874.712132940032
46.0,1973,2092.576652835447
46.5,1889,1107.0986585336943
47.0,1915,813.7733577220697
47.5,1935,1555.447224653522
48.0,1900,2148.350636766629
48.5,1735,2251.4838061215123
49.0,1620,2594.984253930604
49.5,1727,1086.30058750404
50.0,1771,1391.2781176128028
50.5,1811,1491.2853706029284
51.0,1609,2369.062411174458
51.5,1652,2266.067427651815
52.0,1788,1921.7447792195185
52.5,1821,1275.43967635863
53.0,1919,1871.016034281348
53.5,1918,1403.0569365978738
54.0,2204,1771.914543080599
54.5,2776,1879.668332013818
55.0,2344,1547.4482599049295
55.5,2239,792.6874269812197
56.0,2349,1165.5143482905503
56.5,2282,799.2860032949669
57.0,2316,2111.907009796926
57.5,2174,2695.74532906091
58.0,2184,1986.5343098156536
58.5,2116,1745.9911107951202
59.0,2168,2063.800324214844
59.5,2142,1475.7209193519311
60.0,2170,1936.8285111697028
60.5,2156,2304.796776216479
61.0,2134,2063.9012501747293
61.5,2212,1673.8293257273097
62.0,2217,1561.8570521305933
62.5,2489,2257.999498577848
63.0,2734,2278.494702812615
63.5,2979,2341.859634800669
64.0,3002,2245.9576606297
64.5,3295,2301.8095465377305
65.0,3332,2063.4510237066206
65.5,3728,1488.0930414336692
66.0,3996,2115.4346193688566
66.5,4361,2340.9386530205616
67.0,4433,1650.984760310818
67.5,4757,2114.088006883052
68.0,4903,2320.758898387985
68.5,5067,1718.0203252117935
69.0,5538,1705.0644942273393
69.5,5721,1554.5957148810523
70.0,5948,2209.4298546940468
70.5,6010,2163.868524321103
71.0,5957,1344.664478560214
71.5,5942,1115.8421078164347
72.0,6132,2146.9462018387144
72.5,6143,2261.563680927336
73.0,5977,2097.8366098606
73.5,5790,1813.1313772707365
74.0,6330,1855.0598301818488
74.5,6170,1590.493534127064
75.0,6078,1679.3304831887272
75.5,6193,2337.0507686802644
76.0,6050,1967.2882276641444
76.5,5924,1511.1811113287515
77.0,5887,1615.2068124760206
77.5,5688,2446.6403500102456
78.0,5603,2693.8733269612094
78.5,5704,2342.580606748046
79.0,5897,2767.520948813652
79.5,5577,2122.587879680476
80.0,5793,1890.6660648650384
