Second,Count,Spectral Centroid
0.0,213,8083.20693677544
0.5,385,908.8181478593448
1.0,445,1351.8178589155166
1.5,395,1599.9708690583177
2.0,411,1717.0967429785371
2.5,375,1042.655912928329
3.0,362,1152.6095766468377
3.5,390,1262.0268611077302
4.0,282,1156.2276223229153
4.5,329,922.1050166676432
5.0,350,1209.742772684845
5.5,353,1659.434978208944
6.0,405,1550.5511398080014
6.5,414,1113.4421585293744
7.0,459,1072.6799576007784
7.5,465,1129.1142337203055
8.0,596,1314.7919129154304
8.5,572,1036.636546149296
9.0,615,1214.6728118186393
9.5,647,1735.36179290826
10.0,665,1641.5655393185427
10.5,722,1025.0593749750033
11.0,828,1573.3718467141566
11.5,825,1261.5442233944225
12.0,980,1422.3132070053653
12.5,1036,1026.065429547196
13.0,1127,1013.9303546437044
13.5,1445,1202.6807066335814
14.0,1429,1389.95409960062
14.5,1363,1308.6924809395853
15.0,1405,1649.0522136582697
15.5,1362,1584.4152724715664
16.0,1346,3374.0740046288947
16.5,1296,3752.124273982427
17.0,1333,3860.309728331973
17.5,1507,4505.276305785458
18.0,1466,3383.386183747632
18.5,1385,2452.116097859418
19.0,1438,3807.72485283301
19.5,1486,2846.608700409524
20.0,1565,3406.1470739164897
20.5,1556,2288.148957470593
21.0,1699,3930.5240506382574
21.5,1831,4655.877745900886
22.0,1994,2549.252282616241
22.5,2090,2536.731479574644
23.0,2266,3773.743186722692
23.5,2364,2436.698694922823
24.0,2467,4077.391689991365
24.5,2492,3325.1013310956064
25.0,2523,3219.049648490834
25.5,2871,2784.73539914879
26.0,2818,2615.3294544251567
26.5,3049,2909.74989788316
27.0,3194,2084.994831257004
27.5,3419,2151.798983535508
28.0,3607,2641.233039715188
28.5,3565,3677.2224181784936
29.0,3300,2729.3166596552
29.5,3132,3215.79562108889
30.0,2925,2825.561515541056
30.5,2909,1882.924237122861
31.0,2899,2872.020718429297
31.5,2834,2462.190214286426
32.0,3003,3022.387144951707
32.5,3005,4476.971529133431
33.0,3292,3592.3827048652424
33.5,3442,2713.9248224746843
34.0,3740,2872.4332566586386
34.5,3390,2488.414785006334
35.0,3133,3371.617836007829
35.5,3204,2800.6472313184177
36.0,3135,2807.9480314710827
36.5,3476,2304.1123607217496
37.0,3560,3909.2488353263902
37.5,3576,3105.927637518686
38.0,3266,2967.510069381569
38.5,3377,2646.3355184749234
39.0,3138,2643.099123196049
39.5,3288,3362.3609464098045
40.0,3132,3297.5621407350063
40.5,2943,2149.423083807516
41.0,3179,2164.325760618391
41.5,2978,2948.2203719923737
42.0,2824,3750.306645543474
42.5,3150,3077.1533477370367
43.0,3287,2451.06619724121
43.5,3377,2872.53875439798
44.0,3251,2633.4670827148366
44.5,3141,3167.181805825777
45.0,3111,2299.109548640656
45.5,3167,2785.721714968811
46.0,3157,2882.820116010075
46.5,3189,3213.536157076725
47.0,3090,1739.2534534148228
47.5,3221,1757.9251034497213
48.0,3281,2215.8637230914405
48.5,3333,1609.748439257823
49.0,3987,1473.1935701053849
49.5,4247,2145.481139569945
50.0,4407,2520.057593526061
50.5,4914,3589.580602219926
51.0,4844,1579.4283477603606
51.5,4066,3083.7482139887275
52.0,3867,2226.443809093241
52.5,4395,3021.1306553335207
53.0,4685,2331.321214850979
53.5,4628,2937.405520690205
54.0,4538,2330.584242469102
54.5,4530,3419.420565643937
55.0,4652,1419.889622871245
55.5,4339,1817.5392724764893
56.0,4496,2083.902115325685
56.5,4573,2994.5547620951597
57.0,4425,2169.2968404822004
57.5,4622,2604.167624655811
58.0,4808,2214.382275322284
58.5,5119,2851.3729147898907
59.0,5187,1739.3130506230084
59.5,5070,3196.768620356143
60.0,4794,3011.4634206202027
60.5,4644,3818.531278061479
61.0,4693,2822.6890061354334
61.5,5142,2297.5442089780904
62.0,5723,1803.0969272318137
62.5,6008,2779.3746840722497
63.0,6117,1785.1839134455522
63.5,5952,2603.843495245263
64.0,6068,2624.2035511480003
64.5,5885,2863.0844758248686
65.0,5366,2087.429752620009
65.5,4961,2275.624296136349
66.0,4760,1774.9031444983164
