Second,Count,Spectral Centroid
0.0,387,12135.988791007603
0.5,714,861.2288183658521
1.0,690,763.9882416460574
1.5,736,876.9611367579381
2.0,738,1013.019700802886
2.5,702,738.5253593721765
3.0,716,864.8414871315724
3.5,832,946.0197256389472
4.0,842,1077.69056213836
4.5,888,859.0480778975935
5.0,1133,998.3868419208468
5.5,1363,885.917441530361
6.0,1872,1094.5897410645296
6.5,2321,789.0037004649929
7.0,2289,1549.6017774894474
7.5,1958,2821.528848505004
8.0,1751,2443.382987316351
8.5,1635,3119.5175665995894
9.0,1676,2304.7226170401605
9.5,1592,4124.031732806336
10.0,1609,2177.1411289229723
10.5,1551,2771.597250476219
11.0,1566,2437.0077316123684
11.5,1526,3341.829364781393
12.0,1613,2654.9585433595234
12.5,1778,2745.048291167392
13.0,1887,2828.221512345988
13.5,2015,3277.249293946908
14.0,2293,2805.39153272757
14.5,2597,2950.46927408602
15.0,2909,2463.681227923733
15.5,3119,3556.491058623988
16.0,3334,1953.1345105698629
16.5,3696,2747.517062437444
17.0,3937,3186.891106696561
17.5,4229,4231.302318412247
18.0,4498,2610.4592514549145
18.5,4814,4274.308635864448
19.0,4948,3043.027543708218
19.5,5102,4299.361681420461
20.0,5339,2261.1738667695563
20.5,5475,2717.9226071344024
21.0,5582,2388.585876988941
21.5,5655,3433.628815084035
22.0,5653,2692.9065733556945
22.5,5594,2498.379366883494
23.0,5524,2722.3063594213004
23.5,5419,3773.349745081319
24.0,5383,2887.9320578005672
24.5,5109,2570.9157692709214
25.0,5232,2626.0900555377484
25.5,5174,3627.25455680826
26.0,5261,3299.4615036412893
26.5,5185,3216.1230469997167
27.0,5193,2658.089512583429
27.5,5059,3276.824424493853
28.0,5056,3158.8565623681807
28.5,4935,3228.1768793103474
29.0,4813,2675.362345137976
29.5,4756,3145.156124460423
30.0,4748,3077.3745642885456
30.5,4588,2793.674588373315
31.0,4626,2662.303755761008
31.5,4762,3153.9209195676194
32.0,4879,3590.790664380577
32.5,4726,3090.911354651749
33.0,4759,2805.0007208433813
33.5,4647,3248.859037039111
34.0,4758,3108.390557852553
34.5,4695,3331.004051853181
35.0,4552,2890.419561887337
35.5,4574,3257.0563614323955
36.0,4633,3010.632081532384
36.5,4494,2316.237908973469
37.0,4762,2765.026330691675
37.5,4551,3412.070305833298
38.0,4248,3727.825863506786
38.5,4375,2570.025888579972
39.0,4168,2934.0235243194816
39.5,4143,5005.603980327956
40.0,4046,3270.630803174432
40.5,3968,3525.404654803856
41.0,3708,3308.8363413280213
41.5,3687,4134.156528283675
42.0,3647,4180.61783750281
42.5,3755,2852.155874368608
43.0,3619,3419.487304111875
43.5,3587,3986.525942282199
44.0,3657,3983.472826809972
44.5,3557,2375.1075933328866
45.0,3716,2984.2792663903083
45.5,3662,3705.738440396708
46.0,3675,3349.3970077062536
46.5,3667,2555.223788876217
47.0,3756,3332.6796953493736
47.5,3949,4497.929633512684
48.0,3891,4293.752341273808
48.5,3900,3667.436618169655
49.0,3904,3223.83064361496
49.5,4132,4410.434927734063
50.0,4045,3810.9184824653394
50.5,4069,2762.467281849076
51.0,4049,3492.887999364361
51.5,4201,3861.559414420558
52.0,4297,3510.522784939259
52.5,4133,2853.889859602817
53.0,4179,4278.31753159336
53.5,4250,3731.1392807264792
54.0,4021,4311.0187852533845
54.5,4059,2578.1918908763823
55.0,4078,2999.967110275644
55.5,4020,4120.764319148544
56.0,4010,3752.928181794547
56.5,3927,3358.8889806785724
57.0,4041,3539.368292549316
57.5,3710,4054.163989458712
58.0,3690,3660.164185348876
58.5,3579,2418.1533478648694
59.0,3645,3153.634653319408
59.5,3492,4197.2414336849215
60.0,3546,3935.2417596458704
60.5,3341,2774.261906910929
61.0,3363,4374.815840296886
61.5,3371,4435.37785091937
62.0,3271,3943.5435708781865
62.5,3348,2463.018098178929
63.0,3217,3485.2582667013003
63.5,3148,5262.314643702775
64.0,3060,4587.426990404222
64.5,3023,3413.868142159596
65.0,3014,3670.116000031917
65.5,2981,4332.480662438517
66.0,3052,4314.566640150749
66.5,3046,2808.2539322491893
67.0,3020,3769.097922954255
67.5,3012,4142.068097541853
68.0,2986,4181.596290509697
68.5,3032,2381.207235164038
69.0,3049,3164.8057901813686
69.5,2997,3827.746893916295
70.0,2884,3606.372081763865
70.5,2895,2457.3712772744293
71.0,2862,3292.7438839282327
71.5,2886,4043.635879244158
72.0,2852,2919.6302799456084
72.5,2867,1931.145714855004
73.0,2682,2809.4384823284013
73.5,2723,4631.33266886027
74.0,2735,3224.089128976581
74.5,2661,1908.5513515122364
75.0,2672,2836.1154743061243
