Second,Count,Spectral Centroid
0.0,642,5922.445036064113
0.5,1324,1183.9338901982812
1.0,1406,1172.5837754239324
1.5,1301,1340.004799935189
2.0,1278,1387.9099314125206
2.5,1246,1190.988126760555
3.0,1192,1098.1235624464025
3.5,1406,1211.8526340440012
4.0,1392,1120.8416044780604
4.5,1305,1023.1148478674712
5.0,1342,1125.946227763228
5.5,1427,1006.3461016594506
6.0,1476,996.8040552080374
6.5,1483,1032.3111351422958
7.0,1648,1027.320764668839
7.5,1669,917.8585175139716
8.0,2046,1126.2122534158689
8.5,3695,1245.464803316562
9.0,4026,1018.1265231286797
9.5,4226,1132.3064424802335
10.0,3857,1113.4803981663622
10.5,3318,1585.3717009546533
11.0,3098,4645.655459333135
11.5,2948,2030.3498068030124
12.0,2361,1517.1246066236197
12.5,1777,1791.5101184043394
13.0,1561,1438.1332224435112
13.5,1831,1847.9011328133747
14.0,1674,1346.047028968215
14.5,2082,1201.6775295176046
15.0,2280,2191.155227642594
15.5,2322,2549.456400943864
16.0,1494,2724.024322690785
16.5,1603,1714.682127149066
17.0,1697,1202.643138818643
17.5,1726,2788.619997722879
18.0,2338,2576.014465844302
18.5,2903,1822.8619669632656
19.0,3141,1785.7353766919828
19.5,3630,1640.9940107247876
20.0,3524,1443.3004413706678
20.5,3195,2146.4179077282497
21.0,2921,3282.959513446409
21.5,3863,1528.0290079143888
22.0,4796,1364.997888531027
22.5,4678,1514.9235869880538
23.0,3913,2143.62122766819
23.5,3849,3325.502445364717
24.0,3759,1919.9349434997584
24.5,3728,2695.419805734229
25.0,4928,2061.471982233153
25.5,4760,2973.8984269495213
26.0,4370,2483.0417194386164
26.5,4167,1488.7125154204557
27.0,4819,1965.2620656264132
27.5,4453,2039.4605418317071
28.0,4970,1626.4402215766336
28.5,4704,2067.3006562262485
29.0,4760,1820.726571430161
29.5,4856,1571.871806214556
30.0,5004,2444.0876875466183
30.5,5010,2338.609421155995
31.0,5485,2174.984106255406
31.5,6118,2304.604005087571
32.0,5926,2019.050350888425
32.5,5269,2389.9749386385365
33.0,5354,3951.456658982023
33.5,5239,1899.8089601297056
34.0,4959,1699.2149233427474
34.5,4827,1878.1226009734785
35.0,5451,2602.48244830133
35.5,4924,2760.600079666298
36.0,3857,4180.884325452599
36.5,3240,2206.383057122122
37.0,3175,1918.553353307092
37.5,3185,2076.9219487867103
38.0,3120,1567.845000900347
38.5,3067,1762.538506565404
39.0,3030,2385.657699043992
39.5,3081,2421.9756655266187
40.0,2996,2752.1377506396216
40.5,2843,2280.445637942268
41.0,2846,1908.7655803120747
41.5,2803,2255.243435046081
42.0,2719,1980.6605305816013
42.5,2613,2867.6242094426702
43.0,2613,2584.1164508561533
43.5,2571,2349.183255317032
44.0,2470,2161.762949441702
44.5,2433,2322.4109671873184
45.0,2444,2013.903541857396
45.5,2562,2890.3067942833377
46.0,2448,2964.9326648065576
46.5,2406,1999.725335699893
47.0,2442,2227.7628089060936
47.5,2396,2516.067637992594
48.0,2471,1885.141288391785
48.5,2451,2018.7506321824148
49.0,2428,2681.20809680358
49.5,2354,2016.42461991223
50.0,2345,2302.8474131735643
50.5,2339,2537.077378765782
51.0,2315,2231.213360979314
51.5,2436,2724.814568053275
52.0,2394,2651.16223161129
52.5,2252,1931.3399773034785
53.0,2203,2020.4987439736087
53.5,2093,2736.6691571642964
54.0,2168,2604.458266670723
54.5,2134,2705.8336693016904
55.0,2074,2741.088610495201
55.5,2145,2706.081749792903
56.0,2082,2403.9796185562086
56.5,2044,2529.0157801668324
57.0,2040,2545.2086419467805
57.5,2152,2387.5664476164684
58.0,2354,2708.291791472293
58.5,2421,2656.904757835686
59.0,2513,2126.481031450756
59.5,2840,2522.20520944295
60.0,4143,2658.8104805847865
60.5,4002,2065.991789779482
61.0,3519,3475.522593461121
61.5,3120,2231.296133493263
62.0,2833,2233.1166768315684
62.5,2829,3202.611142883263
63.0,2947,2469.8660644684524
63.5,2711,2126.7792327689685
64.0,2648,2901.892546937754
64.5,2651,2655.7119501847524
65.0,2691,1828.6084363170248
65.5,2718,2716.086456413236
66.0,2671,2692.328977109541
66.5,2679,2095.012346235788
67.0,2670,2707.72424848345
67.5,2655,3008.1007469691976
68.0,2427,1993.057047942987
68.5,2188,2615.596167608331
69.0,2185,2468.969865226231
69.5,1996,2147.3140451473937
70.0,1975,3029.112232861554
70.5,2019,2936.734719898021
71.0,2005,2312.007210153954
71.5,1891,2790.7300094991624
72.0,2057,2253.640498853408
72.5,1938,2256.344364004831
73.0,1825,2926.296864134604
73.5,1882,2475.4915953852947
74.0,1885,3259.5024997020305
74.5,1726,2691.107293627488
75.0,1413,1673.0219899780868
75.5,1958,1628.3185901256509
76.0,2302,1537.0786397200593
76.5,1542,1750.780607022097
77.0,1045,1517.5971647512006
77.5,1193,1136.6554402910278
78.0,1364,2127.390847114941
78.5,2305,2646.93356984345
79.0,4332,2524.847190133833
79.5,4656,1887.3059027622417
80.0,4957,1025.0813451876334
80.5,5034,2719.105561775578
81.0,4091,2696.056866949564
81.5,4233,1787.502772510583
82.0,3893,1830.800881503635
82.5,3439,1588.8850810698807
83.0,3362,1573.8034315969885
83.5,4141,1807.9741188517512
84.0,4347,3581.691212020514
84.5,3448,1577.6463197410171
85.0,3008,1264.916185309496
85.5,3228,2484.5832989920145
86.0,4146,2791.678728667028
86.5,4279,3602.1986725979787
87.0,4223,1693.6818858045688
87.5,3927,2626.434403209612
88.0,2707,2044.5343294453464
88.5,2367,2741.226953298676
89.0,2039,2824.0937703784084
89.5,2051,1828.0901613228789
90.0,2120,1817.0516574424696
90.5,2160,2071.302504312441
91.0,2106,1690.7009201420203
91.5,3076,2239.969026814658
92.0,3589,2217.611545048812
92.5,2981,2055.814689954364
93.0,2366,2456.108140959557
93.5,2372,2094.8906822508347
94.0,2214,2255.836711753744
94.5,1575,2263.7991544534275
95.0,1804,2049.797376895668
95.5,2374,2102.2371446554303
96.0,2421,3969.600662155314
96.5,2338,1989.730430974948
97.0,2325,1694.0678714365215
97.5,2298,2132.057731574137
98.0,1951,2840.921448583845
98.5,1995,2264.902683308878
99.0,3327,4192.90034550235
99.5,3280,2328.447877777097
100.0,2997,1743.8525347306804
100.5,2701,2327.6941088767207
101.0,2388,1575.9638445204496
101.5,2184,3506.139055057041
102.0,1925,3533.215343032305
102.5,1754,2658.965355684746
103.0,1654,3027.151029852961
103.5,1518,2536.453477487292
104.0,1584,2256.143746804065
104.5,1473,2877.0779527577865
105.0,1449,2804.574229767071
105.5,1483,2492.8965635607583
106.0,1424,2950.8949816580443
106.5,1379,2580.35160913215
107.0,1334,2223.5783220183093
107.5,1312,2565.0676097554124
108.0,1399,2517.36270743435
108.5,1581,2287.630491226142
109.0,1646,2749.7093701806
109.5,1686,2481.151947770434
110.0,1599,2357.502325199846
110.5,1761,2708.663734626561
111.0,2173,2539.308468272925
111.5,2614,2274.8806830169533
112.0,2734,2673.3415412553563
112.5,2778,2615.579149671072
113.0,2874,2249.0231491700456
113.5,2782,2707.954031763981
114.0,2758,1765.0709965916385
114.5,2862,1058.7654594738813
115.0,3134,1405.4520502118792
115.5,3097,3547.671261317519
116.0,3099,1933.512661580864
116.5,2969,1756.9097824782648
117.0,3098,1513.6109190430852
117.5,2945,1829.967316360136
118.0,2776,1640.8052523930494
118.5,2753,1485.768123372898
119.0,2841,2818.11819303276
119.5,2785,1485.9615459507054
120.0,2978,2436.961178978011
120.5,3022,2137.403653886905
121.0,3189,2227.112650705692
121.5,3268,2201.4024615927583
122.0,3579,2197.770103053609
122.5,3560,1087.6246700645745
123.0,3904,1284.8952001862908
123.5,3930,1297.404052358613
124.0,4016,1331.2980285879507
124.5,3894,1208.9075215970552
125.0,3843,1389.838743582037
125.5,4000,2166.6928485704902
126.0,4079,3638.8137009505954
126.5,4382,1644.603627205037
127.0,4309,2342.1785888470185
127.5,4544,2075.395718661504
128.0,4331,1724.1033164538578
128.5,4288,2055.649445743699
129.0,4350,2367.270666886292
129.5,4316,2103.100516015837
130.0,4261,2738.576441484382
130.5,4074,2547.822652100337
131.0,4198,1962.8660870895756
131.5,3925,2399.621059927484
132.0,3936,3013.1161173777878
132.5,3880,2140.102087336913
133.0,3752,2499.7236244937185
133.5,3464,2557.537861304549
134.0,3587,2285.2984610153885
134.5,3339,2181.3213862511707
135.0,2732,2609.7875303151504
135.5,2301,2278.874791919983
136.0,2104,3049.528082707416
136.5,1611,2148.6837881384386
137.0,1526,2001.2021768533195
137.5,1411,2343.9375360344857
138.0,1548,2412.777178488679
138.5,1575,2280.9128750221357
139.0,1646,2442.569978615462
139.5,1583,2667.5716063929835
140.0,1516,2231.93733332592
140.5,1527,2286.645191256248
141.0,1578,2422.1988114521296
141.5,1413,2512.406856726364
142.0,1437,2551.963060792724
142.5,1436,2807.8737272907515
143.0,1380,2552.0276000716926
143.5,1265,2258.1077188625195
144.0,1100,2503.2551139435127
144.5,1063,2366.4307534072427
145.0,933,2567.690414089463
145.5,859,3075.8226272420284
146.0,763,2193.047676075464
146.5,657,2809.242396945595
147.0,729,2307.038706092345
147.5,749,2356.984846723381
148.0,708,2664.4916053090747
148.5,736,2650.826120033939
149.0,725,3283.583820950025
149.5,696,2431.08381376385
150.0,695,2322.085093951023
150.5,742,2318.3780487357835
151.0,712,1650.1345739156773
151.5,750,1978.5255796302104
152.0,772,1080.9289007003526
152.5,737,1800.934894326499
153.0,768,1496.8557074909895
153.5,713,1675.803108568089
154.0,761,1122.1601703444142
154.5,749,548.748976992134
155.0,797,732.911556085675
155.5,780,1009.7326898992352
156.0,804,502.447765233242
156.5,814,1074.4691608858236
157.0,755,1862.9593548205776
157.5,767,1903.8998996729097
158.0,810,1808.2425920403932
158.5,743,1767.6971746706454
159.0,783,1975.17904964672
159.5,778,1419.415726297007
160.0,752,1062.6668251065892
160.5,795,527.2141915977419
161.0,744,409.02486998520976
161.5,780,1225.0838247694671
162.0,708,1637.4866629514022
162.5,718,1515.0327037178008
163.0,751,1879.1793408476808
163.5,731,1358.3325235844848
164.0,676,981.7629405880224
164.5,646,1399.820291394606
165.0,687,1506.217915396316
165.5,640,1407.1763623110062
166.0,670,1323.135656844677
166.5,721,2179.330486850628
167.0,733,1457.9335040287904
167.5,796,1809.79370042833
168.0,807,1138.2412005803303
168.5,941,1428.2819636531683
169.0,1045,1205.1572644948203
169.5,1099,1632.4993141007624
170.0,1350,1572.4195029020295
170.5,1601,1650.3675146469277
171.0,2170,1312.3531409630514
171.5,2545,1800.832214280528
172.0,2512,1291.589100571363
172.5,2788,941.5128383148902
173.0,2709,1866.622599187568
173.5,2621,3360.532768919058
174.0,3474,1759.575954092393
174.5,3018,1718.5156027985918
175.0,3126,2283.299819819886
175.5,3578,2112.2163724633783
176.0,4550,2790.059220598439
176.5,4039,2859.002482615847
177.0,3828,3464.6447900627018
177.5,3134,3028.7718365006685
178.0,2047,2429.204138222979
178.5,1693,2750.152388633888
179.0,1488,1439.3328632590233
179.5,1790,3098.9866842481483
180.0,2000,3145.730064161751
180.5,1324,2194.4231349516995
181.0,1290,2070.3946440489435
181.5,1384,1637.9010966420824
182.0,1204,1974.3282229233264
182.5,1090,2042.7939925853257
183.0,1268,4116.59052858251
183.5,1598,1736.699506769835
184.0,1473,1708.915235745092
184.5,1382,1872.748945820897
185.0,1340,1277.4268325990222
185.5,1318,3264.5333466555667
186.0,1353,2863.3832474052915
186.5,1810,2943.4123919101394
187.0,2050,2507.1716248788944
187.5,2544,2970.587221581346
188.0,3206,3622.69521240846
188.5,3376,2206.1491771757355
189.0,2819,2644.88169352019
189.5,2993,2075.8782056619107
190.0,2324,2069.539300003042
190.5,1573,2296.3784367268613
191.0,973,2195.425657872463
191.5,1300,2012.7362770446096
192.0,1930,2684.2897800790524
192.5,1636,2273.3133635937897
193.0,1238,2907.636495717977
193.5,1143,2564.560851801982
194.0,1198,2402.516255630296
194.5,1060,2633.9754057627183
195.0,1013,4882.052582002207
195.5,1019,2208.4017945055257
196.0,965,1858.0987903383248
196.5,1011,2469.740859068332
197.0,995,2384.7244825646817
197.5,1002,2761.632706302888
198.0,987,4655.765869238638
198.5,950,1663.7707432921582
199.0,962,2060.925907836596
199.5,939,2375.3450150011267
200.0,972,2503.4486711541053
200.5,938,2806.8767923202463
201.0,899,3019.011131266624
201.5,977,2759.653046493201
202.0,922,2681.2920140959027
202.5,883,2516.217783930512
203.0,856,2801.176908845277
203.5,895,2613.085923817741
204.0,886,2673.8812580841786
204.5,879,2546.1910688397084
205.0,947,2609.743713695737
205.5,944,2637.04781544506
206.0,932,2656.220787104805
206.5,1011,2363.756298284479
207.0,1003,2414.4252751574527
