Second,Count,Spectral Centroid
0.0,191,13478.40276198689
0.5,337,379.5292774588448
1.0,337,443.93343661139824
1.5,335,488.5666477996783
2.0,406,651.3036254075892
2.5,420,768.2719501826227
3.0,410,780.0269167117614
3.5,413,1071.689755530366
4.0,438,1329.6264624947382
4.5,485,1566.368618051863
5.0,511,1148.6462927682412
5.5,529,1357.782804501075
6.0,705,1504.2356729102366
6.5,851,1890.2271732250692
7.0,909,2252.970703958054
7.5,872,2428.21960058896
8.0,916,2674.445820246587
8.5,855,3153.5004948838987
9.0,807,2650.032642531208
9.5,739,2354.9872640021395
10.0,761,2635.0801052299216
10.5,769,2332.338537593704
11.0,799,2612.861216330419
11.5,1001,2819.97978182925
12.0,972,1519.878514092378
12.5,1043,1741.4423706708103
13.0,1184,3052.662868901236
13.5,1270,1719.8018871473532
14.0,1477,2513.271709170535
14.5,1739,2839.371597452068
15.0,2035,2468.9260343089104
15.5,2298,2081.1552741021183
16.0,2703,3703.911839543814
16.5,2970,2387.7642175773058
17.0,3441,1401.047466850488
17.5,3918,1830.1877090154887
18.0,4091,2993.0422532903567
18.5,4415,1232.136206518897
19.0,4701,2161.1761297198696
19.5,4891,2507.0267181494546
20.0,5108,3362.181842346268
20.5,5120,1719.5699403931578
21.0,4830,2268.600526933266
21.5,4745,1385.94296365662
22.0,4521,2725.4249477030053
22.5,4699,1071.9398010855314
23.0,4669,735.9641599002272
23.5,4864,1123.723128595209
24.0,5037,2325.168481496725
24.5,4815,1671.1819555889613
25.0,5074,1214.2301673935465
25.5,4995,2794.172319043317
26.0,4561,3194.4581065082107
26.5,4752,3158.668449258041
27.0,4874,2454.5454715464743
27.5,4537,2379.0655028826195
28.0,4651,1538.8786929353046
28.5,4481,1515.0047596643017
29.0,4150,1998.8078099281884
29.5,4011,2488.910547874945
30.0,4043,1959.0310808149773
30.5,3843,2815.6070874306483
31.0,3980,2164.207858796781
31.5,4236,1940.2025906904848
32.0,4276,2604.615487236555
32.5,3806,1510.3213625989893
33.0,3296,1668.6393810401426
33.5,3810,1618.9251150018035
34.0,4004,1309.724569315099
34.5,4046,1539.1749960011443
35.0,4235,2763.6825470555154
35.5,4398,2786.2923446662494
36.0,4479,2794.34457383112
36.5,4111,2006.662493694959
37.0,4252,1261.3773154569517
37.5,4435,2210.505421770891
38.0,4539,2772.4188302592274
38.5,4535,2616.103932552396
39.0,4418,2918.5890702242555
39.5,4420,2803.836589297352
40.0,4319,2258.205398419785
40.5,4259,2322.097371205047
41.0,3645,1967.3833674139692
41.5,3646,2033.269062051591
42.0,3395,2759.309422325979
42.5,3293,2354.3199896129577
43.0,3640,2831.583754540281
43.5,3710,3076.626980000314
44.0,3768,3331.343524428973
44.5,3563,3421.332932483934
45.0,3944,2755.3243883817213
45.5,3160,3086.112756941249
46.0,2926,3261.878067755714
46.5,2897,3309.6510748695537
47.0,3603,2996.745990243865
47.5,3300,3418.223878990857
48.0,3088,1970.862141114533
48.5,3075,3096.236995034364
49.0,2225,3442.10193254472
49.5,2793,3143.561967385908
50.0,3238,2901.434445293557
50.5,3776,1810.551947724312
51.0,3381,3410.032885934805
51.5,3707,2488.411819455852
52.0,3849,3665.227410314831
52.5,3814,2063.676549296945
53.0,3848,4246.903228434309
53.5,5226,3839.896491255287
54.0,4569,3138.797024106781
54.5,5263,2872.2577953178466
55.0,6390,3007.9384976585666
55.5,6133,3392.179664747817
56.0,4729,2760.8179031520663
56.5,4270,3424.9458489234908
57.0,4274,1975.9947100934196
57.5,4882,2891.9056123562978
58.0,5299,3443.178194529489
58.5,5428,3782.29959930816
59.0,5117,2214.0996896810625
59.5,6128,2103.7660881039988
60.0,6288,2899.249934775667
60.5,5881,2538.9660505573884
61.0,5947,3417.1830470170758
61.5,6199,2489.3998412700084
62.0,5993,4281.097483022395
62.5,5791,4122.5800177232
63.0,5679,3640.8436306266553
63.5,5521,5438.708848630626
64.0,5097,3643.422144314497
64.5,4981,3086.8746887576995
65.0,5007,3371.4879593659243
65.5,4991,3411.450607228252
66.0,5051,2457.6627579098595
66.5,4899,4215.3639825083255
67.0,4690,3366.210528031564
67.5,4732,4186.622591617407
68.0,4650,3322.58526088317
68.5,4262,3223.4622819961573
69.0,4257,2598.1980830522416
69.5,4319,4758.977250319564
70.0,4366,3235.550933489957
70.5,4414,3211.471120376535
71.0,4164,4385.083648788721
71.5,4139,4563.473215513296
72.0,4031,4338.816372315722
72.5,4019,4000.548348675435
73.0,4088,5109.061636143906
73.5,3979,2389.133293979379
74.0,3730,3236.2706046570606
74.5,3665,2921.296322047784
75.0,3695,2220.3713060358177
75.5,3718,4598.654544883912
76.0,3843,2314.2598849010715
76.5,3627,3248.3769024199964
77.0,3390,2013.4980188429124
77.5,3436,3091.780767670892
78.0,3527,2224.167345820507
78.5,3613,3318.6035963332138
79.0,3505,3413.256138279173
79.5,3363,3824.737056525078
80.0,3336,4124.57606021753
80.5,3200,2907.968656433693
81.0,3146,3339.461090117783
81.5,3107,2386.314290703675
82.0,2947,3002.8761032243183
82.5,2845,3124.8141268678787
83.0,2750,3865.972961883833
83.5,2676,2874.0736319539647
84.0,2676,3230.68333097298
84.5,2542,3574.6562706305103
85.0,2446,2687.6864830310983
85.5,2481,3270.554368114556
86.0,2356,2039.2901760836328
86.5,2061,2623.629923407645
87.0,1767,2408.392775679877
87.5,2117,2774.1419013445307
88.0,2288,2500.494127812781
88.5,2514,3779.120207535874
89.0,2552,3660.5994214862735
89.5,2561,3117.70739935799
90.0,2443,2212.871419793534
90.5,2367,1912.1472125072648
91.0,2405,2986.9669354763555
91.5,2397,2921.49542331476
92.0,2471,2970.7422951595904
92.5,2332,3144.724853265117
93.0,2350,3283.737615285262
93.5,2295,2823.73809524752
94.0,2328,2909.001980946557
94.5,2204,2826.4329935972687
95.0,2241,2970.39433564126
95.5,2168,3460.0126565303344
96.0,2000,3217.5901158960464
96.5,1603,3225.384060219736
97.0,1338,3090.833974179499
97.5,1407,3562.779904381104
98.0,1809,3800.548471461053
98.5,2248,4662.186628506942
99.0,2181,4102.203678740247
99.5,2156,3756.5700671497793
100.0,3206,3884.497255209968
100.5,4046,3596.806933104424
101.0,4059,4522.616667480877
101.5,4192,3326.55683046942
102.0,3784,3844.947730187597
102.5,3309,4048.205317162805
103.0,2212,4518.342048345553
103.5,2355,3640.805341011757
104.0,2160,3216.875075499829
104.5,2299,3556.1938770014126
105.0,2488,3460.964985660529
105.5,3482,4372.109011761835
106.0,4928,3640.168229094931
106.5,4181,4675.172234091293
107.0,3535,4808.603377950185
107.5,3586,4848.734886255598
108.0,3076,3850.5951271817657
108.5,2477,4215.348637850651
109.0,2608,3486.2686870271145
109.5,2655,3188.123681240479
110.0,2806,3702.0128367895086
110.5,2853,3043.9815659843675
111.0,3397,4278.195122005279
111.5,3677,4054.5527302296696
112.0,3927,3950.782297737476
112.5,3414,2896.081344364909
113.0,3014,3558.4662285208474
113.5,2431,3222.9084130842
114.0,1902,3754.0172035924375
114.5,2060,4007.010997426548
115.0,2472,3572.588476113838
115.5,2346,4677.468228741881
116.0,1979,4430.7646763781295
116.5,1710,4373.908787363308
117.0,1857,3873.561842912398
117.5,1689,4085.599629054128
118.0,1995,3286.575602244408
118.5,2093,3579.019036852663
119.0,2283,3504.154319940577
119.5,2078,2966.374466416009
120.0,2050,4180.072412591913
120.5,1962,3476.862019786887
121.0,1886,4024.234599403368
121.5,1764,2881.843311789152
122.0,1892,3486.754558097772
122.5,1678,3032.659452788463
123.0,1734,4148.9899733108905
123.5,1570,3329.0490232356938
124.0,1721,3522.9218743099414
124.5,1599,4474.548210013813
125.0,1747,4207.939348539872
