Second,Count,-414.8752,36.817734,0.4338129,8.539275,7.856549,5.56745,-6.0253487,1.3626887,-2.3368397,-3.5420916,-1.1303706,-4.6433234,-1.8964134
0.0,295,-325.50244,64.89286,-2.43033,4.9311824,-2.7255394,0.98856026,-11.723054,-0.4925569,0.46774453,-1.0476578,-3.8243563,-5.9141254,-6.625725
0.5,605,-414.20898,40.91067,-22.768047,-16.751162,-7.6070647,-8.151173,-6.0656652,-4.9644604,-3.7868192,-3.7098982,-3.6215818,-0.519,1.5155097
1.0,590,-401.5223,17.50025,-10.217618,-5.256463,-6.765577,-1.4617184,-4.3782067,-1.4463482,-3.4886782,-0.73343825,-3.4581983,-0.9145844,-1.1995635
1.5,589,-306.44507,91.69008,-14.833313,2.7618206,3.9160128,13.707416,-3.4670255,-2.0231411,-4.431232,-7.714018,-8.269247,-2.3972332,-3.524161
2.0,611,-282.15463,118.58202,20.428644,22.32274,9.571914,26.327631,5.694727,3.3871431,8.660712,-6.1622705,-6.877104,-6.4391956,-14.780591
2.5,623,-297.71878,92.173004,-18.93323,0.07638705,0.6915069,5.59401,-4.413219,-2.660053,-6.260216,-8.19937,-7.737412,-5.1219287,-5.608959
3.0,577,-221.05138,74.662964,-25.593878,77.78637,0.6903648,21.655603,8.815868,-1.208207,0.9135957,-7.602802,-10.102245,-12.245861,-8.165693
3.5,566,-248.9555,107.02002,-20.658636,0.48121917,-2.4098427,4.059608,-6.801488,-1.182178,-5.0279064,-1.92512,-4.6572905,-4.6211414,-3.4179442
4.0,655,-367.99686,74.98986,14.958644,20.338158,15.474635,8.756657,-10.974491,3.0988326,2.0386634,-3.0775268,-1.0046046,-9.280991,-7.167225
4.5,677,-301.48325,69.45672,-38.709347,-21.400446,-16.994429,-10.385493,-12.84152,-7.539391,-8.838754,-5.327248,-6.400301,-1.7142032,-1.0059388
5.0,680,-484.3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,727,-257.9911,93.1572,-24.96391,-6.769884,-8.630095,4.3419337,-7.896197,-4.667049,-5.8966737,-4.9371223,-8.925061,-3.4872909,-5.1452713
6.0,799,-335.82138,99.3049,23.225986,21.392092,12.814341,24.619453,4.741045,5.068581,9.399738,-3.9371562,-6.150944,-5.007698,-11.998195
6.5,1024,-226.15091,113.542404,-26.623676,-0.35765505,-2.1596205,10.992297,-5.5074387,-4.715845,-7.6716523,-10.479451,-8.067828,-4.9729586,-7.9337435
7.0,1086,-310.7328,77.95504,0.027798675,46.012955,9.584029,16.519531,5.7936664,0.32625094,2.8140569,-4.871302,-6.215097,-7.960007,-8.434686
7.5,1168,-187.75917,86.65427,-50.496254,28.381643,-11.374188,9.064297,-1.1621494,-6.309775,-9.056789,-6.9536247,-8.052598,-4.672533,-1.0307881
8.0,1295,-289.10107,122.52749,8.162649,15.938794,14.793532,11.758511,-10.683243,4.8284698,-2.2151294,-6.854296,-4.090761,-12.953345,-7.2091017
8.5,1451,-250.00087,101.17118,-44.36171,-12.542303,-4.616297,-3.8486886,-6.79718,-7.7409015,-10.659046,-6.545301,-11.24881,-7.7400312,-7.19492
9.0,1328,-369.33093,81.30277,-18.063683,-13.262044,7.0492816,2.6876783,0.81089926,-4.7323995,-10.018679,-11.6668825,-15.438556,-13.127107,-8.453469
9.5,1305,-279.89343,86.57381,-32.228897,-9.930115,-6.869885,-3.11417,-5.811143,-6.5565343,-11.115073,-7.7379293,-11.672847,-10.182799,-8.750994
10.0,1254,-275.3336,118.47593,-8.973718,7.138573,14.099647,24.640574,2.6216974,3.091666,2.512362,-5.353314,-10.808061,-7.8512545,-10.423848
10.5,1313,-229.67465,120.885185,-15.656639,6.033918,-2.4666576,11.25651,-2.5708003,-1.296135,2.8674958,-2.1603007,-3.9859242,-4.110718,-9.268127
11.0,1174,-293.8919,112.312195,-5.4667583,11.312102,13.649559,16.800768,1.7689117,1.0417886,-4.2877355,-9.452261,-11.417721,-11.672162,-12.545526
11.5,1388,-154.48216,86.27849,-55.22317,46.03907,-19.50024,16.839651,9.391097,-3.7736866,-1.8294086,-1.141687,-4.8205442,-6.82682,-5.6621785
12.0,1516,-277.9797,119.432365,-20.58751,0.9631206,13.664267,12.042612,-3.373401,2.284571,-5.6928716,-6.9412045,-5.4463654,-6.5549116,-1.8353584
12.5,1846,-274.67984,101.87476,-16.342308,-2.5152314,6.2286606,3.4654462,-10.855578,-0.11687633,-6.3920736,-8.369231,-6.419237,-7.4127607,-7.543323
13.0,2049,-314.25433,103.84522,-35.173157,-19.470064,-2.0502071,-5.6199255,-5.142572,-4.9612823,-8.000452,-10.263773,-10.883806,-9.460434,-10.855523
13.5,2303,-325.98163,78.35619,-32.802372,-14.752825,4.4568567,0.16614483,-2.5355048,-5.641371,-11.434719,-9.384251,-13.895661,-11.575125,-6.594744
14.0,2390,-261.3139,116.666115,-29.27854,-5.7719235,3.9777079,7.146965,-3.8902304,-2.5502622,-7.0966754,-8.447848,-8.25626,-7.0373273,-9.644336
14.5,2336,-187.04137,153.80116,-43.56487,-1.153742,-1.0864738,7.8044734,-4.7222548,-3.799265,3.318355,10.205715,5.3589444,-11.739704,-11.72187
15.0,2422,-156.17625,149.36134,-61.114723,-14.788667,-15.278394,-6.033142,-1.6618601,-1.5247943,-2.081779,3.6782682,0.08759041,-1.4416579,-8.714229
15.5,2486,-121.737305,144.27924,-69.399025,20.717783,-27.479631,4.297558,13.592898,16.160254,14.385373,2.138032,-4.4460416,-4.221981,-2.5662582
16.0,2513,-105.28204,118.622375,-38.98199,26.44703,-4.7088947,10.861043,13.046152,16.76732,5.733624,8.191236,2.9754884,5.860506,7.5152206
16.5,2512,-132.06958,42.379475,-42.36413,56.56519,-6.32276,21.694887,-4.684531,4.9308133,-8.310324,8.900836,-1.1554601,9.539863,-2.5207305
17.0,2753,-118.368286,92.22245,-53.623177,35.131054,-15.804316,9.894986,-5.5525913,0.18560459,-10.871043,5.761014,7.094792,12.387532,3.410878
17.5,2720,-188.98393,72.21705,-51.086937,42.546474,-13.878131,9.679633,7.71356,4.6281147,-3.8579705,14.829086,12.0331135,5.6262875,10.759121
18.0,2869,-111.83994,103.580795,-37.995422,31.507034,-20.203373,5.1673617,-2.1786208,14.993053,-7.114819,1.7112471,-3.1165104,3.9510992,3.5059612
18.5,2798,-185.89952,65.61038,-51.28171,42.323593,-14.742603,9.438044,2.4223413,14.982196,-8.20411,9.722555,9.314637,8.192687,16.260017
19.0,3051,-130.96016,108.0481,-50.185764,19.434196,-18.254604,5.346765,-3.3198032,7.4163547,-9.585581,2.3436751,2.0509489,9.684203,12.231175
19.5,3250,-209.50241,107.63261,-28.659878,24.596657,-5.704061,2.095681,1.3718354,9.366357,-6.157154,5.458756,7.2789435,4.6737413,9.063094
20.0,3320,-147.28261,101.41055,-36.304455,24.156574,-15.433398,4.5013857,-0.67248076,9.659291,-5.6162934,3.2639341,-1.2045834,3.5840201,2.7854567
20.5,3221,-172.10876,37.968334,-35.87241,52.987316,-20.73209,26.129349,7.7520494,8.28312,-12.769159,8.115609,1.9695864,5.0910454,1.5597297
21.0,3295,-154.25717,89.1301,-30.574892,36.438454,-20.55196,7.8869963,-1.690932,13.326046,-5.1123457,1.7070034,0.211979,3.9537246,7.382012
21.5,3050,-190.01723,112.3388,-32.106327,19.93664,-11.1465845,10.594286,8.684587,13.606312,-7.874272,-6.020153,-4.5760975,0.22411709,9.798608
22.0,3084,-152.83757,91.14293,-37.84351,27.141283,-13.475515,15.402637,4.5441356,8.179384,-12.704241,-2.2073667,-0.8622786,4.729336,4.2886868
22.5,2777,-201.0451,106.78043,-27.200071,21.135191,-6.167706,17.72626,6.872806,4.7344184,-9.67969,1.9205966,1.6153231,1.9941051,5.120222
23.0,2910,-154.80035,91.85235,-37.783005,32.50686,-9.11488,16.669548,7.5804396,6.4350953,-16.559046,0.02427465,-0.42026812,4.4259872,4.326102
23.5,3014,-164.63661,98.10379,-51.769325,28.45828,-8.983059,18.080547,4.0588164,4.4862695,-7.32258,3.6160533,4.9292173,-1.3969446,4.471251
24.0,3281,-177.1823,80.630806,-26.749542,44.461334,-12.102508,22.315943,8.23568,3.8181982,-3.7708514,4.9437585,-1.4459914,-4.1933055,3.4934444
24.5,3112,-129.30806,54.970997,-26.999231,48.282005,-27.40265,14.973773,-1.2328787,6.2414184,-11.40033,12.1984215,-3.3358338,7.3498764,0.42274004
25.0,3145,-164.49806,101.224815,-57.85762,20.562658,-15.383658,6.9470444,2.5619795,3.6387146,-13.567769,-0.15777002,12.936139,13.656501,13.626614
25.5,3147,-242.90709,94.20176,-4.041748,23.418856,-3.8215303,13.209412,7.590563,10.436566,0.79139286,7.5595994,1.5758901,7.375406,3.895758
26.0,3348,-175.03537,106.324425,-56.900917,15.86161,-24.303087,-0.41391245,3.1267517,8.985191,-10.889342,1.7630826,11.90709,7.0134525,10.578826
26.5,3385,-210.21123,85.187996,-14.033432,29.629686,-3.3702333,19.986385,9.486218,8.035091,-4.387224,5.602285,2.105881,7.1805825,1.7823907
27.0,4230,-160.46193,118.0253,-49.33058,18.054422,-10.414043,18.122858,-0.88908654,-7.1179695,-18.349,-6.4506297,4.734631,6.879201,9.909977
27.5,4404,-146.91588,70.81548,-29.368528,43.83658,-23.663605,23.812162,4.2253575,7.1552854,-11.535787,1.4724559,0.18275937,9.527439,2.6530116
28.0,4402,-233.36308,72.889656,-19.294111,42.85055,4.273751,27.784035,-2.8008873,-2.5351114,-4.043121,7.8100295,6.0489593,-2.0735612,1.2617238
28.5,4345,-129.84285,80.779816,-37.400387,28.21028,-13.69034,12.628966,-4.0407066,6.7721934,-6.7191916,8.525879,-0.714331,9.088317,2.0779452
29.0,4420,-184.33908,47.798534,-39.50187,49.829777,-29.197407,18.660149,11.823399,10.543856,-7.2120595,10.538523,7.981779,10.807189,14.077573
29.5,3833,-130.3678,99.53086,-38.52333,28.101114,-27.961245,7.448959,-0.60848033,12.846295,-7.6920257,-0.9082155,1.1028028,4.171177,8.5009
30.0,3760,-187.69823,78.47073,-34.097973,38.764797,-18.23122,17.323143,4.9574285,8.122452,-5.987225,6.9017477,6.3487606,1.8953824,7.5460725
