Second,Count,Spectral Centroid
0.0,233,3541.0532004893
0.5,426,1996.510129190426
1.0,495,1942.6103278662915
1.5,445,1668.455420585445
2.0,475,1595.1869345821449
2.5,522,1489.3583651059516
3.0,583,1451.612201578288
3.5,609,1367.920728586875
4.0,688,1497.017974991326
4.5,957,1479.2487014129936
5.0,1070,1624.7695941245563
5.5,972,1700.761031838518
6.0,964,1947.5088693324528
6.5,1017,2301.033576555385
7.0,1042,3492.3294084547542
7.5,934,3560.707546365541
8.0,916,3653.9191740389824
8.5,967,3502.631575881071
9.0,764,3425.852550988529
9.5,867,3910.47412111296
10.0,875,4135.330278103443
10.5,913,3930.41144252388
11.0,988,3806.30349005768
11.5,1110,3228.0760918290675
12.0,1194,3557.490115934627
12.5,1397,3295.148705375916
13.0,1407,3908.437172792528
13.5,1593,3790.5231026247434
14.0,1739,3717.654184090725
14.5,1966,3554.1376663793158
15.0,2105,3583.529404342362
15.5,2224,3690.086471906598
16.0,2338,3039.408575255742
16.5,2536,3603.167205105994
17.0,2508,4147.915501877172
17.5,2750,3550.748074938132
18.0,2686,3752.331888874664
18.5,2827,3388.302842064048
19.0,2807,3608.012777358847
19.5,2815,3873.8613453059697
20.0,2948,2903.469438336987
20.5,2999,3312.742461480228
21.0,2818,3826.999714884791
21.5,2841,4190.397423973606
22.0,2772,2705.224589698467
22.5,2737,3285.273330752085
23.0,2699,2965.347055030907
23.5,2637,3519.674582181741
24.0,2467,2252.723747414011
24.5,2535,3042.50277637721
25.0,2503,3721.246504073458
25.5,2487,3305.4995800580405
26.0,2532,1533.7470311332513
26.5,2613,1452.0012379329055
27.0,2734,3530.0223420703583
27.5,2780,3885.2687523567006
28.0,2774,4946.613840705104
28.5,2836,3783.7837428811663
29.0,2834,2794.5804485813114
29.5,2778,2746.0502626384664
30.0,2949,2244.5460113938425
30.5,3050,3075.246770949134
31.0,2951,1855.2826559830248
31.5,3033,3199.2033110532825
32.0,3015,3062.013544928497
32.5,3039,3430.1579159136318
33.0,3042,1441.0335738175716
33.5,3033,1455.4972919611826
34.0,3057,3219.681364542364
34.5,2948,2626.784615575727
35.0,3017,3142.955054618579
35.5,2825,2802.065504558655
36.0,2951,4456.257427335023
36.5,2755,3786.669672105561
37.0,2763,3620.205238043721
37.5,2729,3327.214514677893
38.0,2687,1483.8492944315126
38.5,2579,3554.2043147499703
39.0,2499,3617.659164031977
39.5,2558,3405.7745296601584
40.0,2272,2013.640820902429
40.5,2310,3944.0480892540672
41.0,2392,3542.5042887941627
41.5,2304,3260.3900506392533
42.0,2312,3380.315935309551
42.5,2280,4115.929123868694
43.0,2214,1836.9099888409835
43.5,2250,1333.576030328395
44.0,2295,1670.6070164915318
44.5,2254,2499.3161697259884
45.0,2266,3034.6554870240298
45.5,2163,2564.339133383439
46.0,2268,1467.3323381273267
46.5,2215,1743.1861160246551
47.0,2187,2571.559799020339
47.5,2095,3597.683641057225
48.0,2049,2666.1222964480653
48.5,2097,2675.144247682499
49.0,2021,3980.2221878357927
49.5,2110,2921.308866292577
50.0,2184,1404.6551563070268
50.5,2184,1487.6272718063035
51.0,2157,1760.231018036823
51.5,2220,4494.367667121828
52.0,2084,4387.7245350824505
52.5,2102,3500.690587346919
53.0,1983,2858.897921802187
53.5,2092,2370.359718213901
54.0,2105,2460.5276185147227
54.5,2088,3268.892926411052
55.0,2050,3235.5431532237917
55.5,2112,3226.7100894304226
56.0,2139,3410.682151839246
56.5,2093,3338.8689662347647
57.0,2084,2720.820724276105
57.5,2177,1935.4630648298169
58.0,2186,1871.802606566814
58.5,2288,2400.4435026493097
59.0,2321,3566.2995571780834
59.5,2370,4169.487318958189
60.0,2540,2800.5015088906416
60.5,2689,3135.9409886193366
61.0,2692,3037.3348887901984
61.5,3001,3829.8945527339297
62.0,3122,3312.99745071126
62.5,3370,3042.46626669683
63.0,3932,3561.245241072751
63.5,4620,2982.0855591070767
64.0,4862,1970.188098537474
64.5,4775,1728.6510463702427
65.0,4731,2084.5377800650253
65.5,4642,2492.4716535674206
66.0,4904,4103.204437425937
66.5,4606,4381.449784336558
67.0,4141,4990.376471316356
67.5,3859,3603.460323201402
68.0,3883,4257.057624760872
68.5,3583,4269.205880766834
69.0,3468,3944.9212230175926
69.5,3203,4034.357349306648
70.0,2727,4266.126008066584
70.5,2626,4224.33294665314
71.0,2467,3824.228845668559
71.5,2304,4574.88098147888
72.0,2264,4738.664375847818
72.5,2476,3976.807023188699
73.0,2667,4389.366118362124
73.5,2945,4566.5831345836
74.0,3183,4143.178819759156
74.5,3534,4823.344069501082
75.0,4027,4371.00505273088
75.5,4352,4599.3836192514
76.0,4890,4243.245768791229
76.5,5187,4103.465387951841
77.0,5633,4391.528067926812
77.5,5995,4334.456534884972
78.0,6336,4037.894806437925
78.5,6335,4529.203435836282
79.0,6691,4564.160530992929
79.5,6852,4278.833454285439
80.0,6829,4442.151150977407
80.5,7042,5067.564356203506
81.0,6875,4444.963975064827
81.5,6904,4548.402901710802
82.0,6770,5346.292355050125
82.5,6804,4101.673942873856
83.0,6731,3659.28336032337
83.5,6682,4162.725275210445
84.0,6567,4139.891876708073
84.5,6450,3925.863027236559
85.0,6043,4262.001916946443
85.5,5805,4881.87602788928
86.0,5331,4381.815337538693
86.5,5274,4061.2796810467207
87.0,4908,4338.103334298186
87.5,4791,4443.565444963604
88.0,4777,4755.538044627615
88.5,4633,4241.178141364578
89.0,4406,4865.914696477375
89.5,4405,4527.336739652593
90.0,4443,3976.4242617331984
90.5,4326,4050.858316934353
91.0,4255,4370.407205737478
91.5,4201,4219.178571875153
92.0,4018,4269.072968253385
92.5,4041,4769.083510378318
93.0,3864,4709.033436262758
93.5,3914,4253.388313241661
94.0,3919,4646.175152963951
94.5,3986,5137.638627857413
95.0,3822,3685.8607288211792
95.5,3667,4481.546736513642
96.0,3447,4931.772386987713
96.5,3534,3591.0349623762854
97.0,3320,3569.507888013516
97.5,3237,3178.401372920374
98.0,3215,4309.03833843022
98.5,3163,3113.255152044683
99.0,2891,3523.146112438739
99.5,2928,3808.975275851018
100.0,2888,3308.516522063984
100.5,2709,3326.1817707105874
101.0,2712,2768.656810009846
101.5,2779,3532.0403534588254
102.0,2858,2837.21390224589
102.5,2838,2913.7391570534205
103.0,2854,3067.3946700131974
103.5,2990,2672.1792057612165
104.0,3024,2771.5068998346787
104.5,3036,2480.7979598060133
105.0,2935,2781.508135105805
105.5,2802,2351.543318339453
106.0,2873,2505.848691599214
106.5,2753,2512.390310238605
107.0,2789,2522.650189421585
107.5,2714,3822.761044924918
108.0,2765,3324.3267286799096
108.5,2713,3394.69836484319
109.0,2809,3054.392145971809
109.5,2873,4149.517729765205
110.0,2546,4906.027799630649
110.5,2309,4619.71911335873
111.0,2179,5251.941946943773
111.5,1959,6040.7770337833135
112.0,1992,5962.427398464506
112.5,2011,5266.082205259719
113.0,2099,5815.024709790472
113.5,2283,5722.2817219980725
114.0,2313,5021.251482192225
114.5,2297,5691.11326774838
115.0,2363,5182.023749883142
115.5,2226,5809.603900725283
116.0,2222,5485.922942005483
116.5,2169,4871.486776342358
117.0,2040,5317.987627822678
