Second,Count,Spectral Centroid
0.0,248,9706.530958521877
0.5,466,921.169409358646
1.0,451,964.2599143509128
1.5,510,1025.3332269313075
2.0,663,1065.4100251918037
2.5,837,1023.0927735282714
3.0,798,1062.0515525858254
3.5,772,1115.1680554716777
4.0,765,1255.2654662099249
4.5,722,3763.420048405304
5.0,725,2960.2001761714814
5.5,768,1807.2186967161133
6.0,772,770.8068751536716
6.5,805,649.4405274981176
7.0,802,2287.813859501664
7.5,815,3649.924231917597
8.0,901,5216.548267521634
8.5,902,3161.382473683828
9.0,1015,2335.5453958107464
9.5,1217,1485.4603709586484
10.0,1261,4411.027991878217
10.5,1403,3155.7717304832336
11.0,1480,1748.4531923453462
11.5,1833,1800.4935374715894
12.0,1922,701.7360528160543
12.5,2142,2564.5370147396748
13.0,2336,2584.8359852446247
13.5,2561,5328.465940330489
14.0,2876,3912.32550116246
14.5,3110,2585.346111387113
15.0,3368,2984.5152209521148
15.5,3482,5660.430047118783
16.0,3881,3047.642083179338
16.5,3902,1926.2865366457877
17.0,4013,1055.415743102652
17.5,3924,1816.802193207356
18.0,3847,3014.672394208228
18.5,3903,2258.0387757052927
19.0,4053,1731.0432018369493
19.5,4158,1283.9270732089235
20.0,4107,885.3911347503453
20.5,4174,1754.9384058849607
21.0,4110,2721.275733696978
21.5,4159,3004.642119611225
22.0,4172,1714.4431476303705
22.5,4195,1990.3353576247248
23.0,4115,1565.9017591360162
23.5,4046,2553.8547844016093
24.0,4095,3893.05689856276
24.5,4094,4204.6125273023945
25.0,4067,2998.186411494857
25.5,4080,3414.3584568055257
26.0,4069,3131.288723297233
26.5,4092,3508.00363829943
27.0,3954,3489.263674697911
27.5,3763,3917.760965481776
28.0,3653,2707.1035347092675
28.5,3798,4369.055282239001
29.0,3740,2971.4498983044755
29.5,3768,2698.015310580198
30.0,3710,2607.7286336543125
30.5,3762,4643.388113310582
31.0,3633,2217.595488770686
31.5,3810,2607.110924508
32.0,3890,3081.274982763118
32.5,3846,4022.453340952607
33.0,3699,2482.8151339375186
33.5,3610,2298.3130047241552
34.0,3502,2731.2790143893244
34.5,3861,2837.068180722521
35.0,4231,3349.7054716221382
35.5,4472,2351.10676173517
36.0,4384,1922.504229520426
36.5,4470,4888.1388017663685
37.0,4372,2910.4862467674266
37.5,4106,6557.089820518261
38.0,4161,4881.363627232097
38.5,3992,3679.849182691096
39.0,3829,4949.545233223285
39.5,3618,3157.604079031777
40.0,3572,3639.782685685986
40.5,3303,3686.91312704431
41.0,3125,3040.770872256947
41.5,3063,5324.323275847411
42.0,3221,3554.674074414491
42.5,3375,3292.1186698757565
43.0,3450,3730.137602299677
43.5,3797,3442.093037479892
44.0,3918,4302.978132324408
