Second,Count,Spectral Centroid
0.0,1303,6899.175814546138
0.5,2476,4940.390840847307
1.0,2347,4474.862440846878
1.5,2329,4176.204442198203
2.0,2314,4639.438906537164
2.5,2495,3722.956186287483
3.0,2531,3617.6708653332566
3.5,2928,3475.3978686907253
4.0,3363,3199.871346980073
4.5,3527,5666.36444965698
5.0,3957,4955.473342573738
5.5,4314,4347.110019426077
6.0,4950,4880.715585963485
6.5,5623,4121.32650274444
7.0,6651,3778.9122291981166
7.5,7643,4826.779537264545
8.0,8396,4441.103877843093
8.5,9628,3819.5270553158434
9.0,10384,4424.04610290128
9.5,11206,4411.158621618732
10.0,11783,4083.79116316551
10.5,13061,3508.958378263001
11.0,12332,4783.798837902256
11.5,10829,3947.828160484528
12.0,9392,4314.813407790931
12.5,8397,4126.959454888676
13.0,7687,3493.126260782401
13.5,6943,3475.0056468806024
14.0,6754,3361.2369245739783
14.5,6294,3804.397333615152
15.0,5272,2551.888694867316
15.5,5106,2050.115826718391
16.0,4981,3104.10217504482
16.5,4557,3121.5694198152023
17.0,3727,2032.9702596003544
17.5,3123,2412.9909870170027
18.0,2646,3058.5451594848346
18.5,2595,2437.000780364957
19.0,3028,2167.5524501761206
19.5,2963,3517.8301080478745
20.0,3699,2317.1728423651552
20.5,4458,1728.1237737009117
21.0,5442,3088.867009013496
21.5,5203,3331.549722933149
22.0,5209,2748.445340418836
22.5,5252,1924.862807375888
23.0,5205,3065.15617296836
23.5,5036,2929.9534775241546
24.0,5198,1577.711670207069
24.5,4749,2551.570424332165
25.0,4549,2747.12366151989
25.5,3994,2540.7096586430043
26.0,3434,2055.19016060238
26.5,3557,1937.6836391864956
27.0,4012,2005.5138273000657
27.5,4481,4145.45027254267
28.0,4909,3865.4004743246896
28.5,5321,4286.692137690508
29.0,4795,3358.282282362652
29.5,4661,3843.1513283074505
30.0,4681,4104.25328326059
30.5,4947,4053.405475876643
31.0,4642,3112.895059417852
31.5,4755,3967.380832638276
32.0,4474,4275.439461629429
32.5,4640,3603.613535613905
33.0,4536,3437.3318956490507
33.5,4544,3527.8583779968253
34.0,4498,3315.770452517937
34.5,4224,3209.7510004039045
35.0,4715,4149.204580969968
35.5,4808,3673.521206757891
36.0,4817,3817.956920452538
36.5,4595,3762.5119120638014
37.0,4716,3962.898233069898
37.5,4564,3365.331718059429
38.0,4604,3491.828774577428
38.5,4633,3642.745217086867
39.0,4538,4029.743102470117
39.5,4584,3694.229997629753
40.0,4446,3513.099836045914
40.5,4435,3367.22452394948
41.0,4202,3687.0976506151696
41.5,4226,3005.9424459875704
42.0,4094,3584.442274247597
42.5,4081,3662.5156734713137
43.0,3928,2277.642583892046
43.5,3708,3491.5621139462287
44.0,3659,3100.747474474864
44.5,3633,3200.145771899223
45.0,3560,3180.7120542150774
45.5,3366,3139.7494381666725
46.0,3355,3131.348958943025
46.5,3254,2238.248220049563
47.0,3249,3558.71612880247
47.5,3205,2366.625732923243
48.0,3258,2643.722242185455
48.5,3342,3575.102796633122
49.0,3211,2995.422561679656
49.5,3258,3175.0125544364146
50.0,3137,2335.2253084395966
50.5,3064,3164.9865721883257
51.0,3103,3323.354135854533
51.5,3074,2125.794763566755
52.0,3105,3191.481882121094
52.5,3045,2851.131024434287
53.0,3061,2979.87608451278
53.5,3006,2027.3519308878645
54.0,2844,2420.5793816179043
54.5,2785,2005.8761095398852
55.0,2747,3756.398874280999
55.5,2703,4558.979751588409
56.0,2651,4163.971466643739
56.5,2611,2456.9083406479085
57.0,2549,4462.708510867832
57.5,2506,3277.92354450874
58.0,2508,2756.9463774950013
58.5,2270,3804.458438329512
59.0,2365,4099.888921050102
59.5,2359,3739.9464580246
60.0,2285,2576.09459619724
60.5,2156,4273.574567392357
61.0,2354,2977.9432439428724
61.5,2358,1933.8579865016857
62.0,2281,4703.762081063839
62.5,2225,4159.324870970164
63.0,2219,3037.7915257322265
63.5,2212,2554.151267865673
64.0,2312,4520.58517026219
64.5,2346,2813.987666328175
65.0,2260,2363.7989132572857
65.5,2249,4483.509643141719
66.0,2116,3714.554084239981
66.5,2176,2866.246283871677
67.0,2039,2768.1021032957174
67.5,1769,3171.1685238889945
68.0,1794,2101.299025048191
68.5,1923,3341.5009368102824
69.0,1954,3914.420209094886
69.5,1802,3466.835843723145
70.0,1909,3705.573605444906
70.5,1786,3581.080951093445
71.0,1792,3209.503355288193
71.5,1806,3368.301906115172
72.0,1842,3080.2615591868544
72.5,1915,3457.725889870618
73.0,1865,3851.3642268154927
73.5,1796,3067.633058393777
74.0,1910,3748.602970722769
74.5,1730,3706.499523503721
75.0,1990,3007.544655434456
75.5,2101,3116.8243073767394
76.0,2424,3636.3935787691
76.5,2667,3504.971219632722
77.0,2764,3566.2319486510755
77.5,2821,3643.779921765113
78.0,3240,2998.648975720529
78.5,3352,3294.283757717856
79.0,3583,3755.140742292386
79.5,3674,3120.933590685185
80.0,3498,3605.670250639797
80.5,3380,3765.4407953092814
81.0,3566,3490.74709535992
81.5,3564,3637.2207281117926
82.0,3699,3476.7317841450017
82.5,3521,2790.1242573795907
83.0,3189,3319.2297558688747
83.5,3269,3058.7451969663407
84.0,3141,1949.3567878219455
84.5,2943,2418.32761945631
85.0,3025,2986.337363316296
85.5,3045,2709.901559816874
86.0,3861,2175.517041970408
86.5,3503,3078.099885195953
87.0,3796,2626.009737366023
87.5,3880,2071.242704655765
88.0,4181,3079.587572613874
88.5,3664,2578.965948126993
89.0,3144,2157.3260888944924
89.5,2651,2216.635467000762
90.0,2656,4060.482571645609
90.5,2849,2923.3568042861243
91.0,2781,1914.419061192816
91.5,3158,2848.966726860075
92.0,3441,2514.8470906824414
92.5,3488,2441.3173022884907
93.0,3574,1740.4952584945888
93.5,3450,3227.670422936029
94.0,3631,2569.0408329346174
94.5,4610,2052.1119935680467
95.0,4602,2149.701290317858
95.5,4362,1682.375715160827
96.0,4158,3359.940714327208
96.5,3322,4085.5771089382074
97.0,2005,4381.993818625808
97.5,1994,3438.590479982877
98.0,1974,3523.084117432132
98.5,2282,4133.954631863832
99.0,2273,4272.549420167074
99.5,2703,3209.5459665876915
100.0,2898,3798.257638181041
100.5,3113,4370.233999925275
101.0,2823,3470.054253086315
101.5,2909,3248.847814928299
102.0,2773,3827.76847618592
102.5,2591,3403.2168659188565
103.0,2768,3341.324777849451
103.5,2157,3952.7047565327903
104.0,1898,4110.879835307371
104.5,1988,3429.332163780971
105.0,1938,3783.958934164452
105.5,1767,3446.618931682064
106.0,1774,4460.832399226299
106.5,1853,3372.661774428552
107.0,1796,3854.026275068808
107.5,1711,4225.246615670395
108.0,1587,4021.106490368015
108.5,1653,3418.5561483365263
109.0,1494,3344.070652554104
109.5,1519,3415.9263593100923
110.0,1595,2624.271465853073
110.5,1513,3454.5723902206005
111.0,1508,3047.930035073616
111.5,1411,3378.473544089796
112.0,1364,2517.4605270281854
112.5,1328,3118.694499482743
113.0,1339,2259.3772748412453
113.5,1350,2164.7619761577507
114.0,1301,3995.259472210789
114.5,1183,2800.155387781941
115.0,1244,3125.035578468634
115.5,1157,2983.741780729851
116.0,1199,2752.671083108768
116.5,1255,2008.8471647733547
117.0,1284,2262.8151803512887
117.5,1250,4389.123583643679
118.0,1303,3017.9584605260325
118.5,1259,2423.4691135382
119.0,1261,3157.70042466544
119.5,1252,2878.2469543205534
120.0,1320,2227.2044295082223
120.5,1325,2164.6621362530336
121.0,1325,4672.229370669735
121.5,1312,3321.1641931992835
122.0,1319,1840.5458156082364
122.5,1363,2560.970575348318
123.0,1304,2245.057215647555
123.5,1296,2688.2493142553126
124.0,1334,3985.9786945046826
124.5,1334,4327.3568987005
125.0,1342,2660.017768822682
125.5,1280,2881.680287087742
126.0,1295,4819.110821382755
126.5,1319,3646.234795926773
127.0,1281,2326.163564425286
127.5,1313,3749.411492850013
128.0,1295,4181.792941682898
128.5,1330,2871.3031022376044
129.0,1331,2894.578492269766
129.5,1259,3235.9668694477195
130.0,1343,2391.547364473752
130.5,1288,3340.396361084105
131.0,1391,3335.676489896705
131.5,1285,4008.525996777013
132.0,1279,2875.0355655929525
132.5,1263,2686.384458125084
133.0,1277,3799.616396391958
133.5,1362,2854.5819009272227
134.0,1294,2518.0161961704366
134.5,1354,3253.851691633819
135.0,1323,3876.828827932972
135.5,1360,3033.044687069056
136.0,1420,2200.7754804052333
136.5,1396,2369.536776808413
137.0,1340,2800.6830916404456
137.5,1199,4557.0572855912815
138.0,1230,3629.009861030938
138.5,1169,4061.9520264911935
139.0,1211,3890.5713298893256
139.5,1201,3928.6661419729367
140.0,1168,3080.753616507065
140.5,1273,3180.690366040621
141.0,1200,3988.16755546258
141.5,1246,3282.672346087702
142.0,1245,3682.437872634968
142.5,1245,5123.4638910221565
143.0,1358,3289.0427362998294
143.5,1180,3013.825279772232
144.0,1136,3435.394081035972
144.5,1188,3946.62034830838
145.0,1153,3046.302211090526
145.5,1139,3374.1727316500865
146.0,1307,4774.59815688916
146.5,1186,2901.836324982039
147.0,1129,3236.019978046762
147.5,1147,3294.102363135103
148.0,1217,3797.291072766848
148.5,1154,3500.0213548672755
149.0,1144,3483.956364302404
149.5,1233,4528.831839418106
150.0,1162,3563.7846434446583
150.5,1006,3526.6491056450054
151.0,1051,2636.7019402397896
151.5,1280,2920.1820083325056
152.0,1421,2894.7152347027927
152.5,1791,2298.0161904391466
153.0,2067,2029.365744957051
153.5,2212,3051.551050512668
154.0,2710,2931.3630393878934
154.5,2917,1995.4234771441984
155.0,3309,3098.964202300273
155.5,2668,2635.225621883029
156.0,2038,2442.2654004677283
156.5,1793,2568.487978463956
157.0,1543,3165.4361516021268
157.5,1558,2227.3404108118893
158.0,1599,2165.2897978050364
158.5,1696,3368.8716906857544
159.0,1763,3234.6070371418878
159.5,2110,1979.943320846735
160.0,2033,2334.823081643953
160.5,2043,2788.080223957278
161.0,2018,2670.4484730078343
161.5,2445,1866.49794044272
162.0,2607,3132.435085044833
162.5,3070,2791.21871880874
163.0,2613,2127.0042851286225
163.5,2151,1978.0724124845688
164.0,2114,1861.5432706532408
164.5,1686,2504.099756803096
165.0,1860,4156.098965202052
165.5,2216,4202.398174555278
166.0,2589,3734.133346190198
166.5,2571,3594.069775623896
167.0,2411,4071.418004695335
167.5,1698,4159.299206707567
168.0,1404,3527.066315632731
168.5,1182,3821.309836774026
169.0,908,3548.7376614984614
169.5,799,3860.84941049572
170.0,762,3892.061760546123
170.5,774,3422.1308133334664
171.0,867,3221.3349163264825
171.5,904,3486.98987753988
172.0,962,3541.042303802897
172.5,914,3825.095820382536
173.0,810,3787.5967587619366
173.5,851,3438.700576929736
174.0,798,3957.24932543606
174.5,647,4212.543352837867
175.0,620,3281.273451733155
175.5,527,3725.683034881512
176.0,367,4415.365773077411
176.5,194,3637.453258899153
177.0,64,3452.324835794063
177.5,22,3836.103282848114
178.0,11,3471.6831735327783
178.5,5,2330.9137569222407
179.0,1,1924.6642090837115
179.5,3,2806.1305915210382
180.0,1,3476.397100642926
180.5,1,6417.673143407444
