Second,Count,Spectral Centroid
0.0,439,11627.81653134008
0.5,788,2479.16279233472
1.0,813,3468.099593096001
1.5,789,1461.2083080112025
2.0,857,3171.4660330013267
2.5,878,1518.0100508414714
3.0,997,1640.494691238143
3.5,1157,3642.8123215112514
4.0,1277,1482.6858561856975
4.5,1256,3301.7588417477814
5.0,1167,1458.9576090130352
5.5,1144,2079.681530632301
6.0,1088,4469.871505695805
6.5,1100,4330.227446805554
7.0,1123,4182.746192096224
7.5,1202,3614.9100432341625
8.0,1206,3368.7779590416567
8.5,1201,5136.701623450025
9.0,1280,3273.6692655840984
9.5,1272,3744.2917204880378
10.0,1406,3756.419627205488
10.5,1520,2899.7982118984105
11.0,1759,3718.6765209953114
11.5,1901,3980.302327040364
12.0,2024,4285.534067442049
12.5,2190,4732.286538002765
13.0,2422,4195.666081235986
13.5,2747,3813.3335997336258
14.0,2802,3408.8578016692063
14.5,3119,3669.730366868185
15.0,3223,3000.098184604933
15.5,3468,2001.5532228552852
16.0,3530,3425.456089194952
16.5,3746,2828.868676022756
17.0,3876,3758.007122446611
17.5,3895,5257.935856312107
18.0,4060,2199.207623439231
18.5,4145,3431.5584060773435
19.0,4052,3849.8003089372023
19.5,4075,5518.04370109383
20.0,4113,3841.024669551307
20.5,4112,3511.219035944674
21.0,4104,3934.775361389153
21.5,4013,2620.9036434052623
22.0,4054,4979.403434795884
22.5,4109,4136.895224907813
23.0,3945,3561.436325150448
23.5,3800,3630.8915900829816
24.0,3937,2380.6695982738265
24.5,4046,4280.5291046606535
25.0,3970,3404.5462733246595
25.5,3796,2118.8373642816223
26.0,3705,3371.348864862393
26.5,3793,3956.9885398372976
27.0,3715,5012.436586035761
27.5,3673,4105.8839062422485
28.0,3673,2935.524134682595
28.5,3696,3896.233938613532
29.0,3425,3873.1097547597433
29.5,3327,3400.626093351927
30.0,3329,3941.073025560577
30.5,3334,2811.1710515563086
31.0,3269,3568.81147897032
31.5,3279,3765.187375450316
32.0,3267,3977.7337904667697
32.5,3203,4135.344452283761
33.0,3241,2944.23575337535
33.5,3134,3591.0512358905967
34.0,3318,3537.166085594339
34.5,3123,3917.870341570492
35.0,3153,2390.120593108101
