Spectral Centroid
11968.641800710822
1084.2345062941415
1686.7800240119368
2367.406476002804
1880.6672329846895
1064.9076539055434
627.1955549914775
2571.9347108232205
1207.7881122932915
1484.8006051762773
2646.1298710032625
1077.8227670343188
649.8961061576364
2144.3866467044313
2182.8393189386466
3119.5844525227562
1344.6096909452447
1145.4797005210874
1495.8559197517504
1186.526830663578
1772.6504780907756
3089.6772210582417
1031.2162919010946
933.4978405097015
1095.0426562657603
2382.340758198562
1893.8061901800913
1573.0886819767459
2992.5099954672655
890.8806480677109
2211.463578873479
1684.4433872585555
3045.3643001949076
1432.4164025907314
1682.395178469114
1151.9554781084364
1776.7468530861645
3514.985295771836
2530.282275541594
1509.4899133983822
1911.607236456992
1534.824776013613
2459.059604483422
1258.640526996423
2065.8291356842483
2384.8091532099265
2333.4742991512862
1432.4043623228686
1793.2415609666946
3408.702399122023
1791.1116352585273
1318.635507085857
3118.7032410617285
2710.7075006155455
832.0542461189987
1651.258557365057
2154.3420510375795
2221.2862143729785
1882.4245168744228
2460.539857714642
1616.434010063817
1679.5000803966889
1530.702850032144
1277.6268247941734
1296.4481318587475
969.324739269684
1107.7318144846997
1832.7334622945
1572.2134378307717
2402.5620379221327
1903.8129708534323
819.4757275955108
1120.9238914182931
991.5263263582306
966.3739650789793
1486.0471563606925
1354.286329513662
1254.5316838535161
1494.1560153364146
2658.883334204551
1202.382139064689
949.8193955553569
1429.6279018617124
1340.4239162204883
845.2981249766078
1291.9614091087362
2289.0984969606416
1521.08729305619
1249.4775143785193
646.1746685671027
1450.703940996072
1874.7121329400316
2092.576652835447
1107.0986585336943
813.7733577220697
1555.447224653522
2148.350636766629
2251.4838061215123
2594.9842539306037
1086.3005875040399
1391.2781176128028
1491.2853706029284
2369.062411174458
2266.067427651815
1921.7447792195185
1275.43967635863
1871.0160342813476
1403.0569365978738
1771.914543080599
1879.668332013818
1547.4482599049295
792.6874269812197
1165.5143482905505
799.2860032949669
2111.907009796926
2695.74532906091
1986.5343098156536
1745.9911107951202
2063.800324214844
1475.7209193519311
1936.8285111697028
2304.796776216479
2063.9012501747293
1673.8293257273097
1561.8570521305933
2257.9994985778476
2278.494702812615
2341.859634800669
2245.9576606296996
2301.8095465377305
2063.4510237066206
1488.0930414336692
2115.4346193688566
2340.9386530205616
1650.984760310818
2114.088006883052
2320.758898387985
1718.0203252117935
1705.0644942273393
1554.5957148810523
2209.4298546940468
2163.868524321103
1344.664478560214
1115.8421078164347
2146.9462018387144
2261.563680927336
2097.8366098605998
1813.1313772707365
1855.0598301818486
1590.493534127064
1679.3304831887272
2337.0507686802644
1967.2882276641444
1511.1811113287515
1615.2068124760206
2446.6403500102456
2693.8733269612094
2342.580606748046
2767.520948813652
2122.587879680476
1890.6660648650384
