boundaries,labels
0.8359183673469388,5.0
2.461315192743764,1.0
2.972154195011338,1.0
3.4829931972789114,1.0
7.7090249433106575,1.0
8.219863945578231,1.0
8.777142857142858,1.0
9.287981859410431,1.0
9.798820861678005,1.0
10.356099773242631,1.0
10.866938775510205,1.0
11.377777777777778,1.0
11.935056689342403,1.0
12.445895691609977,1.0
12.956734693877552,1.0
13.514013605442177,1.0
14.02485260770975,1.0
14.535691609977324,1.0
15.09297052154195,1.0
15.603809523809524,1.0
16.114648526077097,1.0
16.671927437641724,1.0
17.182766439909297,1.0
17.69360544217687,1.0
18.250884353741498,1.0
18.76172335600907,1.0
23.49859410430839,1.0
24.009433106575965,1.0
24.56671201814059,1.0
25.077551020408162,1.0
25.588390022675735,1.0
26.145668934240362,1.0
26.656507936507936,1.0
27.16734693877551,1.0
27.724625850340136,1.0
28.23546485260771,1.0
28.746303854875283,1.0
29.30358276643991,1.0
29.814421768707483,1.0
30.325260770975056,1.0
30.882539682539683,1.0
31.393378684807256,1.0
31.950657596371883,3.0
32.46149659863946,3.0
32.97233560090703,3.0
33.483174603174604,3.0
34.04045351473923,3.0
34.5512925170068,3.0
35.062131519274374,3.0
35.57297052154195,3.0
36.13024943310658,3.0
36.64108843537415,3.0
37.198367346938774,3.0
37.70920634920635,3.0
38.22004535147392,3.0
38.77732426303855,3.0
39.288163265306125,3.0
39.7990022675737,4.0
40.35628117913832,4.0
40.867120181405895,4.0
41.37795918367347,4.0
41.9352380952381,4.0
42.44607709750567,4.0
42.956916099773245,4.0
43.51419501133787,4.0
44.02503401360544,4.0
44.582312925170065,4.0
45.09315192743764,4.0
45.60399092970521,4.0
46.16126984126984,4.0
46.672108843537416,4.0
47.18294784580499,4.0
47.74022675736961,4.0
48.251065759637186,4.0
48.76190476190476,4.0
49.27274376417233,4.0
49.83002267573696,4.0
50.340861678004536,4.0
50.85170068027211,4.0
51.40897959183673,4.0
51.919818594104306,4.0
52.43065759637188,4.0
52.98793650793651,4.0
53.498775510204084,4.0
54.00961451247166,4.0
54.56689342403628,4.0
55.077732426303854,4.0
55.58857142857143,4.0
56.14585034013606,4.0
56.65668934240363,4.0
57.213968253968254,4.0
57.72480725623583,4.0
58.2356462585034,4.0
58.746485260770974,4.0
59.3037641723356,4.0
59.81460317460318,4.0
60.32544217687075,4.0
60.882721088435375,2.0
61.39356009070295,2.0
61.90439909297052,2.0
62.461678004535145,2.0
62.97251700680272,2.0
63.48335600907029,2.0
64.04063492063491,2.0
64.55147392290249,2.0
65.06231292517006,2.0
65.6195918367347,2.0
66.13043083900227,2.0
66.64126984126985,2.0
67.19854875283447,2.0
67.70938775510204,2.0
68.22022675736962,2.0
68.77750566893424,2.0
69.28834467120181,2.0
69.84562358276644,2.0
