Second,Count
0.0,387
0.5,714
1.0,690
1.5,736
2.0,738
2.5,702
3.0,716
3.5,832
4.0,842
4.5,888
5.0,1133
5.5,1363
6.0,1872
6.5,2321
7.0,2289
7.5,1958
8.0,1751
8.5,1635
9.0,1676
9.5,1592
10.0,1609
10.5,1551
11.0,1566
11.5,1526
12.0,1613
12.5,1778
13.0,1887
13.5,2015
14.0,2293
14.5,2597
15.0,2909
15.5,3119
16.0,3334
16.5,3696
17.0,3937
17.5,4229
18.0,4498
18.5,4814
19.0,4948
19.5,5102
20.0,5339
20.5,5475
21.0,5582
21.5,5655
22.0,5653
22.5,5594
23.0,5524
23.5,5419
24.0,5383
24.5,5109
25.0,5232
25.5,5174
26.0,5261
26.5,5185
27.0,5193
27.5,5059
28.0,5056
28.5,4935
29.0,4813
29.5,4756
30.0,4748
30.5,4588
31.0,4626
31.5,4762
32.0,4879
32.5,4726
33.0,4759
33.5,4647
34.0,4758
34.5,4695
35.0,4552
35.5,4574
36.0,4633
36.5,4494
37.0,4762
37.5,4551
38.0,4248
38.5,4375
39.0,4168
39.5,4143
40.0,4046
40.5,3968
41.0,3708
41.5,3687
42.0,3647
42.5,3755
43.0,3619
43.5,3587
44.0,3657
44.5,3557
45.0,3716
45.5,3662
46.0,3675
46.5,3667
47.0,3756
47.5,3949
48.0,3891
48.5,3900
49.0,3904
49.5,4132
50.0,4045
50.5,4069
51.0,4049
51.5,4201
52.0,4297
52.5,4133
53.0,4179
53.5,4250
54.0,4021
54.5,4059
55.0,4078
55.5,4020
56.0,4010
56.5,3927
57.0,4041
57.5,3710
58.0,3690
58.5,3579
59.0,3645
59.5,3492
60.0,3546
60.5,3341
61.0,3363
61.5,3371
62.0,3271
62.5,3348
63.0,3217
63.5,3148
64.0,3060
64.5,3023
65.0,3014
65.5,2981
66.0,3052
66.5,3046
67.0,3020
67.5,3012
68.0,2986
68.5,3032
69.0,3049
69.5,2997
70.0,2884
70.5,2895
71.0,2862
71.5,2886
72.0,2852
72.5,2867
73.0,2682
73.5,2723
74.0,2735
74.5,2661
75.0,2672
75.5,2615
76.0,2532
76.5,2386
77.0,2467
77.5,2421
78.0,2415
78.5,2343
79.0,2349
79.5,2282
80.0,2260
80.5,2221
81.0,2270
81.5,2265
82.0,2263
82.5,2215
83.0,2198
83.5,2297
84.0,2242
84.5,2124
85.0,2106
85.5,2206
86.0,2229
86.5,2154
87.0,2196
87.5,2416
88.0,2341
88.5,2482
89.0,2292
89.5,2379
90.0,2113
90.5,2035
91.0,2059
91.5,1932
92.0,1855
92.5,1859
93.0,1791
93.5,1862
94.0,1821
94.5,1722
95.0,1889
95.5,1759
96.0,1867
96.5,1773
97.0,1697
97.5,1795
98.0,1913
98.5,1907
99.0,1921
99.5,1903
100.0,1966
100.5,1893
101.0,1895
101.5,1902
102.0,1851
102.5,1752
103.0,1745
103.5,1770
104.0,1661
104.5,1639
105.0,1684
105.5,1500
106.0,1588
106.5,1614
107.0,1583
107.5,1660
108.0,1716
108.5,1640
109.0,1504
109.5,1557
110.0,1604
110.5,1507
111.0,1597
111.5,1708
112.0,1723
112.5,1570
113.0,1690
113.5,1742
114.0,1794
114.5,1819
115.0,1882
115.5,1856
116.0,1925
116.5,1923
117.0,1883
117.5,1923
118.0,1846
118.5,1918
