Second,Count
0.0,1368
0.5,2727
1.0,2656
1.5,2694
2.0,2826
2.5,2844
3.0,3045
3.5,3038
4.0,2954
4.5,3006
5.0,2949
5.5,2859
6.0,2733
6.5,2771
7.0,2668
7.5,2712
8.0,2667
8.5,2790
9.0,2783
9.5,2976
10.0,3106
10.5,3308
11.0,3410
11.5,3692
12.0,3835
12.5,3762
13.0,3881
13.5,4119
14.0,4160
14.5,4325
15.0,4468
15.5,4568
16.0,4782
16.5,5038
17.0,5190
17.5,5281
18.0,5206
18.5,5060
19.0,5077
19.5,5107
20.0,5239
20.5,5222
21.0,5113
21.5,5063
22.0,5253
22.5,5198
23.0,4910
23.5,5234
24.0,5088
24.5,5083
25.0,4987
25.5,4831
26.0,4847
26.5,4762
27.0,4744
27.5,4736
28.0,4646
28.5,4568
29.0,4339
29.5,4625
30.0,4705
30.5,4580
31.0,4547
31.5,4451
32.0,4352
32.5,4107
33.0,4165
33.5,4139
34.0,4127
34.5,4015
35.0,4115
35.5,4042
36.0,4246
36.5,4127
37.0,4202
37.5,4041
38.0,3912
38.5,3945
39.0,3795
39.5,3979
40.0,4073
40.5,3985
41.0,3971
41.5,3883
42.0,3947
42.5,3945
43.0,3920
43.5,3755
44.0,3749
44.5,3760
45.0,3697
45.5,3740
46.0,3812
46.5,3684
47.0,3747
47.5,3758
48.0,3862
48.5,3863
49.0,3843
49.5,3786
50.0,3862
50.5,3921
51.0,3940
51.5,3948
52.0,3925
52.5,3856
53.0,3862
53.5,3800
54.0,3806
54.5,3655
55.0,3762
55.5,3764
56.0,3796
56.5,3847
57.0,3919
57.5,3790
58.0,3860
58.5,3423
59.0,3435
59.5,3528
60.0,3442
60.5,3460
61.0,3350
61.5,3349
62.0,3307
62.5,3294
63.0,3300
63.5,3181
64.0,3163
64.5,3153
65.0,3111
65.5,3220
66.0,3242
66.5,2967
67.0,2960
67.5,2793
68.0,2809
68.5,2862
69.0,2727
69.5,2791
70.0,2826
70.5,2665
71.0,2742
71.5,2676
72.0,2603
72.5,2498
73.0,2395
73.5,2423
74.0,2496
74.5,2562
75.0,2528
75.5,2415
76.0,2434
76.5,2384
77.0,2408
77.5,2352
78.0,2387
78.5,2223
79.0,2330
79.5,2380
80.0,2298
80.5,2345
81.0,2362
81.5,2329
82.0,2345
82.5,2325
83.0,2187
83.5,2219
84.0,2103
84.5,2172
85.0,2039
85.5,1992
86.0,2054
86.5,1994
87.0,2015
