Second,Count
0.0,653
0.5,1333
1.0,1480
1.5,1336
2.0,1380
2.5,1529
3.0,1396
3.5,1508
4.0,1482
4.5,1543
5.0,1795
5.5,1647
6.0,1989
6.5,2179
7.0,2386
7.5,2395
8.0,2722
8.5,2903
9.0,2861
9.5,2990
10.0,3109
10.5,3293
11.0,3336
11.5,3282
12.0,3330
12.5,3455
13.0,3293
13.5,3391
14.0,3343
14.5,3491
15.0,3608
15.5,3838
16.0,4191
16.5,4287
17.0,4353
17.5,4651
18.0,4631
18.5,4810
19.0,5076
19.5,5271
20.0,5382
20.5,5308
21.0,5264
21.5,5652
22.0,5614
22.5,5509
23.0,5773
23.5,5748
24.0,5586
24.5,5528
25.0,5307
25.5,5241
26.0,5205
26.5,4952
27.0,4802
27.5,4647
28.0,4611
28.5,4318
29.0,4560
29.5,4520
30.0,4820
30.5,5013
31.0,4747
31.5,4487
32.0,4548
32.5,4245
33.0,4267
33.5,4278
34.0,4333
34.5,4672
35.0,4606
35.5,4586
36.0,4793
36.5,4806
37.0,4883
37.5,4877
38.0,4943
38.5,4802
39.0,4377
39.5,3961
40.0,3610
40.5,3506
41.0,3474
41.5,3487
42.0,3483
42.5,3174
43.0,2716
43.5,2837
44.0,2880
44.5,2833
45.0,3188
45.5,3296
46.0,3613
46.5,3702
47.0,3903
47.5,3947
48.0,3878
48.5,4383
49.0,4482
49.5,4561
50.0,4323
50.5,5503
51.0,6232
51.5,6433
52.0,6561
52.5,6351
53.0,5976
53.5,5387
54.0,5795
54.5,5799
55.0,5542
55.5,5149
56.0,4952
56.5,4597
57.0,4406
57.5,4578
58.0,5079
58.5,5313
59.0,5432
59.5,5320
60.0,5010
60.5,5076
61.0,4752
61.5,4570
62.0,4344
62.5,4280
63.0,4113
63.5,4048
64.0,3780
64.5,3727
65.0,3654
65.5,3870
66.0,3975
66.5,3745
67.0,3891
67.5,3947
68.0,3929
68.5,3883
69.0,3858
69.5,3830
70.0,3644
70.5,3445
71.0,3343
71.5,3465
72.0,3464
72.5,3505
73.0,3545
73.5,3489
74.0,2899
74.5,2853
75.0,2653
75.5,2539
76.0,2590
76.5,2774
77.0,2618
77.5,2642
78.0,2640
78.5,2681
79.0,2556
79.5,2367
80.0,2161
80.5,2102
81.0,2115
81.5,2194
82.0,2461
82.5,2318
83.0,2337
83.5,2102
84.0,2153
84.5,2166
85.0,2065
85.5,2047
86.0,2096
86.5,1927
87.0,1862
87.5,1694
88.0,1688
88.5,1760
89.0,1665
89.5,1601
90.0,1760
90.5,1759
91.0,1745
91.5,1762
92.0,1796
92.5,1639
93.0,1755
93.5,1626
94.0,1473
94.5,1654
95.0,1525
95.5,1631
96.0,1638
96.5,1612
97.0,1708
97.5,1785
98.0,2093
98.5,2213
99.0,2038
99.5,1907
100.0,1863
100.5,1841
101.0,1770
101.5,1601
102.0,1605
102.5,1650
103.0,1757
103.5,2004
104.0,1872
104.5,1750
105.0,1852
105.5,1937
106.0,1970
106.5,2114
107.0,2492
107.5,2478
108.0,2891
108.5,2869
109.0,2614
109.5,2555
110.0,3374
110.5,4273
111.0,3674
111.5,2692
112.0,2397
112.5,2155
113.0,2187
113.5,2322
114.0,2879
114.5,2536
115.0,2311
115.5,2186
116.0,2120
116.5,2181
117.0,2611
117.5,2841
118.0,2864
118.5,2343
119.0,2209
119.5,2362
120.0,2223
120.5,2185
121.0,2061
121.5,2067
122.0,2161
122.5,2075
123.0,1809
123.5,1784
124.0,1911
124.5,1910
125.0,1914
125.5,1802
126.0,1887
126.5,1691
127.0,1528
127.5,1633
128.0,1663
128.5,1725
129.0,1703
129.5,1771
130.0,1685
130.5,1726
131.0,1743
131.5,1694
132.0,1693
132.5,1669
133.0,1661
133.5,1626
134.0,1597
134.5,1595
135.0,1509
135.5,1508
136.0,1370
136.5,1350
137.0,1370
137.5,1327
138.0,1270
138.5,1219
139.0,1178
139.5,1200
140.0,1254
140.5,1175
141.0,1225
141.5,1081
142.0,1131
142.5,1074
143.0,1080
143.5,1046
144.0,1051
144.5,1033
145.0,985
145.5,934
146.0,947
146.5,903
147.0,917
147.5,883
148.0,916
148.5,894
149.0,816
149.5,834
150.0,851
150.5,866
151.0,950
151.5,873
152.0,867
152.5,831
153.0,821
153.5,802
154.0,840
154.5,832
155.0,898
155.5,873
156.0,885
156.5,923
157.0,866
157.5,899
158.0,992
158.5,1270
159.0,1358
159.5,1428
160.0,1343
160.5,1306
161.0,1311
161.5,1523
162.0,1567
162.5,1589
163.0,1641
163.5,1714
164.0,1590
164.5,1536
165.0,1975
165.5,1839
166.0,1693
166.5,1615
167.0,1698
167.5,1639
168.0,1721
168.5,1628
169.0,1662
169.5,1826
170.0,1944
170.5,1478
171.0,1300
171.5,1521
172.0,1748
172.5,1876
173.0,1922
173.5,1863
174.0,1733
174.5,1699
175.0,1759
175.5,1805
176.0,1957
176.5,2089
177.0,2086
177.5,1830
178.0,1731
178.5,1468
179.0,1457
179.5,1469
180.0,1490
180.5,1310
181.0,1166
181.5,1347
182.0,1526
182.5,1557
183.0,1423
183.5,1273
184.0,1243
184.5,1155
185.0,1061
185.5,1035
186.0,929
186.5,1007
187.0,889
187.5,899
188.0,740
188.5,746
189.0,695
189.5,557
190.0,538
190.5,478
191.0,380
191.5,225
192.0,104
192.5,48
193.0,4
