Second,Count
0.0,213
0.5,385
1.0,445
1.5,395
2.0,411
2.5,375
3.0,362
3.5,390
4.0,282
4.5,329
5.0,350
5.5,353
6.0,405
6.5,414
7.0,459
7.5,465
8.0,596
8.5,572
9.0,615
9.5,647
10.0,665
10.5,722
11.0,828
11.5,825
12.0,980
12.5,1036
13.0,1127
13.5,1445
14.0,1429
14.5,1363
15.0,1405
15.5,1362
16.0,1346
16.5,1296
17.0,1333
17.5,1507
18.0,1466
18.5,1385
19.0,1438
19.5,1486
20.0,1565
20.5,1556
21.0,1699
21.5,1831
22.0,1994
22.5,2090
23.0,2266
23.5,2364
24.0,2467
24.5,2492
25.0,2523
25.5,2871
26.0,2818
26.5,3049
27.0,3194
27.5,3419
28.0,3607
28.5,3565
29.0,3300
29.5,3132
30.0,2925
30.5,2909
31.0,2899
31.5,2834
32.0,3003
32.5,3005
33.0,3292
33.5,3442
34.0,3740
34.5,3390
35.0,3133
35.5,3204
36.0,3135
36.5,3476
37.0,3560
37.5,3576
38.0,3266
38.5,3377
39.0,3138
39.5,3288
40.0,3132
40.5,2943
41.0,3179
41.5,2978
42.0,2824
42.5,3150
43.0,3287
43.5,3377
44.0,3251
44.5,3141
45.0,3111
45.5,3167
46.0,3157
46.5,3189
47.0,3090
47.5,3221
48.0,3281
48.5,3333
49.0,3987
49.5,4247
50.0,4407
50.5,4914
51.0,4844
51.5,4066
52.0,3867
52.5,4395
53.0,4685
53.5,4628
54.0,4538
54.5,4530
55.0,4652
55.5,4339
56.0,4496
56.5,4573
57.0,4425
57.5,4622
58.0,4808
58.5,5119
59.0,5187
59.5,5070
60.0,4794
60.5,4644
61.0,4693
61.5,5142
62.0,5723
62.5,6008
63.0,6117
63.5,5952
64.0,6068
64.5,5885
65.0,5366
65.5,4961
66.0,4760
66.5,4445
67.0,4432
67.5,4790
68.0,4757
68.5,4918
69.0,4341
69.5,4574
70.0,4585
70.5,4725
71.0,4761
71.5,5177
72.0,4924
72.5,5147
73.0,4963
73.5,4213
74.0,4265
74.5,4127
75.0,3822
75.5,3713
76.0,3499
76.5,3581
77.0,3571
77.5,3678
78.0,3734
78.5,3906
79.0,3951
79.5,4317
80.0,4696
80.5,4792
81.0,4854
81.5,4550
82.0,3993
82.5,3538
83.0,2904
83.5,3253
84.0,4125
84.5,4669
85.0,4746
85.5,4694
86.0,4550
86.5,4749
87.0,4714
87.5,4664
88.0,5012
88.5,4778
89.0,4967
89.5,5232
90.0,5227
90.5,5048
91.0,4643
91.5,3777
92.0,3746
92.5,3847
93.0,4120
93.5,4841
94.0,5466
94.5,5017
95.0,4487
95.5,4571
96.0,4484
96.5,4143
97.0,4466
97.5,4735
98.0,4687
98.5,4695
99.0,4451
99.5,4147
100.0,4036
100.5,4034
101.0,4161
101.5,3946
102.0,3977
102.5,3594
103.0,3364
103.5,2891
104.0,2710
104.5,2854
105.0,2848
105.5,3145
106.0,3568
106.5,3567
107.0,3344
107.5,3206
108.0,2895
108.5,2916
109.0,2800
109.5,2962
110.0,3027
110.5,3010
111.0,2889
111.5,2530
112.0,1953
112.5,1702
113.0,1546
113.5,1496
114.0,1819
114.5,2273
115.0,2357
115.5,2386
116.0,2271
116.5,1879
117.0,1597
117.5,1332
118.0,1398
118.5,1296
119.0,1330
119.5,1365
120.0,1524
120.5,1452
121.0,1236
121.5,1306
122.0,1453
122.5,1486
123.0,1675
123.5,1728
124.0,1576
124.5,1686
125.0,1610
125.5,1495
126.0,1588
126.5,1209
127.0,1324
127.5,1198
128.0,1445
128.5,1417
129.0,1772
129.5,1634
130.0,1446
130.5,1316
131.0,1422
131.5,1608
132.0,2197
132.5,2088
133.0,2028
133.5,1860
134.0,1795
134.5,1460
135.0,1590
135.5,1740
136.0,2061
136.5,1944
137.0,1945
137.5,1727
138.0,1571
138.5,1259
139.0,1372
139.5,1842
140.0,2097
140.5,2111
141.0,1977
141.5,1711
142.0,1640
142.5,1528
143.0,1415
143.5,1480
144.0,1701
144.5,1975
145.0,2115
145.5,2029
146.0,1958
146.5,1614
147.0,1368
147.5,1464
148.0,1533
148.5,1415
149.0,1311
149.5,1274
150.0,1402
150.5,1230
151.0,1462
151.5,1904
152.0,1925
152.5,1766
153.0,1985
153.5,2372
154.0,2307
154.5,2470
155.0,2856
155.5,2426
156.0,2345
156.5,2662
157.0,2866
157.5,2563
158.0,2739
158.5,2540
159.0,2832
159.5,3059
160.0,3293
160.5,2775
161.0,2767
161.5,2893
162.0,2506
162.5,2305
163.0,2517
163.5,2527
164.0,2252
164.5,2002
165.0,1896
165.5,2126
166.0,2286
166.5,2246
167.0,2237
167.5,2397
168.0,2320
168.5,1923
169.0,2020
169.5,1851
170.0,1797
170.5,1785
171.0,1854
171.5,1691
172.0,1353
172.5,1284
173.0,1166
173.5,1109
174.0,1481
174.5,1524
175.0,1407
175.5,1230
176.0,1049
176.5,974
177.0,862
177.5,719
178.0,836
178.5,879
179.0,899
179.5,742
180.0,936
180.5,1054
181.0,960
181.5,1188
182.0,678
