Second,Count
0.0,642
0.5,1324
1.0,1406
1.5,1301
2.0,1278
2.5,1246
3.0,1192
3.5,1406
4.0,1392
4.5,1305
5.0,1342
5.5,1427
6.0,1476
6.5,1483
7.0,1648
7.5,1669
8.0,2046
8.5,3695
9.0,4026
9.5,4226
10.0,3857
10.5,3318
11.0,3098
11.5,2948
12.0,2361
12.5,1777
13.0,1561
13.5,1831
14.0,1674
14.5,2082
15.0,2280
15.5,2322
16.0,1494
16.5,1603
17.0,1697
17.5,1726
18.0,2338
18.5,2903
19.0,3141
19.5,3630
20.0,3524
20.5,3195
21.0,2921
21.5,3863
22.0,4796
22.5,4678
23.0,3913
23.5,3849
24.0,3759
24.5,3728
25.0,4928
25.5,4760
26.0,4370
26.5,4167
27.0,4819
27.5,4453
28.0,4970
28.5,4704
29.0,4760
29.5,4856
30.0,5004
30.5,5010
31.0,5485
31.5,6118
32.0,5926
32.5,5269
33.0,5354
33.5,5239
34.0,4959
34.5,4827
35.0,5451
35.5,4924
36.0,3857
36.5,3240
37.0,3175
37.5,3185
38.0,3120
38.5,3067
39.0,3030
39.5,3081
40.0,2996
40.5,2843
41.0,2846
41.5,2803
42.0,2719
42.5,2613
43.0,2613
43.5,2571
44.0,2470
44.5,2433
45.0,2444
45.5,2562
46.0,2448
46.5,2406
47.0,2442
47.5,2396
48.0,2471
48.5,2451
49.0,2428
49.5,2354
50.0,2345
50.5,2339
51.0,2315
51.5,2436
52.0,2394
52.5,2252
53.0,2203
53.5,2093
54.0,2168
54.5,2134
55.0,2074
55.5,2145
56.0,2082
56.5,2044
57.0,2040
57.5,2152
58.0,2354
58.5,2421
59.0,2513
59.5,2840
60.0,4143
60.5,4002
61.0,3519
61.5,3120
62.0,2833
62.5,2829
63.0,2947
63.5,2711
64.0,2648
64.5,2651
65.0,2691
65.5,2718
66.0,2671
66.5,2679
67.0,2670
67.5,2655
68.0,2427
68.5,2188
69.0,2185
69.5,1996
70.0,1975
70.5,2019
71.0,2005
71.5,1891
72.0,2057
72.5,1938
73.0,1825
73.5,1882
74.0,1885
74.5,1726
75.0,1413
75.5,1958
76.0,2302
76.5,1542
77.0,1045
77.5,1193
78.0,1364
78.5,2305
79.0,4332
79.5,4656
80.0,4957
80.5,5034
81.0,4091
81.5,4233
82.0,3893
82.5,3439
83.0,3362
83.5,4141
84.0,4347
84.5,3448
85.0,3008
85.5,3228
86.0,4146
86.5,4279
87.0,4223
87.5,3927
88.0,2707
88.5,2367
89.0,2039
89.5,2051
90.0,2120
90.5,2160
91.0,2106
91.5,3076
92.0,3589
92.5,2981
93.0,2366
93.5,2372
94.0,2214
94.5,1575
95.0,1804
95.5,2374
96.0,2421
96.5,2338
97.0,2325
97.5,2298
98.0,1951
98.5,1995
99.0,3327
99.5,3280
100.0,2997
100.5,2701
101.0,2388
101.5,2184
102.0,1925
102.5,1754
103.0,1654
103.5,1518
104.0,1584
104.5,1473
105.0,1449
105.5,1483
106.0,1424
106.5,1379
107.0,1334
107.5,1312
108.0,1399
108.5,1581
109.0,1646
109.5,1686
110.0,1599
110.5,1761
111.0,2173
111.5,2614
112.0,2734
112.5,2778
113.0,2874
113.5,2782
114.0,2758
114.5,2862
115.0,3134
115.5,3097
116.0,3099
116.5,2969
117.0,3098
117.5,2945
118.0,2776
118.5,2753
119.0,2841
119.5,2785
120.0,2978
120.5,3022
121.0,3189
121.5,3268
122.0,3579
122.5,3560
123.0,3904
123.5,3930
124.0,4016
124.5,3894
125.0,3843
125.5,4000
126.0,4079
126.5,4382
127.0,4309
127.5,4544
128.0,4331
128.5,4288
129.0,4350
129.5,4316
130.0,4261
130.5,4074
131.0,4198
131.5,3925
132.0,3936
132.5,3880
133.0,3752
133.5,3464
134.0,3587
134.5,3339
135.0,2732
135.5,2301
136.0,2104
136.5,1611
137.0,1526
137.5,1411
138.0,1548
138.5,1575
139.0,1646
139.5,1583
140.0,1516
140.5,1527
141.0,1578
141.5,1413
142.0,1437
142.5,1436
143.0,1380
143.5,1265
144.0,1100
144.5,1063
145.0,933
145.5,859
146.0,763
146.5,657
147.0,729
147.5,749
148.0,708
148.5,736
149.0,725
149.5,696
150.0,695
150.5,742
151.0,712
151.5,750
152.0,772
152.5,737
153.0,768
153.5,713
154.0,761
154.5,749
155.0,797
155.5,780
156.0,804
156.5,814
157.0,755
157.5,767
158.0,810
158.5,743
159.0,783
159.5,778
160.0,752
160.5,795
161.0,744
161.5,780
162.0,708
162.5,718
163.0,751
163.5,731
164.0,676
164.5,646
165.0,687
165.5,640
166.0,670
166.5,721
167.0,733
167.5,796
168.0,807
168.5,941
169.0,1045
169.5,1099
170.0,1350
170.5,1601
171.0,2170
171.5,2545
172.0,2512
172.5,2788
173.0,2709
173.5,2621
174.0,3474
174.5,3018
175.0,3126
175.5,3578
176.0,4550
176.5,4039
177.0,3828
177.5,3134
178.0,2047
178.5,1693
179.0,1488
179.5,1790
180.0,2000
180.5,1324
181.0,1290
181.5,1384
182.0,1204
182.5,1090
183.0,1268
183.5,1598
184.0,1473
184.5,1382
185.0,1340
185.5,1318
186.0,1353
186.5,1810
187.0,2050
187.5,2544
188.0,3206
188.5,3376
189.0,2819
189.5,2993
190.0,2324
190.5,1573
191.0,973
191.5,1300
192.0,1930
192.5,1636
193.0,1238
193.5,1143
194.0,1198
194.5,1060
195.0,1013
195.5,1019
196.0,965
196.5,1011
197.0,995
197.5,1002
198.0,987
198.5,950
199.0,962
199.5,939
200.0,972
200.5,938
201.0,899
201.5,977
202.0,922
202.5,883
203.0,856
203.5,895
204.0,886
204.5,879
205.0,947
205.5,944
206.0,932
206.5,1011
207.0,1003
207.5,946
208.0,957
208.5,951
209.0,936
209.5,855
210.0,900
210.5,860
211.0,908
211.5,837
212.0,900
212.5,840
213.0,804
213.5,824
214.0,813
214.5,759
215.0,780
215.5,735
216.0,727
216.5,723
217.0,739
217.5,674
218.0,669
218.5,670
219.0,646
219.5,535
220.0,531
220.5,458
221.0,421
221.5,328
222.0,237
222.5,122
223.0,27
223.5,12
224.0,4
225.0,1
226.0,1
226.5,1
