Second,Count
0.0,191
0.5,337
1.0,337
1.5,335
2.0,406
2.5,420
3.0,410
3.5,413
4.0,438
4.5,485
5.0,511
5.5,529
6.0,705
6.5,851
7.0,909
7.5,872
8.0,916
8.5,855
9.0,807
9.5,739
10.0,761
10.5,769
11.0,799
11.5,1001
12.0,972
12.5,1043
13.0,1184
13.5,1270
14.0,1477
14.5,1739
15.0,2035
15.5,2298
16.0,2703
16.5,2970
17.0,3441
17.5,3918
18.0,4091
18.5,4415
19.0,4701
19.5,4891
20.0,5108
20.5,5120
21.0,4830
21.5,4745
22.0,4521
22.5,4699
23.0,4669
23.5,4864
24.0,5037
24.5,4815
25.0,5074
25.5,4995
26.0,4561
26.5,4752
27.0,4874
27.5,4537
28.0,4651
28.5,4481
29.0,4150
29.5,4011
30.0,4043
30.5,3843
31.0,3980
31.5,4236
32.0,4276
32.5,3806
33.0,3296
33.5,3810
34.0,4004
34.5,4046
35.0,4235
35.5,4398
36.0,4479
36.5,4111
37.0,4252
37.5,4435
38.0,4539
38.5,4535
39.0,4418
39.5,4420
40.0,4319
40.5,4259
41.0,3645
41.5,3646
42.0,3395
42.5,3293
43.0,3640
43.5,3710
44.0,3768
44.5,3563
45.0,3944
45.5,3160
46.0,2926
46.5,2897
47.0,3603
47.5,3300
48.0,3088
48.5,3075
49.0,2225
49.5,2793
50.0,3238
50.5,3776
51.0,3381
51.5,3707
52.0,3849
52.5,3814
53.0,3848
53.5,5226
54.0,4569
54.5,5263
55.0,6390
55.5,6133
56.0,4729
56.5,4270
57.0,4274
57.5,4882
58.0,5299
58.5,5428
59.0,5117
59.5,6128
60.0,6288
60.5,5881
61.0,5947
61.5,6199
62.0,5993
62.5,5791
63.0,5679
63.5,5521
64.0,5097
64.5,4981
65.0,5007
65.5,4991
66.0,5051
66.5,4899
67.0,4690
67.5,4732
68.0,4650
68.5,4262
69.0,4257
69.5,4319
70.0,4366
70.5,4414
71.0,4164
71.5,4139
72.0,4031
72.5,4019
73.0,4088
73.5,3979
74.0,3730
74.5,3665
75.0,3695
75.5,3718
76.0,3843
76.5,3627
77.0,3390
77.5,3436
78.0,3527
78.5,3613
79.0,3505
79.5,3363
80.0,3336
80.5,3200
81.0,3146
81.5,3107
82.0,2947
82.5,2845
83.0,2750
83.5,2676
84.0,2676
84.5,2542
85.0,2446
85.5,2481
86.0,2356
86.5,2061
87.0,1767
87.5,2117
88.0,2288
88.5,2514
89.0,2552
89.5,2561
90.0,2443
90.5,2367
91.0,2405
91.5,2397
92.0,2471
92.5,2332
93.0,2350
93.5,2295
94.0,2328
94.5,2204
95.0,2241
95.5,2168
96.0,2000
96.5,1603
97.0,1338
97.5,1407
98.0,1809
98.5,2248
99.0,2181
99.5,2156
100.0,3206
100.5,4046
101.0,4059
101.5,4192
102.0,3784
102.5,3309
103.0,2212
103.5,2355
104.0,2160
104.5,2299
105.0,2488
105.5,3482
106.0,4928
106.5,4181
107.0,3535
107.5,3586
108.0,3076
108.5,2477
109.0,2608
109.5,2655
110.0,2806
110.5,2853
111.0,3397
111.5,3677
112.0,3927
112.5,3414
113.0,3014
113.5,2431
114.0,1902
114.5,2060
115.0,2472
115.5,2346
116.0,1979
116.5,1710
117.0,1857
117.5,1689
118.0,1995
118.5,2093
119.0,2283
119.5,2078
120.0,2050
120.5,1962
121.0,1886
121.5,1764
122.0,1892
122.5,1678
123.0,1734
123.5,1570
124.0,1721
124.5,1599
125.0,1747
125.5,1558
126.0,1459
126.5,1091
127.0,1113
127.5,1537
128.0,1685
128.5,1554
129.0,1631
129.5,1486
130.0,1500
130.5,1489
131.0,1559
131.5,1722
132.0,1671
132.5,1353
133.0,1143
133.5,1204
134.0,1179
134.5,1182
135.0,1105
135.5,1177
136.0,1087
136.5,1099
137.0,1051
137.5,1004
138.0,952
138.5,1003
139.0,1062
139.5,1053
140.0,1087
140.5,1002
141.0,979
141.5,904
142.0,946
142.5,933
143.0,932
143.5,943
144.0,885
144.5,891
145.0,828
145.5,860
146.0,753
146.5,812
147.0,720
147.5,782
148.0,804
148.5,795
149.0,777
149.5,839
150.0,907
150.5,930
151.0,1006
151.5,1033
152.0,1056
152.5,1033
153.0,1033
153.5,1046
154.0,1033
154.5,1108
155.0,1053
155.5,1055
156.0,1077
156.5,1153
157.0,1072
157.5,1047
158.0,1106
158.5,1022
159.0,858
159.5,860
160.0,954
160.5,1022
161.0,1219
161.5,1182
162.0,1082
162.5,1059
163.0,1108
163.5,1094
164.0,1091
164.5,1106
165.0,1044
165.5,1026
166.0,953
166.5,890
167.0,918
167.5,1230
168.0,1261
168.5,1442
169.0,1395
169.5,1292
170.0,1282
170.5,880
171.0,1378
171.5,1639
172.0,1987
172.5,1994
173.0,1950
173.5,1914
174.0,2223
174.5,2235
175.0,2251
175.5,2353
176.0,2373
176.5,2177
177.0,2152
177.5,2158
178.0,2040
178.5,1995
179.0,1697
179.5,1758
180.0,2080
180.5,2025
181.0,2333
181.5,2276
182.0,2586
182.5,2260
183.0,1904
183.5,1688
184.0,1555
184.5,1375
185.0,1199
185.5,1160
186.0,1260
186.5,1257
187.0,1454
187.5,1485
188.0,1284
188.5,1007
189.0,885
189.5,958
190.0,1041
190.5,1083
191.0,1099
191.5,1241
192.0,1323
192.5,1311
193.0,1256
193.5,1176
194.0,1197
194.5,1163
195.0,1155
195.5,1038
196.0,1020
196.5,961
197.0,882
197.5,786
198.0,743
198.5,733
199.0,727
199.5,627
200.0,650
200.5,563
201.0,560
201.5,472
202.0,431
202.5,325
203.0,255
203.5,196
204.0,171
204.5,117
205.0,74
205.5,21
206.0,18
206.5,6
207.0,3
207.5,9
208.0,2
208.5,2
209.0,1
210.0,3
210.5,1
211.5,2
