Second,Count
0.0,645
0.5,1460
1.0,1233
1.5,1191
2.0,1057
2.5,1152
3.0,1156
3.5,1144
4.0,1161
4.5,1223
5.0,1169
5.5,1273
6.0,1312
6.5,1479
7.0,1375
7.5,1512
8.0,1519
8.5,1672
9.0,1812
9.5,1921
10.0,2117
10.5,2200
11.0,2327
11.5,2785
12.0,2678
12.5,2749
13.0,2765
13.5,2836
14.0,2665
14.5,2736
15.0,2739
15.5,2868
16.0,2855
16.5,3055
17.0,3219
17.5,3280
18.0,3471
18.5,3549
19.0,3728
19.5,3940
20.0,3753
20.5,3498
21.0,3232
21.5,4007
22.0,4256
22.5,4272
23.0,4863
23.5,4933
24.0,5061
24.5,4769
25.0,4743
25.5,4757
26.0,4634
26.5,4704
27.0,4371
27.5,4594
28.0,4939
28.5,5185
29.0,5307
29.5,5477
30.0,5567
30.5,5841
31.0,5669
31.5,5718
32.0,5509
32.5,5125
33.0,4239
33.5,4183
34.0,3676
34.5,3552
35.0,3883
35.5,3824
36.0,3767
36.5,3983
37.0,3844
37.5,4035
38.0,3972
38.5,3762
39.0,3591
39.5,3453
40.0,3666
40.5,3472
41.0,3470
41.5,3790
42.0,3733
42.5,3841
43.0,3942
43.5,4259
44.0,4192
44.5,4340
45.0,4171
45.5,4294
46.0,4069
46.5,4202
47.0,4265
47.5,4245
48.0,3811
48.5,3700
49.0,3724
49.5,3853
50.0,3687
50.5,3698
51.0,3798
51.5,3739
52.0,3594
52.5,3570
53.0,3307
53.5,3205
54.0,3426
54.5,3502
55.0,3444
55.5,3604
56.0,3802
56.5,3525
57.0,3487
57.5,3842
58.0,3610
58.5,3857
59.0,3923
59.5,4007
60.0,3765
60.5,3777
61.0,3862
61.5,4058
62.0,3858
62.5,3747
63.0,3436
63.5,3442
64.0,3502
64.5,3579
65.0,3464
65.5,3418
66.0,2911
66.5,2586
67.0,2964
67.5,2943
68.0,3148
68.5,3355
69.0,3123
69.5,2884
70.0,3042
70.5,2961
71.0,3379
71.5,3455
72.0,3311
72.5,3198
73.0,3152
73.5,3096
74.0,2948
74.5,2834
75.0,2784
75.5,2763
76.0,2593
76.5,2522
77.0,2410
77.5,2378
78.0,2519
78.5,2474
79.0,2397
79.5,2280
80.0,2308
80.5,2114
81.0,2052
81.5,2155
82.0,2243
82.5,2311
83.0,2226
83.5,2411
84.0,2378
84.5,2323
85.0,2278
85.5,2181
86.0,2127
86.5,1814
87.0,1655
87.5,1683
88.0,1799
88.5,1892
89.0,1936
89.5,1927
90.0,1975
90.5,1935
91.0,1838
91.5,1830
92.0,1747
92.5,1659
93.0,1684
93.5,1736
94.0,1704
94.5,1676
95.0,1770
95.5,1624
96.0,1625
96.5,1412
97.0,1347
97.5,1389
98.0,1481
98.5,1532
99.0,1481
99.5,1565
100.0,1495
100.5,1511
101.0,1504
101.5,1651
102.0,1678
102.5,1616
103.0,1611
103.5,1807
104.0,1748
104.5,1782
105.0,1954
105.5,2049
106.0,2121
106.5,2357
107.0,2439
107.5,2355
108.0,2563
108.5,2597
109.0,2553
109.5,2710
110.0,2611
110.5,2689
111.0,2506
111.5,2386
112.0,2310
112.5,2089
113.0,2178
113.5,2290
114.0,2438
114.5,2504
115.0,2614
115.5,2684
