Second,Count
0.0,190
0.5,370
1.0,364
1.5,361
2.0,361
2.5,365
3.0,398
3.5,427
4.0,440
4.5,452
5.0,475
5.5,522
6.0,582
6.5,603
7.0,637
7.5,725
8.0,1096
8.5,1214
9.0,1223
9.5,1186
10.0,1148
10.5,1120
11.0,1085
11.5,1048
12.0,1016
12.5,972
13.0,1070
13.5,1158
14.0,1376
14.5,1597
15.0,1808
15.5,1921
16.0,2258
16.5,2395
17.0,2575
17.5,2804
18.0,3014
18.5,3194
19.0,3378
19.5,3767
20.0,4016
20.5,4217
21.0,4429
21.5,4523
22.0,4712
22.5,4725
23.0,4698
23.5,4721
24.0,4825
24.5,4968
25.0,5039
25.5,4920
26.0,4953
26.5,5053
27.0,4816
27.5,5131
28.0,5289
28.5,5309
29.0,5033
29.5,4767
30.0,5000
30.5,5232
31.0,5305
31.5,5126
32.0,5165
32.5,4938
33.0,4508
33.5,4133
34.0,4160
34.5,4010
35.0,3882
35.5,3773
36.0,3584
36.5,3519
37.0,3623
37.5,3296
38.0,3524
38.5,3992
39.0,4026
39.5,4087
40.0,4148
40.5,4545
41.0,4798
41.5,4886
42.0,5215
42.5,5310
43.0,5383
43.5,5128
44.0,4825
44.5,4718
45.0,4424
45.5,4353
46.0,4406
46.5,4471
47.0,4681
47.5,4764
48.0,4765
48.5,4545
49.0,4665
49.5,5037
50.0,4200
50.5,3640
51.0,3215
51.5,3215
52.0,3072
52.5,3534
53.0,3949
53.5,3925
54.0,3372
54.5,3572
55.0,4096
55.5,4381
56.0,4508
56.5,4469
57.0,5059
57.5,4948
58.0,5123
58.5,4895
59.0,4899
59.5,4469
60.0,5462
60.5,5390
61.0,5479
61.5,5068
62.0,4816
62.5,4368
63.0,4804
63.5,4512
64.0,5067
64.5,5572
65.0,5313
65.5,5046
66.0,6163
66.5,5779
67.0,5563
67.5,5435
68.0,5332
68.5,5283
69.0,4971
69.5,4774
70.0,4749
70.5,4324
71.0,4315
71.5,4187
72.0,4079
72.5,3578
73.0,3314
73.5,3481
74.0,3537
74.5,3420
75.0,3330
75.5,3340
76.0,3242
76.5,3169
77.0,3028
77.5,2990
78.0,3098
78.5,3234
79.0,3100
79.5,2957
80.0,2952
80.5,2969
81.0,3025
81.5,2850
82.0,2911
82.5,2882
83.0,2841
83.5,2855
84.0,2828
84.5,2762
85.0,2759
85.5,2802
86.0,2735
86.5,2612
87.0,2610
87.5,2501
88.0,2387
88.5,2277
89.0,2291
89.5,2146
90.0,2046
90.5,2066
91.0,1896
91.5,2196
92.0,2222
92.5,2567
93.0,2409
93.5,2564
94.0,2459
94.5,2757
95.0,2590
95.5,2447
96.0,2565
96.5,2682
97.0,2573
97.5,2472
98.0,2406
98.5,2529
99.0,2330
99.5,2285
100.0,2280
100.5,2381
101.0,2238
101.5,2115
102.0,2107
102.5,2353
103.0,2346
103.5,2482
104.0,2537
104.5,2447
105.0,2279
105.5,2540
106.0,2749
106.5,3175
107.0,3340
107.5,4635
108.0,7261
108.5,7522
109.0,7128
109.5,6700
110.0,5509
110.5,3878
111.0,3690
111.5,3359
112.0,2895
112.5,2655
113.0,1759
113.5,1718
114.0,1856
114.5,2010
115.0,2207
115.5,2327
116.0,2235
116.5,2171
117.0,2273
117.5,2200
118.0,2342
118.5,2372
119.0,3070
119.5,3000
120.0,3317
120.5,3481
121.0,3591
121.5,3356
122.0,3140
122.5,3054
123.0,2490
123.5,2189
124.0,2320
124.5,2376
125.0,2662
125.5,2343
126.0,2223
126.5,2117
127.0,2104
127.5,2071
128.0,1949
128.5,1870
129.0,1897
129.5,1829
130.0,1933
130.5,2004
131.0,1955
131.5,1938
132.0,1833
132.5,1699
133.0,1692
133.5,1536
134.0,1684
134.5,1692
135.0,1646
135.5,1507
136.0,1584
136.5,1547
137.0,1543
137.5,1522
138.0,1570
138.5,1623
139.0,1760
139.5,1848
140.0,1904
140.5,2042
141.0,2153
141.5,2302
142.0,2395
142.5,2454
143.0,2508
143.5,2565
144.0,2469
144.5,2544
145.0,2568
145.5,2588
146.0,2564
146.5,2532
147.0,2492
147.5,2393
148.0,2443
148.5,2384
149.0,2349
149.5,2255
150.0,2221
150.5,2190
151.0,2205
151.5,2209
152.0,2261
152.5,2152
153.0,1815
153.5,1723
154.0,1533
154.5,1418
155.0,1380
155.5,1603
156.0,1480
156.5,1502
157.0,1515
157.5,1331
158.0,1478
158.5,1527
159.0,1713
159.5,1586
160.0,1574
160.5,1634
161.0,1374
161.5,1331
162.0,1289
162.5,1265
163.0,1116
163.5,1101
164.0,1101
164.5,1096
165.0,1188
165.5,1155
166.0,1115
166.5,1059
167.0,1112
167.5,1012
168.0,906
168.5,837
169.0,599
169.5,343
170.0,228
170.5,68
171.0,21
171.5,3
172.0,13
172.5,10
173.0,9
174.0,4
