0,1,2,3,4,5,6,7,8,9,10,11,12
-432.84644,43.99114,28.5625,15.571896,9.724539,7.685258,5.1613407,2.0899599,0.6365127,1.1117222,1.5014935,0.003860163,-3.0691392
-374.79718,112.05903,66.68906,29.484474,13.278449,8.176654,3.8090603,0.5700993,0.8530497,1.6912107,-0.7370531,-5.9531856,-11.064844
-381.34912,106.36358,67.90444,34.42226,17.092083,9.415466,3.7618356,-0.14577302,-1.4962332,-3.1983025,-7.7632356,-13.485272,-17.013317
-387.6111,99.84556,65.816635,34.845493,17.62405,9.410313,2.957603,-2.3851545,-4.7006297,-5.4958477,-7.842956,-11.746316,-14.748811
-388.46994,99.5622,66.74378,35.04395,15.692292,6.1364775,-0.27060625,-5.2292027,-7.20967,-7.2605796,-8.938883,-13.557407,-18.585289
-381.18747,107.147064,69.04039,34.26854,15.493874,8.537319,4.7063427,0.16047569,-4.951223,-9.495221,-12.242499,-12.983864,-13.156964
-377.49585,107.72957,61.685875,25.182243,11.893127,11.392941,10.122023,3.6284544,-5.912784,-13.395947,-14.356187,-10.566767,-8.868249
-386.60294,97.30925,56.290955,23.227552,10.220312,8.128025,5.1863294,-2.0221722,-11.301395,-18.38832,-19.192541,-14.4523325,-10.325202
-392.12204,92.06313,54.856224,21.31119,4.287382,-0.66744214,-3.3619952,-8.166362,-13.57796,-16.335545,-14.801843,-11.038051,-9.584359
-396.83435,86.873375,52.438217,20.193354,2.2995803,-4.386596,-8.208819,-12.592303,-15.9718895,-16.812279,-15.9282255,-15.236796,-15.912342
-381.94736,101.8641,56.788525,20.965315,6.9314446,3.5716438,-1.0849223,-7.5665026,-11.903057,-13.186627,-12.822957,-12.222613,-12.529314
-352.0003,134.03033,69.584465,22.803137,8.171173,5.514481,0.34552363,-3.7298148,-3.5412061,-3.3251402,-4.728381,-5.5205035,-7.0604587
-359.86227,126.96778,70.535545,28.26783,12.080646,5.2593226,-2.6635642,-7.421869,-7.2970867,-7.3207545,-8.760513,-8.90846,-9.054741
-365.0067,122.3362,69.84136,27.865368,10.388171,4.50995,-1.898772,-7.552124,-9.017809,-8.65561,-9.100979,-9.73443,-10.823393
-370.48605,117.47526,69.70988,28.715559,9.134518,1.8965873,-4.85152,-11.514528,-13.536647,-11.484057,-9.902415,-11.117486,-14.223104
-369.51187,120.4192,74.21647,30.88489,7.405485,-0.18015717,-3.7400513,-8.336433,-11.637241,-11.808721,-10.866422,-11.427167,-13.781982
-373.338,118.04916,77.005196,34.452103,6.7939763,-4.6947165,-8.266986,-10.777408,-13.153192,-13.719765,-12.55356,-11.845995,-13.483688
-372.8291,119.18299,78.517876,35.025005,5.390436,-7.4904976,-10.937601,-12.490944,-14.180574,-14.515848,-13.087673,-11.889931,-12.979277
-371.41388,121.67866,81.56346,37.182877,5.3911366,-8.887387,-11.341401,-10.276191,-10.134909,-10.898062,-11.368146,-11.789792,-13.503791
-372.7552,119.68513,79.18447,34.081135,1.5770245,-12.790704,-14.416916,-12.004552,-10.777558,-11.210478,-11.994082,-12.947977,-15.1483555
-366.32132,123.43529,75.45107,31.846254,6.1988583,-5.5543175,-9.285644,-8.658124,-8.002509,-9.557015,-11.625847,-12.6283045,-13.395598
-344.58823,139.79482,68.66907,20.747078,5.2894506,-1.0129468,-6.166928,-5.916682,-5.4524217,-10.575174,-15.294169,-12.960472,-6.8808537
-350.6466,131.17627,60.74272,15.304797,3.0207534,-2.1398418,-9.163178,-11.529775,-11.536712,-14.439111,-15.993271,-11.691699,-5.6616135
-358.66504,123.93273,59.320774,13.956528,-0.65394026,-5.821816,-12.510958,-15.633929,-15.3772955,-17.39151,-19.413406,-15.653208,-8.953634
-364.65692,119.79343,61.555374,15.98105,-2.9897017,-10.392679,-17.785265,-22.616516,-22.608778,-21.294064,-19.900452,-16.194008,-11.338601
-359.30145,123.713745,59.697426,12.584513,-5.3816032,-12.374922,-18.903856,-21.966618,-20.783712,-18.577133,-15.9259,-11.997454,-8.418853
-333.69418,143.47472,54.064327,3.071,-5.212516,-7.4719195,-11.567654,-10.1210575,-9.750326,-13.614514,-12.46907,-5.6311603,-3.2661357
-344.0167,133.49289,52.50667,5.9060907,-2.6154552,-6.9703794,-14.048729,-15.443713,-16.40386,-20.419353,-18.592615,-9.358356,-3.5604508
-351.38828,128.97192,54.96917,5.0712132,-9.24666,-13.169312,-18.19152,-19.464758,-18.544764,-19.65517,-18.455475,-11.925195,-7.1391315
-355.0971,125.53628,54.451588,5.6025767,-8.949284,-13.852553,-21.185518,-24.01247,-21.154003,-18.873198,-17.065243,-12.877396,-10.20935
-353.58643,126.97822,55.068844,5.9797854,-9.282827,-14.716468,-21.401672,-23.863934,-21.721386,-19.88453,-17.890205,-13.487046,-10.267614
-308.44537,158.22142,43.163246,-2.9550784,-3.4757457,-12.789409,-18.155972,-12.219698,-17.74599,-27.16011,-17.314917,-0.13873197,1.3656781
-306.64774,161.19633,44.863087,-2.827041,-0.010592682,-6.2281175,-15.265226,-14.290631,-20.273575,-27.558414,-15.501401,2.4537234,3.0312731
-303.9323,164.60202,42.868893,-13.082934,-9.75271,-9.520773,-18.584894,-19.658272,-20.220127,-23.129522,-16.699854,-5.119951,-2.9273546
-290.3482,179.70139,47.831623,-14.179347,-4.5965166,3.352133,-9.314638,-16.175842,-13.532799,-13.630461,-14.143197,-9.980848,-6.163561
-269.73618,195.52841,40.835953,-27.427776,-9.175187,1.9990844,-15.974555,-22.617432,-13.302652,-12.630548,-18.45679,-15.489275,-8.408335
-264.0916,198.53952,35.67006,-34.436287,-12.825782,0.360037,-17.433563,-22.203703,-9.970429,-8.853764,-16.705444,-15.11679,-7.4988313
-213.03809,222.49297,8.608533,-36.78991,5.4407516,-0.21111484,-19.305956,-12.605846,-8.646408,-12.184213,-11.222885,-10.922678,-11.201223
-232.26619,208.34657,11.435082,-33.397285,6.533509,1.4299775,-21.344479,-16.40964,-9.984721,-15.287976,-17.050097,-14.337987,-12.6722765
-185.15277,193.1592,-25.51039,-7.53944,7.840816,-9.943272,-12.236134,-8.864285,-14.389655,-10.315264,-9.961954,-17.604591,-8.780285
-108.33703,143.30466,-26.790215,12.078805,-19.015322,1.8551579,-29.527214,-2.5144556,-28.320213,-21.154264,-3.8343985,-21.191536,-8.841323
-98.5512,131.57578,-11.740792,14.587693,-8.835595,10.467347,-28.152727,9.780048,-6.7407455,-12.480797,12.491097,-15.107914,0.55741286
-119.07422,172.14449,-38.30839,19.541636,-1.9201536,5.0621395,-17.953043,1.7497115,-8.329343,-8.223346,2.094858,-15.7974,-2.7955353
-124.97996,158.7494,4.095832,7.807994,0.103004724,20.078024,-18.867035,18.332813,-20.487968,-16.542906,10.245469,-11.344518,-3.3693025
-113.72221,140.8673,-25.79541,25.448765,0.7313726,13.983341,-28.38797,8.654331,-9.647248,-11.052732,5.1138263,-19.74514,-0.5687419
-128.99904,159.56154,-19.366642,18.710238,-1.3709577,9.959196,-21.148027,4.9692307,-18.077473,-7.05923,1.8782971,-12.336577,0.89616054
-103.83668,135.01624,-6.64191,6.864954,-6.695764,16.681597,-19.495014,7.8113756,-14.418309,-4.937283,4.222152,-10.571393,-6.0463996
-100.59145,158.51653,-16.94746,-2.186121,-18.074547,7.04472,-23.892809,0.5129799,-9.507007,-10.131405,5.075554,-9.778724,-5.81523
-133.66245,164.52448,-6.1447444,4.3454223,-7.880781,4.398583,-28.432901,6.8838964,-18.273771,-15.135061,2.0569143,-8.975464,-8.422584
-114.42046,154.47176,-26.608131,14.19202,-10.602522,4.6473613,-19.953184,4.155704,-11.009374,-9.17572,-0.29050526,-5.4328203,-9.893424
-116.503586,151.20906,-32.69956,14.096637,-11.076454,2.3257048,-27.792706,-2.5802996,-22.826012,-12.97615,-3.6329627,-20.187819,-3.8843768
-117.61595,132.92853,-4.649078,18.357332,-9.368563,2.677773,-22.418804,12.241196,-11.57365,-10.170499,5.5830555,-9.667511,-0.6349979
-109.7872,164.57558,-41.47628,21.384808,-2.3039694,3.2295792,-11.478991,1.1426286,-9.508596,-6.4623165,3.9946072,-10.171969,-4.511839
