-382.87323,11.917739,-0.85882986,33.597164,2.4237993,15.998948,1.6116081,10.91061,-0.8199179,5.1016145,3.1152067,2.6042123,5.9586983
-223.8343,46.363113,-27.24804,35.40395,-15.979149,24.820305,-5.395124,14.478614,-3.5722816,8.376092,-2.9665737,-3.0087817,-0.035525344
-183.31696,80.63237,-55.85597,10.393921,-24.959839,20.523026,-6.8010817,20.874596,3.923336,9.9288645,5.3341827,3.456402,9.407962
-205.79437,61.86241,-40.471542,15.501985,-36.7248,6.1864448,-18.166075,2.3368597,-1.5399594,-1.7560712,-13.635934,1.3551632,0.9250751
-153.80238,69.942505,-29.979742,49.346436,-21.398949,18.030695,-23.483091,5.1086864,-9.045901,0.44059646,-12.796395,-6.3069186,-7.2116814
-219.27005,113.50209,7.4510937,49.891743,25.01451,23.05138,4.508467,9.777892,8.123998,7.821918,5.499335,4.950233,3.4253447
-261.14188,101.70075,27.7362,56.087788,26.434721,25.756994,13.7233095,16.008898,6.309569,11.271538,8.581858,11.772809,5.130027
-173.11523,101.667,-24.333048,41.58336,13.665074,37.961437,3.7355835,11.319328,6.279173,7.4344587,8.439996,9.98269,4.298216
-119.76533,71.215836,-12.64853,60.823788,-5.4316444,35.30765,3.3241918,17.916496,3.8841538,13.67624,1.3905205,4.357197,0.30935058
-119.65543,53.044025,-17.009796,74.727036,-4.407216,31.031147,-14.097906,16.01744,-5.10392,10.019937,0.63518757,0.80172306,5.9557085
-144.67497,88.28324,1.8381344,52.900684,0.1618422,28.964436,2.6203458,19.221094,-0.8417635,5.5956826,2.8836136,9.934308,-5.8511095
-156.48874,107.4557,3.7180395,41.20707,-12.293428,12.811366,-5.468082,22.526648,1.3128856,7.6573176,-1.8270608,13.8285265,7.348024
-158.97472,105.15952,14.211373,54.60827,9.445513,28.145752,2.1321437,16.824663,-0.7897884,9.962033,-0.9855545,11.389423,2.289136
-146.47375,105.76337,-17.541374,63.31487,24.696198,24.574116,-13.815973,8.266974,10.851375,9.985016,-1.5485328,5.923881,0.34311834
