Second,Count,Band_0,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6
0.0,233,12.202135823254626,15.25068328854987,19.47659279626894,22.500529960660707,18.21988006784404,25.428212078221147,17.619042976201015
0.5,426,12.533253323549514,15.209540080642435,22.70200237273618,21.32179076404765,19.21858001990248,28.67705116730633,17.63748153448582
1.0,495,14.88588276808371,14.08986385773068,19.632716394039846,22.722400650003795,18.08840263526813,29.17476934635272,17.815694531673376
1.5,445,13.321917812670552,14.3030980513451,21.46410105225461,21.576323056930818,18.94794918284238,29.00378761540265,17.978429791924896
2.0,475,14.024401980581803,17.258218481925176,19.01388294499317,21.50434593573165,19.218294834093328,29.121229006322384,18.12852561844524
2.5,522,11.63656974294529,17.468872918335393,20.69964942303804,22.682552876045552,18.71579986868505,29.579815963279174,18.356751719797877
3.0,583,12.95716291289167,15.103887857982196,20.77242231901025,21.710087549505317,19.338437052333653,28.43958076215512,18.061891409535303
3.5,609,14.610737123131823,17.300157279640427,22.527791513710543,21.437585622445376,19.542334122044,27.12497270364707,18.233841366609656
4.0,688,15.352743807983511,16.597757028878817,20.633049811132903,22.133253879278165,19.140250240763063,26.161665528962654,20.16307308405152
4.5,957,16.22169308116936,14.346514124823626,21.306045256600527,23.010755795900213,18.436015490359814,25.26413511999891,21.51223379648766
5.0,1070,13.024615756326266,14.566324340439667,20.33285260433944,23.75110291438838,19.499619432489045,24.35678487811606,24.048351182899296
5.5,972,15.172130007885997,15.244743959898075,21.02297183668654,20.69060199161992,20.371154602160345,24.295066254577023,25.608864266383996
6.0,964,13.557957713505754,15.006344615623409,19.698247818933485,20.769131710604302,18.12315126851946,22.52601982238865,28.067118092892965
6.5,1017,12.117174465474625,14.4669657487644,19.42531480767773,21.707995339988564,19.602608026647985,20.922880981745905,30.279942399117846
7.0,1042,15.463689449019208,12.108550820623844,19.549431918832894,22.09431925019801,17.66068350635195,19.01122538494956,36.35808430856129
7.5,934,12.83024931161568,13.03180504781828,20.33304956692941,22.49691317267455,16.680986035673598,19.32912269353671,33.484083459027644
8.0,916,12.39528644063856,12.519359461338697,19.455308143225984,21.42776193814691,15.960518947330415,19.038987398497,36.38816818357343
8.5,967,11.60621788254821,12.334600257675056,20.323221384509736,24.705377313040582,17.426162310297098,19.89299820579962,36.6764143520161
9.0,764,14.842190084417735,11.33932748444556,19.812381212628324,21.715184732462497,16.882194261785287,19.367983663283297,35.17002097973681
9.5,867,12.75880837969302,13.428957360238332,20.134924919110947,22.354238857892675,16.853798151776402,18.773196093553583,33.92290651724387
10.0,875,8.53831491991903,13.983998630332778,20.280885309843832,23.7403623498794,16.987081126195434,19.81264862475095,37.10971044743208
10.5,913,10.631974898351132,12.71885390462794,21.059186558330648,23.194230743881576,17.914129351958408,19.59608590602336,34.96187695583324
11.0,988,11.437518809539313,10.102266597759732,22.034277692627924,21.609901852111324,16.788052163044856,19.926115390584545,33.783875425306334
11.5,1110,13.233153880727231,10.419372926153438,22.548541072981365,22.461114629180425,16.66525575852134,20.0933408693587,33.920701415520405
