Second,Count,Band_0,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6
0.0,108,13.033256603234744,12.89363914328515,14.839688245719946,17.727241848850188,17.976723567471574,16.990851651507306,18.76808546876682
0.5,202,15.255569330260723,18.79306254666532,19.646061917496198,26.577915148657343,22.06151740392322,20.953245003380005,17.701981993860382
1.0,205,19.364167664556224,19.69085618806747,22.526039502681133,25.6803119130218,22.419323705730616,20.968881685062478,17.867063757926577
1.5,234,20.62062973307316,22.139480796160917,22.61668479769897,26.578730002037663,22.856068641778656,20.78096866402328,18.07297000026627
2.0,252,22.153610613682847,18.80653732649163,23.57902056099572,26.61874453302787,23.568103304247312,20.589084640054484,18.52206817037562
2.5,281,18.21893196678591,16.23926562817569,24.39706832988275,23.98466567727546,22.196124502291568,21.29173971086913,18.204006238503244
3.0,307,15.264276487195964,9.74640952375386,24.459749186294253,23.466997288994843,23.452944286212755,23.62636824101806,17.729589633184894
3.5,329,17.27241875594627,11.156033260860877,26.422128194274624,24.611679566332487,25.440566017345343,23.115379825296294,18.05164842153851
4.0,372,16.296150047519273,12.640441375545944,25.090263300780105,26.494920667072936,24.94619210756988,23.30112860321526,18.21426999352297
4.5,415,15.763361945699584,17.951041072701198,26.531260577496337,26.91930899495439,25.730167554846147,23.601682656187464,18.12859901683168
5.0,567,14.03971812572994,14.639923864978208,24.047359904393392,25.447980964264183,24.05011663337985,21.25649645681524,18.15064516021829
5.5,694,14.944799246707108,9.598006154424583,17.65829607781346,24.92868045220369,21.683043913588467,20.01047393593502,17.71442412364806
6.0,700,19.075398219083908,9.370135947782376,17.416387627170778,23.509976930007284,21.667583120031143,20.452801327042067,17.54892231917786
6.5,611,21.701714253745816,10.944643273177904,18.260518305513592,24.750046956619244,23.721240236462496,21.04187489585764,17.851298244921125
7.0,609,21.23813348703543,9.438935388583616,17.291342437745584,25.520659317164878,23.50566418640545,20.956316127344326,18.32436380166348
7.5,578,22.22816002036032,10.452986673290098,19.134286943520426,26.07017830257725,22.648602488254177,20.53170501848156,18.248756836825383
8.0,605,21.91804901721005,9.563333330407746,18.731688095419813,26.11544635025929,22.18919339970583,18.77771253428599,18.46335490994049
8.5,563,22.10134247421272,10.77932987143267,18.50256713004676,26.736907446091664,22.918231331100024,16.855930000783676,18.502799752869844
9.0,617,24.21342933581715,11.431790497590004,19.95093577215368,27.365733575288928,21.617775590832515,15.625839642087618,18.25575699064485
9.5,603,21.688345954476983,9.642201677949366,16.97314298707457,28.11796471709038,22.053671229484607,15.686611274620937,18.276847642444636
10.0,661,20.58541695550784,8.87841992171756,17.75812397081135,25.332091230500467,20.65129616067259,18.332489468716325,18.563893028707074
10.5,720,14.575304850563624,8.556767405184786,21.029417961888647,26.59947668104773,21.418058709981125,24.104727966618174,18.519784353986456
11.0,710,16.81489189509378,11.425567996967333,21.43029770270039,27.791025403191377,23.962832734173777,25.19576773067961,18.52315181315094
11.5,823,15.494063875143896,16.144705463195816,20.96101176384444,29.35627304885117,24.07591698429179,24.719266099582786,18.38124405551438
12.0,833,15.99821652365904,19.726497340066945,22.373172075796887,30.16150809612905,23.506094019374164,25.22587214568189,17.911764178766603
12.5,933,13.93377225547782,20.446838430585657,21.542120378114404,31.036458240178035,24.192540272170824,24.16526533042234,18.40142999225954
13.0,1011,15.325485182580142,17.08717736629893,19.661251711845537,27.11154232545714,23.32430445014108,24.16534115836833,19.932388839946057
13.5,1118,16.83175513127731,17.85809845249248,23.30019467736579,25.96166292358064,25.26238373115765,24.50432849259556,19.340674912166243
14.0,1193,14.797563095775148,17.061210820583796,23.571577369907967,28.704280395063986,25.27824599524455,24.28642984536947,18.96282406249929
14.5,1333,14.557749848260896,19.66473121186548,23.4905738712636,28.723199271982704,26.285341332650745,25.273029842311825,18.208040436811352
15.0,1513,14.132112874595151,19.003080167651596,24.04840955960411,28.46261447768938,24.682281333849588,24.657090639126174,18.655052696603136
15.5,1600,16.09549622054908,19.35573592787913,20.145918381634555,26.454558756842324,23.56391286787527,25.707634560430886,21.66311029062582
16.0,1872,17.787757293082777,15.92550620420583,20.203982784997915,24.88245240894568,24.864805818823903,27.534114678505198,20.49157726633765
16.5,2089,17.8327706768995,16.715796766065083,19.903222919269638,23.639259548601046,24.255616493314783,26.38367108843384,19.94099683875105
17.0,2252,21.26344164712325,12.20139882830732,17.342666779695293,21.135988416947537,21.485323455508365,25.876100647488325,18.12948860521661
17.5,2650,23.37727408257332,10.241548739722692,13.846106487658576,19.64525002951073,21.86682169147913,26.10855686688489,17.56675279080991
18.0,2956,20.479563418162705,10.74125970296628,13.375891550310484,18.11036882791159,21.153595964738077,25.21515973963135,17.275390327496318
18.5,2939,22.20146847563612,8.514009082313676,12.630530498960296,14.859173186666052,17.232912010599172,22.1110547477657,19.432041793214843
19.0,2928,23.2984518218758,9.312334561989193,13.951995252671113,14.862751876913247,17.394767044682542,23.21187257946412,19.141571731642383
19.5,2874,21.20613873178372,8.827460069835404,12.195782455209462,14.092019944678093,14.481474031023248,18.01680035224244,24.436003069458103
20.0,2777,20.266499050613504,9.736431072708012,15.046269568231716,15.472185633973211,17.027201234448434,17.252756440909838,29.40041445672889
20.5,2649,22.58876350633869,10.883571475856751,19.325059944606384,24.0169796604385,22.10776402975654,21.439185684047786,29.35939081648153
21.0,2614,23.27823531418325,8.770755495834022,12.003427883503848,14.570689763959033,13.9057884886122,17.574261650715382,27.928453367478745
21.5,2638,26.65512358605554,12.298324734637257,17.337469615775145,19.530564643098383,20.85426124149153,21.098318177751132,29.10863533357309
22.0,2736,24.33535377180145,9.39515106393505,17.183543710744576,17.75096655826841,16.61168729016183,19.85919711731045,30.02068698258233
22.5,2791,24.6758617957461,9.21212468017777,13.744288032696106,14.496622003897803,15.43810175326648,17.266365275511934,28.71675789762665
23.0,2803,23.766405135332988,10.857997663969025,18.945600252203004,21.750144079806976,20.79160542170104,18.538348704693277,29.134341203731186
23.5,3040,22.741723286412626,10.238685273053552,14.22966691243786,21.368895653683776,18.70136934125521,16.913109233763702,29.640218115351693
24.0,2999,24.77212669335981,13.275205355822578,15.586615872093166,18.747414289480364,17.903734582967466,19.86850782007633,26.5414629792228
