Filename,Tempo (BPM),Beat Time (s)
01_uptown_funk.wav,[114.84375],33.75020408163265
01_uptown_funk.wav,[114.84375],34.261043083900226
01_uptown_funk.wav,[114.84375],34.78349206349206
01_uptown_funk.wav,[114.84375],35.3059410430839
01_uptown_funk.wav,[114.84375],35.828390022675734
01_uptown_funk.wav,[114.84375],36.35083900226758
01_uptown_funk.wav,[114.84375],36.87328798185941
01_uptown_funk.wav,[114.84375],37.39573696145125
01_uptown_funk.wav,[114.84375],37.918185941043085
01_uptown_funk.wav,[114.84375],38.42902494331066
01_uptown_funk.wav,[114.84375],38.951473922902494
01_uptown_funk.wav,[114.84375],39.48553287981859
01_uptown_funk.wav,[114.84375],39.996371882086166
01_uptown_funk.wav,[114.84375],40.518820861678
01_uptown_funk.wav,[114.84375],41.041269841269845
01_uptown_funk.wav,[114.84375],41.57532879818594
01_uptown_funk.wav,[114.84375],42.08616780045352
01_uptown_funk.wav,[114.84375],42.60861678004535
01_uptown_funk.wav,[114.84375],43.13106575963719
01_uptown_funk.wav,[114.84375],43.653514739229024
01_uptown_funk.wav,[114.84375],44.17596371882086
01_uptown_funk.wav,[114.84375],44.698412698412696
01_uptown_funk.wav,[114.84375],45.20925170068027
01_uptown_funk.wav,[114.84375],45.743310657596375
01_uptown_funk.wav,[114.84375],46.26575963718821
01_uptown_funk.wav,[114.84375],46.776598639455784
01_uptown_funk.wav,[114.84375],47.29904761904762
01_uptown_funk.wav,[114.84375],47.83310657596372
01_uptown_funk.wav,[114.84375],48.355555555555554
01_uptown_funk.wav,[114.84375],48.86639455782313
01_uptown_funk.wav,[114.84375],49.388843537414964
01_uptown_funk.wav,[114.84375],49.9112925170068
01_uptown_funk.wav,[114.84375],50.445351473922905
01_uptown_funk.wav,[114.84375],50.96780045351474
01_uptown_funk.wav,[114.84375],51.49024943310658
01_uptown_funk.wav,[114.84375],52.00108843537415
01_uptown_funk.wav,[114.84375],52.523537414965986
01_uptown_funk.wav,[114.84375],53.057596371882084
01_uptown_funk.wav,[114.84375],53.58004535147392
01_uptown_funk.wav,[114.84375],54.090884353741494
01_uptown_funk.wav,[114.84375],54.60172335600907
01_uptown_funk.wav,[114.84375],55.13578231292517
01_uptown_funk.wav,[114.84375],55.65823129251701
01_uptown_funk.wav,[114.84375],56.180680272108845
01_uptown_funk.wav,[114.84375],56.70312925170068
01_uptown_funk.wav,[114.84375],57.213968253968254
01_uptown_funk.wav,[114.84375],57.73641723356009
01_uptown_funk.wav,[114.84375],58.18920634920635
01_uptown_funk.wav,[114.84375],58.641995464852606
01_uptown_funk.wav,[114.84375],59.05995464852608
01_uptown_funk.wav,[114.84375],59.570793650793654
01_uptown_funk.wav,[114.84375],60.08163265306123
01_uptown_funk.wav,[114.84375],60.615691609977326
01_uptown_funk.wav,[114.84375],61.1265306122449
01_uptown_funk.wav,[114.84375],61.648979591836735
01_uptown_funk.wav,[114.84375],62.17142857142857
01_uptown_funk.wav,[114.84375],62.70548752834467
01_uptown_funk.wav,[114.84375],63.227936507936505
01_uptown_funk.wav,[114.84375],63.75038548752835
01_uptown_funk.wav,[114.84375],64.26122448979592
01_uptown_funk.wav,[114.84375],64.78367346938775
01_uptown_funk.wav,[114.84375],65.35256235827664
01_uptown_funk.wav,[114.84375],65.97950113378685
01_uptown_funk.wav,[114.84375],66.59482993197278
01_uptown_funk.wav,[114.84375],67.14049886621315
01_uptown_funk.wav,[114.84375],67.65133786848072
01_uptown_funk.wav,[114.84375],68.17378684807257
01_uptown_funk.wav,[114.84375],68.70784580498866
01_uptown_funk.wav,[114.84375],69.21868480725624
01_uptown_funk.wav,[114.84375],69.74113378684807
01_uptown_funk.wav,[114.84375],70.26358276643991
01_uptown_funk.wav,[114.84375],70.78603174603174
01_uptown_funk.wav,[114.84375],71.30848072562358
01_uptown_funk.wav,[114.84375],71.83092970521542
01_uptown_funk.wav,[114.84375],72.341768707483
01_uptown_funk.wav,[114.84375],72.8758276643991
01_uptown_funk.wav,[114.84375],73.38666666666667
01_uptown_funk.wav,[114.84375],73.92072562358277
01_uptown_funk.wav,[114.84375],74.43156462585034
01_uptown_funk.wav,[114.84375],74.96562358276644
01_uptown_funk.wav,[114.84375],75.48807256235828
01_uptown_funk.wav,[114.84375],75.99891156462586
01_uptown_funk.wav,[114.84375],76.52136054421769
01_uptown_funk.wav,[114.84375],77.05541950113378
01_uptown_funk.wav,[114.84375],77.57786848072563
01_uptown_funk.wav,[114.84375],78.0887074829932
01_uptown_funk.wav,[114.84375],78.61115646258503
01_uptown_funk.wav,[114.84375],79.13360544217687
01_uptown_funk.wav,[114.84375],79.6560544217687
01_uptown_funk.wav,[114.84375],80.17850340136054
01_uptown_funk.wav,[114.84375],80.68934240362812
01_uptown_funk.wav,[114.84375],81.22340136054422
01_uptown_funk.wav,[114.84375],81.74585034013606
01_uptown_funk.wav,[114.84375],82.26829931972789
01_uptown_funk.wav,[114.84375],82.77913832199546
01_uptown_funk.wav,[114.84375],83.31319727891156
01_uptown_funk.wav,[114.84375],83.8356462585034
01_uptown_funk.wav,[114.84375],84.34648526077098
01_uptown_funk.wav,[114.84375],84.86893424036282
01_uptown_funk.wav,[114.84375],85.39138321995465
01_uptown_funk.wav,[114.84375],85.91383219954649
01_uptown_funk.wav,[114.84375],86.43628117913832
01_uptown_funk.wav,[114.84375],86.95873015873016
01_uptown_funk.wav,[114.84375],87.48117913832199
01_uptown_funk.wav,[114.84375],88.00362811791383
01_uptown_funk.wav,[114.84375],88.52607709750566
01_uptown_funk.wav,[114.84375],89.0485260770975
01_uptown_funk.wav,[114.84375],89.57097505668935
01_uptown_funk.wav,[114.84375],90.09342403628118
01_uptown_funk.wav,[114.84375],90.60426303854875
01_uptown_funk.wav,[114.84375],91.13832199546485
01_uptown_funk.wav,[114.84375],91.66077097505669
01_uptown_funk.wav,[114.84375],92.18321995464852
01_uptown_funk.wav,[114.84375],92.6940589569161
01_uptown_funk.wav,[114.84375],93.20489795918367
01_uptown_funk.wav,[114.84375],93.72734693877551
01_uptown_funk.wav,[114.84375],94.26140589569161
01_uptown_funk.wav,[114.84375],94.78385487528345
01_uptown_funk.wav,[114.84375],95.30630385487528
01_uptown_funk.wav,[114.84375],95.82875283446712
01_uptown_funk.wav,[114.84375],96.35120181405895
01_uptown_funk.wav,[114.84375],96.8736507936508
01_uptown_funk.wav,[114.84375],97.38448979591837
01_uptown_funk.wav,[114.84375],97.91854875283447
01_uptown_funk.wav,[114.84375],98.4409977324263
01_uptown_funk.wav,[114.84375],98.95183673469388
01_uptown_funk.wav,[114.84375],99.47428571428571
01_uptown_funk.wav,[114.84375],99.99673469387756
01_uptown_funk.wav,[114.84375],100.51918367346939
01_uptown_funk.wav,[114.84375],101.04163265306123
01_uptown_funk.wav,[114.84375],101.56408163265306
01_uptown_funk.wav,[114.84375],102.09814058956916
01_uptown_funk.wav,[114.84375],102.60897959183673
01_uptown_funk.wav,[114.84375],103.13142857142857
01_uptown_funk.wav,[114.84375],103.65387755102041
01_uptown_funk.wav,[114.84375],104.17632653061224
01_uptown_funk.wav,[114.84375],104.69877551020409
01_uptown_funk.wav,[114.84375],105.22122448979592
01_uptown_funk.wav,[114.84375],105.74367346938776
01_uptown_funk.wav,[114.84375],106.26612244897959
01_uptown_funk.wav,[114.84375],106.78857142857143
01_uptown_funk.wav,[114.84375],107.299410430839
01_uptown_funk.wav,[114.84375],107.82185941043083
01_uptown_funk.wav,[114.84375],108.35591836734694
01_uptown_funk.wav,[114.84375],108.87836734693877
01_uptown_funk.wav,[114.84375],109.38920634920635
01_uptown_funk.wav,[114.84375],109.91165532879819
01_uptown_funk.wav,[114.84375],110.44571428571429
01_uptown_funk.wav,[114.84375],110.96816326530612
01_uptown_funk.wav,[114.84375],111.47900226757369
01_uptown_funk.wav,[114.84375],112.00145124716553
01_uptown_funk.wav,[114.84375],112.52390022675738
01_uptown_funk.wav,[114.84375],113.0463492063492
01_uptown_funk.wav,[114.84375],113.56879818594105
01_uptown_funk.wav,[114.84375],114.07963718820862
01_uptown_funk.wav,[114.84375],114.61369614512472
01_uptown_funk.wav,[114.84375],115.13614512471655
01_uptown_funk.wav,[114.84375],115.65859410430839
01_uptown_funk.wav,[114.84375],116.16943310657597
01_uptown_funk.wav,[114.84375],116.70349206349206
01_uptown_funk.wav,[114.84375],117.2259410430839
01_uptown_funk.wav,[114.84375],117.73678004535148
01_uptown_funk.wav,[114.84375],118.25922902494331
01_uptown_funk.wav,[114.84375],118.79328798185941
01_uptown_funk.wav,[114.84375],119.31573696145125
01_uptown_funk.wav,[114.84375],119.82657596371882
01_uptown_funk.wav,[114.84375],120.34902494331065
01_uptown_funk.wav,[114.84375],120.8714739229025
01_uptown_funk.wav,[114.84375],121.39392290249432
01_uptown_funk.wav,[114.84375],121.91637188208617
01_uptown_funk.wav,[114.84375],122.42721088435374
01_uptown_funk.wav,[114.84375],122.96126984126984
01_uptown_funk.wav,[114.84375],123.48371882086168
01_uptown_funk.wav,[114.84375],124.00616780045351
01_uptown_funk.wav,[114.84375],124.51700680272108
01_uptown_funk.wav,[114.84375],125.05106575963718
01_uptown_funk.wav,[114.84375],125.57351473922903
01_uptown_funk.wav,[114.84375],126.09596371882085
01_uptown_funk.wav,[114.84375],126.6184126984127
01_uptown_funk.wav,[114.84375],127.12925170068027
01_uptown_funk.wav,[114.84375],127.65170068027211
01_uptown_funk.wav,[114.84375],128.1857596371882
01_uptown_funk.wav,[114.84375],128.70820861678004
01_uptown_funk.wav,[114.84375],129.21904761904761
01_uptown_funk.wav,[114.84375],129.7298866213152
01_uptown_funk.wav,[114.84375],130.2639455782313
01_uptown_funk.wav,[114.84375],130.78639455782312
01_uptown_funk.wav,[114.84375],131.30884353741496
01_uptown_funk.wav,[114.84375],131.8312925170068
01_uptown_funk.wav,[114.84375],132.34213151927437
01_uptown_funk.wav,[114.84375],132.86458049886622
01_uptown_funk.wav,[114.84375],133.31736961451247
01_uptown_funk.wav,[114.84375],133.77015873015873
01_uptown_funk.wav,[114.84375],134.1881179138322
01_uptown_funk.wav,[114.84375],134.69895691609977
01_uptown_funk.wav,[114.84375],135.22140589569162
01_uptown_funk.wav,[114.84375],135.74385487528346
01_uptown_funk.wav,[114.84375],136.25469387755103
01_uptown_funk.wav,[114.84375],136.78875283446712
01_uptown_funk.wav,[114.84375],137.31120181405896
01_uptown_funk.wav,[114.84375],137.8336507936508
01_uptown_funk.wav,[114.84375],138.35609977324262
01_uptown_funk.wav,[114.84375],138.87854875283446
01_uptown_funk.wav,[114.84375],139.38938775510204
01_uptown_funk.wav,[114.84375],139.91183673469388
01_uptown_funk.wav,[114.84375],140.48072562358277
01_uptown_funk.wav,[114.84375],141.10766439909298
01_uptown_funk.wav,[114.84375],141.72299319727892
01_uptown_funk.wav,[114.84375],142.26866213151928
01_uptown_funk.wav,[114.84375],142.79111111111112
01_uptown_funk.wav,[114.84375],143.3019501133787
01_uptown_funk.wav,[114.84375],143.83600907029478
01_uptown_funk.wav,[114.84375],144.35845804988662
01_uptown_funk.wav,[114.84375],144.8692970521542
01_uptown_funk.wav,[114.84375],145.39174603174604
01_uptown_funk.wav,[114.84375],145.92580498866212
01_uptown_funk.wav,[114.84375],146.4366439909297
01_uptown_funk.wav,[114.84375],146.95909297052154
01_uptown_funk.wav,[114.84375],147.4699319727891
01_uptown_funk.wav,[114.84375],148.00399092970522
01_uptown_funk.wav,[114.84375],148.5148299319728
01_uptown_funk.wav,[114.84375],149.04888888888888
01_uptown_funk.wav,[114.84375],149.57133786848073
01_uptown_funk.wav,[114.84375],150.09378684807257
01_uptown_funk.wav,[114.84375],150.6162358276644
01_uptown_funk.wav,[114.84375],151.13868480725623
01_uptown_funk.wav,[114.84375],151.6495238095238
01_uptown_funk.wav,[114.84375],152.1835827664399
01_uptown_funk.wav,[114.84375],152.70603174603175
01_uptown_funk.wav,[114.84375],153.21687074829933
01_uptown_funk.wav,[114.84375],153.73931972789114
01_uptown_funk.wav,[114.84375],154.261768707483
01_uptown_funk.wav,[114.84375],154.78421768707483
01_uptown_funk.wav,[114.84375],155.30666666666667
01_uptown_funk.wav,[114.84375],155.82911564625851
01_uptown_funk.wav,[114.84375],156.35156462585033
01_uptown_funk.wav,[114.84375],156.87401360544217
01_uptown_funk.wav,[114.84375],157.39646258503402
01_uptown_funk.wav,[114.84375],157.91891156462586
01_uptown_funk.wav,[114.84375],158.44136054421767
01_uptown_funk.wav,[114.84375],158.96380952380952
01_uptown_funk.wav,[114.84375],159.4746485260771
01_uptown_funk.wav,[114.84375],159.99709750566893
01_uptown_funk.wav,[114.84375],160.53115646258505
01_uptown_funk.wav,[114.84375],161.05360544217686
01_uptown_funk.wav,[114.84375],161.56444444444443
01_uptown_funk.wav,[114.84375],162.08689342403628
01_uptown_funk.wav,[114.84375],162.60934240362812
01_uptown_funk.wav,[114.84375],163.13179138321996
01_uptown_funk.wav,[114.84375],163.6542403628118
01_uptown_funk.wav,[114.84375],164.17668934240362
01_uptown_funk.wav,[114.84375],164.69913832199546
01_uptown_funk.wav,[114.84375],165.2215873015873
01_uptown_funk.wav,[114.84375],165.73242630385488
01_uptown_funk.wav,[114.84375],166.26648526077096
01_uptown_funk.wav,[114.84375],166.7889342403628
01_uptown_funk.wav,[114.84375],167.32299319727892
01_uptown_funk.wav,[114.84375],167.8338321995465
01_uptown_funk.wav,[114.84375],168.35628117913834
01_uptown_funk.wav,[114.84375],168.8671201814059
01_uptown_funk.wav,[114.84375],169.38956916099772
01_uptown_funk.wav,[114.84375],169.91201814058957
01_uptown_funk.wav,[114.84375],170.4344671201814
01_uptown_funk.wav,[114.84375],170.95691609977325
01_uptown_funk.wav,[114.84375],171.47936507936507
01_uptown_funk.wav,[114.84375],171.99020408163264
01_uptown_funk.wav,[114.84375],172.52426303854875
01_uptown_funk.wav,[114.84375],173.0467120181406
01_uptown_funk.wav,[114.84375],173.56916099773244
01_uptown_funk.wav,[114.84375],174.09160997732425
01_uptown_funk.wav,[114.84375],174.6140589569161
01_uptown_funk.wav,[114.84375],175.13650793650794
01_uptown_funk.wav,[114.84375],175.65895691609978
01_uptown_funk.wav,[114.84375],176.16979591836736
01_uptown_funk.wav,[114.84375],176.69224489795917
01_uptown_funk.wav,[114.84375],177.22630385487528
01_uptown_funk.wav,[114.84375],177.73714285714286
01_uptown_funk.wav,[114.84375],178.2595918367347
01_uptown_funk.wav,[114.84375],178.78204081632654
01_uptown_funk.wav,[114.84375],179.30448979591836
01_uptown_funk.wav,[114.84375],179.8269387755102
01_uptown_funk.wav,[114.84375],180.34938775510204
01_uptown_funk.wav,[114.84375],180.8718367346939
01_uptown_funk.wav,[114.84375],181.3942857142857
01_uptown_funk.wav,[114.84375],181.91673469387754
01_uptown_funk.wav,[114.84375],182.4391836734694
01_uptown_funk.wav,[114.84375],182.95002267573696
01_uptown_funk.wav,[114.84375],183.48408163265307
01_uptown_funk.wav,[114.84375],184.0065306122449
01_uptown_funk.wav,[114.84375],184.51736961451246
01_uptown_funk.wav,[114.84375],185.0398185941043
01_uptown_funk.wav,[114.84375],185.57387755102042
01_uptown_funk.wav,[114.84375],186.084716553288
01_uptown_funk.wav,[114.84375],186.6071655328798
01_uptown_funk.wav,[114.84375],187.12961451247165
01_uptown_funk.wav,[114.84375],187.6520634920635
01_uptown_funk.wav,[114.84375],188.17451247165533
01_uptown_funk.wav,[114.84375],188.69696145124718
01_uptown_funk.wav,[114.84375],189.219410430839
01_uptown_funk.wav,[114.84375],189.74185941043083
01_uptown_funk.wav,[114.84375],190.26430839002268
01_uptown_funk.wav,[114.84375],190.78675736961452
01_uptown_funk.wav,[114.84375],191.2975963718821
01_uptown_funk.wav,[114.84375],191.80843537414967
01_uptown_funk.wav,[114.84375],192.34249433106575
01_uptown_funk.wav,[114.84375],192.87655328798186
01_uptown_funk.wav,[114.84375],193.38739229024944
01_uptown_funk.wav,[114.84375],193.92145124716552
01_uptown_funk.wav,[114.84375],194.44390022675736
01_uptown_funk.wav,[114.84375],194.95473922902494
01_uptown_funk.wav,[114.84375],195.47718820861678
01_uptown_funk.wav,[114.84375],196.0112471655329
01_uptown_funk.wav,[114.84375],196.52208616780047
01_uptown_funk.wav,[114.84375],197.04453514739228
01_uptown_funk.wav,[114.84375],197.55537414965985
01_uptown_funk.wav,[114.84375],198.08943310657597
01_uptown_funk.wav,[114.84375],198.6118820861678
01_uptown_funk.wav,[114.84375],199.13433106575962
01_uptown_funk.wav,[114.84375],199.6451700680272
01_uptown_funk.wav,[114.84375],200.1792290249433
01_uptown_funk.wav,[114.84375],200.69006802721088
01_uptown_funk.wav,[114.84375],201.224126984127
01_uptown_funk.wav,[114.84375],201.73496598639457
01_uptown_funk.wav,[114.84375],202.26902494331065
01_uptown_funk.wav,[114.84375],202.7914739229025
01_uptown_funk.wav,[114.84375],203.30231292517007
01_uptown_funk.wav,[114.84375],203.8247619047619
01_uptown_funk.wav,[114.84375],204.34721088435373
01_uptown_funk.wav,[114.84375],204.86965986394557
01_uptown_funk.wav,[114.84375],205.39210884353741
01_uptown_funk.wav,[114.84375],205.91455782312926
01_uptown_funk.wav,[114.84375],206.44861678004534
01_uptown_funk.wav,[114.84375],206.94784580498867
01_uptown_funk.wav,[114.84375],207.48190476190476
01_uptown_funk.wav,[114.84375],207.99274376417233
01_uptown_funk.wav,[114.84375],208.51519274376417
01_uptown_funk.wav,[114.84375],209.04925170068026
01_uptown_funk.wav,[114.84375],209.5717006802721
01_uptown_funk.wav,[114.84375],210.08253968253968
01_uptown_funk.wav,[114.84375],210.6165986394558
01_uptown_funk.wav,[114.84375],211.13904761904763
01_uptown_funk.wav,[114.84375],211.6498866213152
01_uptown_funk.wav,[114.84375],212.17233560090702
01_uptown_funk.wav,[114.84375],212.70639455782313
01_uptown_funk.wav,[114.84375],213.2172335600907
01_uptown_funk.wav,[114.84375],213.73968253968255
01_uptown_funk.wav,[114.84375],214.26213151927436
01_uptown_funk.wav,[114.84375],214.79619047619047
01_uptown_funk.wav,[114.84375],215.30702947845805
01_uptown_funk.wav,[114.84375],215.8294784580499
01_uptown_funk.wav,[114.84375],216.35192743764173
01_uptown_funk.wav,[114.84375],216.87437641723355
01_uptown_funk.wav,[114.84375],217.3968253968254
01_uptown_funk.wav,[114.84375],217.91927437641723
01_uptown_funk.wav,[114.84375],218.4301133786848
01_uptown_funk.wav,[114.84375],218.96417233560092
01_uptown_funk.wav,[114.84375],219.48662131519274
01_uptown_funk.wav,[114.84375],219.9974603174603
01_uptown_funk.wav,[114.84375],220.51990929705215
01_uptown_funk.wav,[114.84375],221.05396825396826
01_uptown_funk.wav,[114.84375],221.57641723356008
01_uptown_funk.wav,[114.84375],222.08725623582765
01_uptown_funk.wav,[114.84375],222.6097052154195
01_uptown_funk.wav,[114.84375],223.1437641723356
01_uptown_funk.wav,[114.84375],223.65460317460318
01_uptown_funk.wav,[114.84375],224.17705215419502
01_uptown_funk.wav,[114.84375],224.69950113378684
01_uptown_funk.wav,[114.84375],225.22195011337868
01_uptown_funk.wav,[114.84375],225.74439909297053
01_uptown_funk.wav,[114.84375],226.2552380952381
01_uptown_funk.wav,[114.84375],226.77768707482994
01_uptown_funk.wav,[114.84375],227.31174603174603
01_uptown_funk.wav,[114.84375],227.83419501133787
01_uptown_funk.wav,[114.84375],228.34503401360544
01_uptown_funk.wav,[114.84375],228.86748299319729
01_uptown_funk.wav,[114.84375],229.40154195011337
01_uptown_funk.wav,[114.84375],229.9239909297052
01_uptown_funk.wav,[114.84375],230.43482993197279
01_uptown_funk.wav,[114.84375],230.9688888888889
01_uptown_funk.wav,[114.84375],231.47972789115647
01_uptown_funk.wav,[114.84375],232.01378684807256
01_uptown_funk.wav,[114.84375],232.52462585034013
01_uptown_funk.wav,[114.84375],233.04707482993197
01_uptown_funk.wav,[114.84375],233.55791383219955
01_uptown_funk.wav,[114.84375],234.09197278911566
01_uptown_funk.wav,[114.84375],234.61442176870747
01_uptown_funk.wav,[114.84375],235.13687074829932
01_uptown_funk.wav,[114.84375],235.65931972789116
01_uptown_funk.wav,[114.84375],236.181768707483
01_uptown_funk.wav,[114.84375],236.70421768707482
01_uptown_funk.wav,[114.84375],237.23827664399093
01_uptown_funk.wav,[114.84375],237.7491156462585
01_uptown_funk.wav,[114.84375],238.27156462585035
01_uptown_funk.wav,[114.84375],238.7940136054422
01_uptown_funk.wav,[114.84375],239.316462585034
01_uptown_funk.wav,[114.84375],239.83891156462585
01_uptown_funk.wav,[114.84375],240.3613605442177
01_uptown_funk.wav,[114.84375],240.88380952380953
01_uptown_funk.wav,[114.84375],241.41786848072562
01_uptown_funk.wav,[114.84375],241.9287074829932
01_uptown_funk.wav,[114.84375],242.45115646258503
01_uptown_funk.wav,[114.84375],242.9619954648526
01_uptown_funk.wav,[114.84375],243.49605442176872
01_uptown_funk.wav,[114.84375],244.0068934240363
01_uptown_funk.wav,[114.84375],244.5293424036281
01_uptown_funk.wav,[114.84375],245.05179138321995
01_uptown_funk.wav,[114.84375],245.5742403628118
01_uptown_funk.wav,[114.84375],246.09668934240364
01_uptown_funk.wav,[114.84375],246.61913832199548
01_uptown_funk.wav,[114.84375],247.1415873015873
01_uptown_funk.wav,[114.84375],247.66403628117914
01_uptown_funk.wav,[114.84375],248.18648526077098
01_uptown_funk.wav,[114.84375],248.70893424036282
01_uptown_funk.wav,[114.84375],249.20816326530613
02_thinking_out_loud.wav,[156.60511364],0.313469387755102
02_thinking_out_loud.wav,[156.60511364],0.6733786848072563
02_thinking_out_loud.wav,[156.60511364],1.0332879818594105
02_thinking_out_loud.wav,[156.60511364],1.4280272108843537
02_thinking_out_loud.wav,[156.60511364],1.799546485260771
02_thinking_out_loud.wav,[156.60511364],2.159455782312925
02_thinking_out_loud.wav,[156.60511364],2.5541950113378684
02_thinking_out_loud.wav,[156.60511364],2.9605442176870747
02_thinking_out_loud.wav,[156.60511364],3.332063492063492
02_thinking_out_loud.wav,[156.60511364],3.7035827664399092
02_thinking_out_loud.wav,[156.60511364],4.063492063492063
02_thinking_out_loud.wav,[156.60511364],4.446621315192743
02_thinking_out_loud.wav,[156.60511364],4.829750566893424
02_thinking_out_loud.wav,[156.60511364],5.2128798185941045
02_thinking_out_loud.wav,[156.60511364],5.596009070294785
02_thinking_out_loud.wav,[156.60511364],6.002358276643991
02_thinking_out_loud.wav,[156.60511364],6.397097505668934
02_thinking_out_loud.wav,[156.60511364],6.757006802721088
02_thinking_out_loud.wav,[156.60511364],7.1053061224489795
02_thinking_out_loud.wav,[156.60511364],7.500045351473923
02_thinking_out_loud.wav,[156.60511364],7.883174603174603
02_thinking_out_loud.wav,[156.60511364],8.231473922902495
02_thinking_out_loud.wav,[156.60511364],8.614603174603175
02_thinking_out_loud.wav,[156.60511364],8.974512471655329
02_thinking_out_loud.wav,[156.60511364],9.369251700680271
02_thinking_out_loud.wav,[156.60511364],9.752380952380953
02_thinking_out_loud.wav,[156.60511364],10.135510204081633
02_thinking_out_loud.wav,[156.60511364],10.518639455782314
02_thinking_out_loud.wav,[156.60511364],10.901768707482994
02_thinking_out_loud.wav,[156.60511364],11.284897959183674
02_thinking_out_loud.wav,[156.60511364],11.668027210884354
02_thinking_out_loud.wav,[156.60511364],12.062766439909296
02_thinking_out_loud.wav,[156.60511364],12.45750566893424
02_thinking_out_loud.wav,[156.60511364],12.817414965986394
02_thinking_out_loud.wav,[156.60511364],13.177324263038548
02_thinking_out_loud.wav,[156.60511364],13.572063492063492
02_thinking_out_loud.wav,[156.60511364],13.94358276643991
02_thinking_out_loud.wav,[156.60511364],14.315102040816326
02_thinking_out_loud.wav,[156.60511364],14.698231292517006
02_thinking_out_loud.wav,[156.60511364],15.069750566893424
02_thinking_out_loud.wav,[156.60511364],15.429659863945579
02_thinking_out_loud.wav,[156.60511364],15.777959183673469
02_thinking_out_loud.wav,[156.60511364],16.219138321995466
02_thinking_out_loud.wav,[156.60511364],16.602267573696146
02_thinking_out_loud.wav,[156.60511364],16.985396825396826
02_thinking_out_loud.wav,[156.60511364],17.368526077097506
02_thinking_out_loud.wav,[156.60511364],17.740045351473924
02_thinking_out_loud.wav,[156.60511364],18.123174603174604
02_thinking_out_loud.wav,[156.60511364],18.494693877551022
02_thinking_out_loud.wav,[156.60511364],18.877823129251702
02_thinking_out_loud.wav,[156.60511364],19.260952380952382
02_thinking_out_loud.wav,[156.60511364],19.690521541950112
02_thinking_out_loud.wav,[156.60511364],20.085260770975058
