Second,Count
0,445
1,919
2,977
3,1124
4,1468
5,2042
6,1954
7,2039
8,1879
9,1676
10,1772
11,1956
12,2447
13,2906
14,3531
15,4205
16,4697
17,5203
18,5474
19,5619
20,5791
21,5764
22,5618
23,5323
24,5064
25,5037
26,5100
27,5325
28,5653
29,5652
30,5899
31,5962
32,6056
33,6015
34,6113
35,5853
36,5790
37,5532
38,5328
39,5048
40,4719
41,4678
42,4631
43,4442
44,4561
45,4485
46,4443
47,4324
48,4161
49,4133
50,4337
51,4360
52,4229
53,4104
54,4184
55,4099
56,4272
57,4226
58,4398
59,4640
60,5108
61,5486
62,6336
63,7926
64,9581
65,9343
66,9703
67,8340
68,7526
69,6919
70,5620
71,4921
72,4661
73,5342
74,6436
75,7913
76,9716
77,11141
78,12618
79,13289
80,13775
81,13892
82,13540
83,13527
84,13079
85,12231
86,10802
87,10054
88,9398
89,8942
90,8786
91,8569
92,8101
93,7878
94,7883
95,7655
96,6988
97,6676
98,6504
99,5892
100,5725
101,5427
102,5646
103,5825
104,6061
105,5797
106,5697
107,5545
108,5443
109,5575
110,5084
111,4341
112,3988
113,4176
114,4653
115,4655
116,4384
117,4163
118,3634
119,3474
120,3282
121,2959
122,2605
123,2489
124,2635
125,3100
126,2766
127,2884
128,2236
129,1967
130,2071
131,2024
132,2072
133,2024
134,2023
135,2167
136,2564
137,2633
138,2888
139,2863
140,3028
141,3038
142,3111
143,3005
144,2971
145,2869
146,2720
147,2445
148,2447
149,2385
150,2393
151,2508
152,2433
153,2437
154,2359
155,2246
156,2380
157,2737
158,2595
159,2496
160,2255
161,2132
162,2102
163,2174
164,2373
165,2899
166,2940
167,2596
168,2293
169,2510
170,2315
171,1867
172,1743
173,2042
174,2075
175,2292
176,2649
177,2925
178,3170
179,3536
180,3282
181,2740
182,2533
183,2297
184,2216
185,2173
186,2479
187,2702
188,3148
189,3555
190,4086
191,4213
192,4465
193,4459
194,4623
195,4567
196,4295
197,3981
198,3903
199,3766
200,3759
201,3546
202,3387
203,3578
204,3048
205,3208
206,2823
207,2841
208,2393
209,1997
210,1930
211,1856
212,1731
213,1835
214,1837
215,1757
216,1836
217,2067
218,2416
219,2610
220,2744
221,2750
222,2416
223,2025
224,1574
225,1516
226,1465
227,1271
228,1211
229,1313
230,1542
231,1262
232,1191
233,1058
234,734
235,514
236,398
237,199
238,38
239,11
240,6
241,1
242,2
243,1
244,2
246,3
