Second,Count
0,704
1,1215
2,1224
3,1163
4,1221
5,1359
6,1641
7,1812
8,2121
9,1933
10,2485
11,2900
12,3413
13,4445
14,4795
15,5257
16,5238
17,5371
18,5882
19,6013
20,5704
21,5859
22,6085
23,6508
24,5942
25,5683
26,5892
27,5892
28,6005
29,6157
30,7073
31,6656
32,6864
33,7113
34,8361
35,9164
36,9520
37,10050
38,10151
39,10768
40,9461
41,10504
42,10209
43,9976
44,10200
45,9559
46,10024
47,9283
48,8804
49,8622
50,8988
51,9615
52,8675
53,7667
54,6888
55,6832
56,7168
57,6272
58,5944
59,6351
60,7172
61,6885
62,5644
63,5162
64,4953
65,5499
66,5285
67,5259
68,5332
69,5284
70,5319
71,4632
72,4699
73,4429
74,4315
75,4341
76,4792
77,4861
78,5039
79,4554
80,4535
81,4792
82,5088
83,5267
84,5317
85,5247
86,5940
87,6076
88,5945
89,6088
90,6469
91,7433
92,7648
93,7665
94,7591
95,7505
96,7774
97,6453
98,5620
99,4547
100,4528
101,4815
102,4276
103,4591
104,5271
105,5084
106,4772
107,4033
108,4112
109,3750
110,4217
111,4240
112,4318
113,3816
114,3943
115,4053
116,4178
117,4202
118,3733
119,3680
120,3029
121,3398
122,3501
123,3221
124,3260
125,3169
126,3091
127,3009
128,3209
129,3604
130,3496
131,3186
132,2740
133,2776
134,3061
135,3660
136,3601
137,3674
138,4037
139,3976
140,3568
141,3554
142,4270
143,4761
144,4709
145,3907
146,3842
147,3675
148,4050
149,4037
150,3825
151,3593
152,3448
153,3140
154,3237
155,3335
156,2753
157,2639
158,3063
159,3285
160,3336
161,3003
162,2574
163,2414
164,2717
165,3004
166,3167
167,2562
168,2538
169,2633
170,2312
171,2024
172,2119
173,1999
174,1990
175,1603
176,1520
177,1413
178,1386
179,1395
180,1423
181,1650
182,1595
183,1433
184,1624
185,1494
186,1580
187,1885
188,2002
189,1876
190,1788
191,1819
192,2291
193,2410
194,2182
195,2092
196,2160
197,1990
198,1791
199,1680
200,1747
201,1252
202,1838
203,2521
204,2572
205,2687
206,2363
207,1903
208,1489
209,1505
210,1775
211,1841
212,1949
213,1796
214,1593
215,1337
216,1048
217,1037
218,1166
219,1052
220,944
221,834
222,955
223,1136
224,1208
225,983
226,747
227,797
228,926
229,1134
230,1166
231,1032
232,771
233,609
234,1173
235,1112
236,911
237,823
238,971
239,998
240,1268
241,986
242,1040
243,1295
244,1693
245,1042
246,912
247,598
248,1448
249,1728
250,2152
251,1660
252,1209
253,1108
254,1393
255,1265
256,1455
257,1118
258,1200
259,1372
260,1929
261,1500
262,726
263,406
264,681
265,1061
266,1119
267,821
268,372
269,271
270,428
271,323
272,94
273,12
274,1
276,1
