Second,Count
0,1009
1,1647
2,1633
3,1636
4,1838
5,1987
6,1969
7,2325
8,2339
9,2223
10,2162
11,2134
12,2109
13,2227
14,2435
15,2671
16,2971
17,3241
18,3397
19,3653
20,3863
21,3895
22,3968
23,4120
24,4268
25,4294
26,4455
27,4452
28,4593
29,4782
30,4830
31,5177
32,6118
33,7472
34,9385
35,11603
36,13890
37,16256
38,17911
39,19926
40,23112
41,25879
42,23170
43,23417
44,19609
45,15689
46,13227
47,13015
48,11740
49,10915
50,12559
51,13210
52,14265
53,15028
54,15560
55,15327
56,15212
57,14827
58,14492
59,13124
60,12571
61,11511
62,11120
63,10665
64,9908
65,9363
66,8748
67,8436
68,7950
69,7567
70,7456
71,6884
72,6583
73,6063
74,5616
75,5320
76,4831
77,4729
78,4674
79,4305
80,4086
81,3888
82,3761
83,3681
84,3422
85,3231
86,3104
87,3098
88,2841
89,2794
90,2850
91,2751
92,2664
93,2566
94,2524
95,2443
96,2336
97,2362
98,2182
99,2285
100,2210
101,2180
102,2389
103,2398
104,2717
105,2763
106,2886
107,2846
108,2875
109,2865
110,3022
111,3664
112,3334
113,3009
114,2638
115,2486
116,2448
117,2626
118,2436
119,2774
120,3149
121,3421
122,3626
123,3824
124,4048
125,4210
126,4175
127,4038
128,3853
129,3893
130,3667
131,3559
132,3360
133,3287
134,3155
135,3081
136,2870
137,2979
138,2812
139,2905
140,2685
141,2733
142,2645
143,2490
144,2491
145,2391
146,2270
147,2153
148,2193
149,1982
150,1951
151,1913
152,1755
153,1603
154,1423
155,1325
156,1405
157,1443
158,1336
159,1397
160,1428
161,1310
162,1306
163,1236
164,1229
165,1271
166,1223
167,1138
168,1102
169,1089
170,1085
171,1183
172,1012
173,1084
174,1006
175,966
176,1053
177,1044
178,1109
179,1286
180,1221
181,1133
182,1085
183,1052
184,1039
185,1008
186,1101
187,1272
188,1575
189,1846
190,2173
191,2449
192,2571
193,2723
194,2939
195,2710
196,2793
197,2641
198,2657
199,2403
200,2345
201,2273
202,2088
203,2052
204,2060
205,1952
206,1942
207,1770
208,1830
209,1826
210,1769
211,1638
212,1594
213,1392
214,1220
215,1136
216,961
217,893
218,845
219,760
220,689
221,580
222,450
223,399
224,411
225,371
226,305
227,261
228,302
229,253
230,163
231,127
232,111
233,88
234,60
235,22
236,21
237,14
238,3
239,1
