Second,Count
0,2539
1,4769
2,4721
3,5150
4,6645
5,7825
6,9871
7,13257
8,17023
9,20888
10,23944
11,24433
12,19032
13,15274
14,13462
15,10783
16,9982
17,7507
18,5493
19,5743
20,7340
21,10427
22,10386
23,10332
24,10077
25,9130
26,6991
27,7999
28,9930
29,9726
30,9482
31,9480
32,9104
33,9145
34,8931
35,9230
36,9450
37,9401
38,9166
39,9216
40,8881
41,8551
42,8249
43,7866
44,7280
45,7074
46,6646
47,6496
48,6465
49,6586
50,6254
51,6195
52,6127
53,6128
54,5698
55,5541
56,5309
57,5066
58,4914
59,4699
60,4483
61,4633
62,4568
63,4426
64,4658
65,4534
66,4313
67,4028
68,3648
69,3800
70,3730
71,3558
72,3687
73,3727
74,3716
75,3866
76,4772
77,5562
78,6305
79,7082
80,7047
81,7120
82,7162
83,6539
84,6314
85,5964
86,7216
87,7441
88,8083
89,6221
90,5346
91,5785
92,6771
93,7075
94,7520
95,9244
96,8166
97,4453
98,4065
99,4773
100,5807
101,5865
102,5491
103,5253
104,3925
105,3785
106,3550
107,3667
108,3228
109,3111
110,3041
111,3009
112,2727
113,2671
114,2598
115,2425
116,2353
117,2545
118,2549
119,2513
120,2613
121,2658
122,2656
123,2610
124,2688
125,2637
126,2599
127,2557
128,2657
129,2648
130,2594
131,2678
132,2553
133,2588
134,2625
135,2693
136,2847
137,2589
138,2428
139,2413
140,2370
141,2441
142,2498
143,2605
144,2332
145,2290
146,2499
147,2279
148,2342
149,2367
150,2263
151,2196
152,2962
153,4000
154,5303
155,6182
156,4204
157,3280
158,3159
159,3571
160,4191
161,4255
162,5316
163,5286
164,4038
165,3778
166,5079
167,4572
168,2830
169,1858
170,1558
171,1683
172,1897
173,1664
174,1580
175,1195
176,737
177,154
178,24
179,4
180,3
181,1
