Second,Count
0,4130
1,8428
2,9709
3,11025
4,13057
5,17647
6,20665
7,19389
8,17891
9,17991
10,19388
11,21816
12,23540
13,26046
14,30277
15,34756
16,41329
17,48202
18,62367
19,62229
20,57796
21,55089
22,54749
23,55233
24,59085
25,61122
26,60165
27,61347
28,64518
29,63536
30,62230
31,61472
32,64244
33,66969
34,73641
35,69616
36,68853
37,65239
38,69254
39,69613
40,72234
41,70137
42,67846
43,66180
44,65033
45,66655
46,62399
47,59702
48,59945
49,57117
50,55770
51,53113
52,56716
53,59257
54,62403
55,67669
56,75103
57,74747
58,77652
59,77729
60,79513
61,76293
62,70444
63,74178
64,74358
65,73760
66,72036
67,70672
68,71817
69,70683
70,72868
71,72795
72,69890
73,68496
74,72954
75,71332
76,71769
77,69798
78,71269
79,73194
80,71816
81,69943
82,68734
83,68103
84,70458
85,70653
86,73780
87,68218
88,60971
89,56693
90,53653
91,49100
92,55478
93,58402
94,55698
95,52633
96,53259
97,53526
98,64342
99,71730
100,58445
101,53264
102,58683
103,54930
104,54867
105,48151
106,45587
107,41893
108,43712
109,44154
110,43221
111,43704
112,44616
113,44523
114,44967
115,44642
116,50291
117,53102
118,54911
119,52746
120,53022
121,50642
122,49012
123,45158
124,45219
125,44604
126,42886
127,41835
128,45859
129,45860
130,44414
131,42579
132,42277
133,42236
134,41436
135,42157
136,39897
137,38184
138,38637
139,36801
140,36263
141,35045
142,33189
143,31445
144,30834
145,28395
146,27714
147,26819
148,27028
149,26658
150,27060
151,23767
152,23275
153,22858
154,21351
155,20219
156,19823
157,24143
158,23556
159,21076
160,17874
161,15396
162,16384
163,16822
164,19321
165,17575
166,16480
167,16315
168,17447
169,19249
170,22627
171,21105
172,18871
173,17790
174,18450
175,18152
176,18855
177,19211
178,19697
179,20736
180,22027
181,22588
182,22952
183,23535
184,24943
185,24483
186,24756
187,24873
188,25563
189,29883
190,30256
191,31186
192,35258
193,37933
194,36964
195,33452
196,31062
197,30598
198,33071
199,34047
200,34809
201,34136
202,34845
203,34875
204,33771
205,32754
206,34993
207,36937
208,38685
209,37645
210,36114
211,33213
212,29035
213,25777
214,23866
215,22770
216,21724
217,20842
218,20731
219,21754
220,20069
221,18277
222,17680
223,17278
224,15745
225,14895
226,15168
227,13852
228,12632
229,11369
230,9118
231,7217
232,6282
233,4358
234,3815
235,2993
236,2692
237,2439
238,2720
239,2452
240,2266
241,1918
242,1326
243,675
244,401
245,211
246,134
247,34
