Second,Count
0,18385
1,33833
2,33658
3,32684
4,31405
5,32786
6,35917
7,39665
8,45404
9,52807
10,60259
11,64370
12,71368
13,75318
14,84847
15,91801
16,94910
17,95335
18,94590
19,98424
20,97818
21,98511
22,94465
23,92274
24,93928
25,88885
26,85218
27,83233
28,80148
29,76568
30,76856
31,76382
32,73806
33,72680
34,71096
35,67257
36,67961
37,70926
38,67612
39,70078
40,68533
41,70188
42,69601
43,68351
44,68557
45,67395
46,63979
47,64091
48,58318
49,53907
50,56999
51,55531
52,62640
53,70542
54,86119
55,84961
56,81776
57,79298
58,76334
59,73303
60,72913
61,74995
62,79805
63,94420
64,106787
65,114508
66,131349
67,136427
68,152966
69,171359
70,183164
71,187078
72,186949
73,180978
74,186815
75,187199
76,183179
77,173528
78,170606
79,168141
80,164188
81,158994
82,154352
83,151909
84,148176
85,145357
86,145576
87,141528
88,136299
89,133072
90,125508
91,122042
92,125090
93,126701
94,122522
95,119002
96,115512
97,110733
98,104476
99,97604
100,98510
101,95776
102,93463
103,87668
104,77711
105,72032
106,69950
107,68926
108,65184
109,64183
110,62657
111,62437
112,60040
113,59584
114,56966
115,53973
116,53765
117,55239
118,57440
119,55968
120,51131
121,48756
122,47339
123,45710
124,44806
125,44064
126,45909
127,47998
128,51302
129,54889
130,59978
131,63722
132,70216
133,71758
134,73239
135,73046
136,73955
137,73575
138,73020
139,71357
140,69341
141,70084
142,67797
143,66117
144,65118
145,63495
146,62589
147,60221
148,58317
149,55728
150,58666
151,56572
152,53983
153,53010
154,52278
155,49263
156,48020
157,46125
158,44653
159,43156
160,42100
161,40537
162,39168
163,39020
164,38701
165,37303
166,35512
167,34031
168,34614
169,33239
170,32108
171,31104
172,30895
173,30095
174,27950
175,26997
176,26541
177,25744
178,24817
179,23395
180,24013
181,23726
182,23531
183,22270
184,23650
185,24005
186,21543
187,20447
188,19403
189,18816
190,20359
191,19811
192,19873
193,20877
194,22849
195,28553
196,28408
197,26902
198,25130
199,23788
200,23521
201,24327
202,26396
203,28975
204,32342
205,39337
206,45329
207,47810
208,50674
209,53449
210,55569
211,61089
212,63805
213,63030
214,68084
215,58397
216,54884
217,53840
218,54148
219,50429
220,48488
221,46359
222,45546
223,43033
224,42705
225,40275
226,25625
227,12798
228,7122
229,3204
230,2135
231,1072
232,620
233,264
234,172
235,115
236,104
237,48
238,47
239,9
240,6
241,1
242,1
