Second,Count
0,5406
1,10877
2,11913
3,12549
4,14983
5,20771
6,20218
7,20610
8,18809
9,16437
10,16699
11,17386
12,20356
13,24287
14,27543
15,32721
16,37819
17,42836
18,43704
19,45106
20,46649
21,46714
22,44255
23,42275
24,40106
25,39316
26,39451
27,44319
28,45465
29,42404
30,43945
31,42651
32,42836
33,39621
34,43731
35,43226
36,40668
37,38575
38,38546
39,35695
40,34751
41,34868
42,33582
43,31184
44,33405
45,33896
46,34669
47,33668
48,30585
49,29388
50,29947
51,30072
52,29526
53,28665
54,30226
55,30936
56,32242
57,33846
58,37076
59,39064
60,42502
61,44886
62,48742
63,54815
64,61260
65,62839
66,73349
67,59254
68,52655
69,50373
70,42805
71,40827
72,38325
73,41827
74,49692
75,60031
76,72507
77,83944
78,92513
79,94022
80,101528
81,101670
82,99454
83,101252
84,99232
85,92062
86,81812
87,74558
88,73230
89,69947
90,69884
91,70124
92,68407
93,67321
94,66153
95,63385
96,59426
97,56061
98,53373
99,48661
100,47048
101,44224
102,44111
103,44271
104,45512
105,43453
106,42721
107,41102
108,42188
109,45347
110,41558
111,33514
112,31536
113,34487
114,37358
115,37173
116,36046
117,34286
118,30068
119,28775
120,26005
121,23942
122,20487
123,18920
124,20739
125,23872
126,22703
127,22876
128,17894
129,15217
130,17101
131,17689
132,18492
133,17647
134,17494
135,17814
136,19636
137,19319
138,20880
139,21832
140,23219
141,22585
142,22011
143,20938
144,21638
145,20562
146,18750
147,16883
148,16786
149,16890
150,15809
151,16394
152,16211
153,16556
154,15880
155,15961
156,16740
157,19507
158,19395
159,19401
160,18027
161,15642
162,16522
163,17424
164,19432
165,22714
166,24176
167,20960
168,18764
169,20593
170,19981
171,16114
172,15459
173,17707
174,17355
175,17440
176,19719
177,20590
178,22695
179,24812
180,23711
181,20985
182,17958
183,15938
184,15419
185,15058
186,16254
187,17121
188,19559
189,22120
190,24887
191,25226
192,27717
193,27608
194,29191
195,28975
196,26325
197,25148
198,24589
199,24302
200,23645
201,23042
202,22465
203,23259
204,20478
205,19575
206,18735
207,18901
208,17558
209,16199
210,16124
211,15272
212,14373
213,14736
214,14503
215,13935
216,15556
217,17768
218,19993
219,21065
220,22281
221,23045
222,21243
223,18983
224,15755
225,14916
226,14542
227,13663
228,13649
229,14392
230,15034
231,12815
232,12051
233,10116
234,8092
235,5863
236,4274
237,1890
238,471
239,61
240,62
241,14
242,22
243,9
244,8
245,7
246,7
