Second,Count
0,8912
1,17105
2,17366
3,17962
4,19147
5,22917
6,34624
7,37998
8,32758
9,30307
10,28669
11,27391
12,27475
13,30418
14,33966
15,38909
16,43581
17,48866
18,53737
19,57276
20,60442
21,62655
22,63757
23,63031
24,60380
25,59105
26,58439
27,58348
28,57648
29,56179
30,56106
31,54315
32,54049
33,53242
34,53064
35,52569
36,51992
37,53364
38,51910
39,48933
40,46272
41,44124
42,42583
43,41937
44,42372
45,42684
46,44155
47,44386
48,46275
49,46359
50,48411
51,48225
52,49483
53,49874
54,48875
55,48832
56,47091
57,46240
58,44219
59,43257
60,41881
61,40615
62,40187
63,38390
64,37203
65,36079
66,36063
67,35418
68,34939
69,34270
70,33605
71,32620
72,32619
73,31049
74,31001
75,30485
76,29458
77,28819
78,27772
79,26795
80,26391
81,26257
82,26090
83,25511
84,25394
85,25196
86,25184
87,25651
88,28430
89,28047
90,25835
91,23426
92,21635
93,20936
94,20585
95,20525
96,20133
97,19841
98,21150
99,21515
100,21765
101,21320
102,20307
103,19349
104,18425
105,17760
106,17390
107,17245
108,17894
109,17077
110,17621
111,18039
112,18343
113,18546
114,19361
115,20218
116,20748
117,20731
118,21270
119,20933
120,20972
121,21247
122,20545
123,20498
124,19656
125,19413
126,18949
127,19078
128,18640
129,18396
130,18108
131,17565
132,17744
133,17437
134,16720
135,16493
136,16936
137,16971
138,16532
139,15785
140,16316
141,16935
142,16672
143,16807
144,16803
145,16756
146,16600
147,16113
148,15966
149,16756
150,16694
151,16924
152,17178
153,17185
154,16484
155,16170
156,16280
157,16799
158,17059
159,17092
160,16814
161,15631
162,15993
163,15778
164,15905
165,16647
166,17014
167,17156
168,17277
169,17065
170,17261
171,17027
172,18124
173,18088
174,18269
175,18214
176,17224
177,17156
178,17152
179,16630
180,16370
181,16045
182,15651
183,15805
184,15532
185,15305
186,14958
187,14553
188,14688
189,14220
190,14006
191,13349
192,12945
193,12584
194,12822
195,12485
196,12245
197,12232
198,12087
199,11972
200,12054
201,11716
202,11214
203,11577
204,11331
205,11303
206,11511
207,11079
208,10717
209,10390
210,10103
211,9998
212,9696
213,9612
214,10197
215,9904
216,9549
217,9455
218,9306
219,8722
220,8536
221,8594
222,7807
223,7042
224,6570
225,5796
226,5333
227,4917
228,4777
229,3476
230,1705
231,231
232,50
233,2
