Second,Count
0,20010
1,39812
2,38732
3,38530
4,39961
5,43411
6,45575
7,48068
8,62016
9,87393
10,80645
11,75839
12,59690
13,42296
14,41705
15,54573
16,36366
17,36619
18,53451
19,75082
20,82613
21,74561
22,110209
23,97516
24,92862
25,110941
26,110122
27,116004
28,123186
29,117976
30,124431
31,142482
32,145599
33,133369
34,129704
35,138626
36,114946
37,105117
38,102341
39,99532
40,95396
41,91194
42,88703
43,86999
44,83822
45,81889
46,80165
47,79818
48,81717
49,79933
50,79364
51,77027
52,74524
53,71470
54,70210
55,67990
56,67727
57,66524
58,64817
59,64316
60,70156
61,67337
62,62790
63,61448
64,61612
65,61345
66,61911
67,59881
68,55840
69,54943
70,55176
71,57644
72,62792
73,62292
74,55134
75,45525
76,59303
77,34715
78,40358
79,95412
80,112390
81,99785
82,91176
83,87715
84,102926
85,78693
86,100837
87,109484
88,81190
89,62172
90,61975
91,64752
92,92853
93,69074
94,61744
95,54321
96,69226
97,63469
98,52335
99,64905
100,60755
101,52537
102,47449
103,43078
104,40733
105,38956
106,39019
107,37483
108,39571
109,44278
110,45390
111,50315
112,57287
113,57678
114,58669
115,60107
116,59694
117,58250
118,55723
119,53404
120,53075
121,53648
122,54467
123,54695
124,55384
125,53017
126,53894
127,54989
128,55189
129,54729
130,54387
131,52929
132,51096
133,48818
134,47124
135,43253
136,38876
137,35521
138,34679
139,35480
140,35067
141,35060
142,33788
143,34719
144,31268
145,29136
146,27137
147,29090
148,31467
149,30554
150,29661
151,29943
152,29790
153,29288
154,29682
155,30035
156,30891
157,31115
158,30636
159,29696
160,30076
161,30848
162,29203
163,27959
164,28131
165,27546
166,26526
167,27779
168,29023
169,31376
170,34237
171,42904
172,46735
173,48390
174,63935
175,59773
176,89304
177,78521
178,42889
179,31818
180,38819
181,31441
182,36227
183,40036
184,41472
185,39124
186,40617
187,54846
188,79207
189,76351
190,62400
191,31642
192,50768
193,37053
194,36501
195,35579
196,35445
197,35389
198,34762
199,33517
200,32557
201,30968
202,30755
203,30290
204,29871
205,30573
206,31241
207,31548
208,31366
209,30533
210,30508
211,29510
212,27917
213,27434
214,26455
215,26079
216,24996
217,23079
218,21855
219,20080
220,17713
221,13599
222,7956
223,1390
224,104
225,19
226,33
