Second,Count
0,7593
1,13080
2,12988
3,13054
4,13400
5,14506
6,15040
7,16854
8,17359
9,17292
10,16766
11,16451
12,16715
13,18100
14,19941
15,22914
16,26723
17,30986
18,35494
19,38649
20,41512
21,44569
22,46443
23,47961
24,50157
25,49898
26,50068
27,49203
28,48578
29,47570
30,48141
31,48802
32,51013
33,54057
34,58973
35,64602
36,70810
37,77716
38,85056
39,92461
40,103416
41,114011
42,100921
43,100889
44,91004
45,77783
46,70738
47,68477
48,66867
49,69024
50,80942
51,88543
52,96810
53,105271
54,113976
55,115944
56,121224
57,121959
58,122162
59,117708
60,114333
61,108511
62,103438
63,98717
64,93552
65,88903
66,87201
67,83967
68,80490
69,77380
70,74196
71,70435
72,67047
73,63531
74,59977
75,55721
76,51990
77,51141
78,48819
79,47053
80,44275
81,42409
82,41139
83,40015
84,37746
85,37047
86,35890
87,35129
88,34183
89,33692
90,33486
91,32555
92,31831
93,30749
94,31065
95,29835
96,28900
97,27560
98,27292
99,27044
100,26760
101,26827
102,26694
103,25869
104,26703
105,26746
106,26672
107,27191
108,27767
109,29139
110,30798
111,36995
112,32454
113,30660
114,28906
115,26754
116,26267
117,26088
118,25292
119,26976
120,29556
121,32030
122,34946
123,36904
124,38639
125,40094
126,41164
127,41766
128,42342
129,42113
130,40082
131,39745
132,38838
133,37362
134,35618
135,34161
136,32958
137,33121
138,32480
139,32260
140,31268
141,30625
142,29775
143,28562
144,28197
145,27233
146,26340
147,25981
148,25940
149,24189
150,22980
151,21507
152,21010
153,19802
154,18766
155,17707
156,17744
157,18072
158,17739
159,18417
160,18597
161,17944
162,18024
163,17780
164,17397
165,17589
166,17089
167,16370
168,16405
169,15598
170,15084
171,14879
172,14668
173,14006
174,13857
175,14023
176,14739
177,14847
178,16750
179,19496
180,17509
181,16198
182,15501
183,14715
184,14223
185,13942
186,14431
187,15840
188,18044
189,21185
190,24195
191,26502
192,28293
193,30608
194,31481
195,32252
196,32202
197,31481
198,30418
199,29880
200,28798
201,27539
202,26375
203,25515
204,24824
205,24402
206,23759
207,22864
208,22458
209,22142
210,21441
211,20355
212,19087
213,16842
214,13701
215,11122
216,9853
217,9203
218,8092
219,7683
220,6945
221,5674
222,4861
223,4431
224,4028
225,3924
226,3441
227,3057
228,3012
229,2525
230,1960
231,1741
232,1779
233,1521
234,831
235,272
236,206
237,124
238,43
239,2
