Second,Count
0,25478
1,49661
2,49651
3,47455
4,47924
5,48510
6,56181
7,66606
8,70596
9,70233
10,65590
11,60608
12,68945
13,74481
14,81350
15,84543
16,87333
17,91344
18,101755
19,106450
20,110681
21,107150
22,102204
23,99585
24,109659
25,112229
26,114220
27,125329
28,131626
29,130492
30,122808
31,129031
32,134508
33,142429
34,139044
35,133878
36,107027
37,107441
38,128647
39,122955
40,109710
41,104112
42,98914
43,99515
44,108819
45,106298
46,95226
47,90318
48,84777
49,92130
50,83155
51,112268
52,117363
53,102492
54,89625
55,97183
56,106218
57,110500
58,94805
59,71884
60,74503
61,64281
62,71798
63,67860
64,76046
65,74354
66,73764
67,63066
68,61245
69,62103
70,72669
71,81779
72,89690
73,86938
74,68643
75,55324
76,52146
77,56424
78,67769
79,80565
80,72914
81,62065
82,58517
83,64187
84,69518
85,64031
86,61657
87,59067
88,52354
89,50895
90,59757
91,61066
92,59769
93,55501
94,56830
95,54112
96,55611
97,54885
98,53770
99,50991
100,53945
101,55229
102,56579
103,60414
104,59920
105,59446
106,64220
107,61724
108,61402
109,61327
110,63456
111,63208
112,60281
113,56343
114,51639
115,53640
116,61501
117,76119
118,56625
119,47635
120,45717
121,55747
122,54931
123,55153
124,47006
125,46800
126,42769
127,50524
128,57073
129,62617
130,60992
131,48413
132,47585
133,47038
134,53365
135,39967
136,45577
137,46763
138,50267
139,45904
140,49151
141,55664
142,61321
143,59678
144,57955
145,43304
146,40939
147,41604
148,44682
149,40734
150,46074
151,46105
152,49197
153,40350
154,36256
155,37799
156,41712
157,36371
158,34428
159,36722
160,37727
161,36485
162,34596
163,29178
164,33830
165,30805
166,25511
167,22840
168,23120
169,22776
170,23331
171,24796
172,24762
173,25948
174,28466
175,30198
176,32157
177,32484
178,32946
179,31684
180,32168
181,33959
182,36028
183,37719
184,34940
185,30171
186,32552
187,33773
188,32993
189,36165
190,36275
191,34445
192,29357
193,27199
194,31122
195,34481
196,37559
197,35004
198,30552
199,29168
200,31069
201,30709
202,35870
203,35734
204,33935
205,33021
206,31594
207,31039
208,33813
209,35510
210,33226
211,27363
212,21926
213,20133
214,22632
215,25282
216,25934
217,23475
218,22747
219,23568
220,23254
221,22279
222,19322
223,21468
224,22612
225,23771
226,20828
227,17841
228,22668
229,23813
230,18950
231,14472
232,14805
233,14825
234,15802
235,17321
236,14847
237,12728
238,12030
239,12710
240,13692
241,13432
242,14900
243,15169
244,15638
245,13889
246,12290
247,10056
248,10036
249,10787
250,10453
251,9858
252,8900
253,8902
254,8329
255,7821
256,7765
257,7991
258,7843
259,7428
260,6897
261,5713
262,5967
263,6974
264,6882
265,4012
266,1083
267,22
