Second,Count
0,9002
1,19778
2,19612
3,17387
4,16766
5,16498
6,16905
7,19629
8,22566
9,26839
10,30204
11,33041
12,42464
13,46820
14,51713
15,49270
16,57181
17,63132
18,60336
19,58033
20,60268
21,61937
22,60384
23,56127
24,60749
25,62701
26,57668
27,52389
28,55785
29,51049
30,50285
31,55560
32,50382
33,46414
34,44787
35,38601
36,39631
37,42281
38,41522
39,39627
40,40026
41,37205
42,37214
43,36144
44,35405
45,34501
46,36821
47,36688
48,39503
49,38990
50,37350
51,39286
52,40576
53,38799
54,40883
55,39057
56,40248
57,37099
58,32395
59,31142
60,32056
61,35741
62,35040
63,33661
64,31815
65,31808
66,30891
67,30754
68,28196
69,25343
70,27524
71,26600
72,26989
73,24706
74,23687
75,19515
76,20805
77,24195
78,23294
79,22568
80,23321
81,21972
82,21180
83,21735
84,21216
85,21290
86,22033
87,22941
88,21875
89,21761
90,22315
91,20247
92,21923
93,23128
94,23135
95,20942
96,20404
97,20207
98,23282
99,27639
100,26186
101,21778
102,21854
103,21539
104,19514
105,19046
106,20315
107,20642
108,19674
109,17913
110,17694
111,17254
112,16802
113,16082
114,15861
115,14913
116,15198
117,15187
118,15457
119,14490
120,14768
121,14943
122,15291
123,14514
124,13900
125,12644
126,12879
127,12178
128,11952
129,11399
130,12075
131,12046
132,12513
133,13276
134,13642
135,12860
136,13590
137,13560
138,13728
139,13251
140,13743
141,13237
142,14031
143,14094
144,13556
145,12607
146,12808
147,12926
148,12404
149,12370
150,12949
151,13644
152,13738
153,13026
154,14344
155,16044
156,16582
157,21134
158,21489
159,21972
160,22236
161,20040
162,23773
163,23237
164,21586
165,22578
166,25332
167,23324
168,24149
169,22408
170,22885
171,26533
172,29346
173,28253
174,23258
175,23163
176,22277
177,21756
178,21077
179,20640
180,19956
181,18478
182,17336
183,16383
184,15881
185,15091
186,14642
187,13691
188,12637
189,11393
190,9976
191,8185
192,6440
193,4098
194,1094
195,9
196,1
